"","Group","Whitehall","Gender","Date","Civil.Service.grad","count","total","share","grp"
"314","DCLG","WH","Female",2010,"SEO/HEO",540,2640,0.204545454545455,"DCLGFemale"
"315","DCLG","WH","Female",2010,"SCS",50,2640,0.0189393939393939,"DCLGFemale"
"316","DCLG","WH","Female",2011,"AO/AA",150,2330,0.0643776824034335,"DCLGFemale"
"317","DCLG","WH","Female",2011,"EO",200,2330,0.0858369098712446,"DCLGFemale"
"318","DCLG","WH","Female",2011,"G6/G7",300,2330,0.128755364806867,"DCLGFemale"
"319","DCLG","WH","Female",2011,"SEO/HEO",490,2330,0.210300429184549,"DCLGFemale"
"320","DCLG","WH","Female",2011,"SCS",50,2330,0.0214592274678112,"DCLGFemale"
"321","DCLG","WH","Female",2012,"AO/AA",90,1880,0.0478723404255319,"DCLGFemale"
"322","DCLG","WH","Female",2012,"EO",150,1880,0.0797872340425532,"DCLGFemale"
"323","DCLG","WH","Female",2012,"G6/G7",270,1880,0.143617021276596,"DCLGFemale"
"324","DCLG","WH","Female",2012,"SEO/HEO",420,1880,0.223404255319149,"DCLGFemale"
"325","DCLG","WH","Female",2012,"SCS",40,1880,0.0212765957446809,"DCLGFemale"
"326","DCLG","WH","Female",2013,"AO/AA",50,1730,0.0289017341040462,"DCLGFemale"
"327","DCLG","WH","Female",2013,"EO",130,1730,0.0751445086705202,"DCLGFemale"
"328","DCLG","WH","Female",2013,"G6/G7",260,1730,0.15028901734104,"DCLGFemale"
"329","DCLG","WH","Female",2013,"SEO/HEO",410,1730,0.236994219653179,"DCLGFemale"
"330","DCLG","WH","Female",2013,"SCS",40,1730,0.023121387283237,"DCLGFemale"
"331","DCLG","WH","Male",2008,"AO/AA",220,2990,0.0735785953177258,"DCLGMale"
"332","DCLG","WH","Male",2008,"EO",240,2990,0.0802675585284281,"DCLGMale"
"333","DCLG","WH","Male",2008,"G6/G7",370,2990,0.123745819397993,"DCLGMale"
"334","DCLG","WH","Male",2008,"SEO/HEO",560,2990,0.187290969899666,"DCLGMale"
"335","DCLG","WH","Male",2008,"SCS",100,2990,0.0334448160535117,"DCLGMale"
"336","DCLG","WH","Male",2009,"AO/AA",130,2530,0.0513833992094862,"DCLGMale"
"337","DCLG","WH","Male",2009,"EO",230,2530,0.0909090909090909,"DCLGMale"
"338","DCLG","WH","Male",2009,"G6/G7",350,2530,0.138339920948617,"DCLGMale"
"339","DCLG","WH","Male",2009,"SEO/HEO",480,2530,0.189723320158103,"DCLGMale"
"340","DCLG","WH","Male",2009,"SCS",80,2530,0.0316205533596838,"DCLGMale"
"341","DCLG","WH","Male",2010,"AO/AA",130,2640,0.0492424242424242,"DCLGMale"
"342","DCLG","WH","Male",2010,"EO",200,2640,0.0757575757575758,"DCLGMale"
"343","DCLG","WH","Male",2010,"G6/G7",390,2640,0.147727272727273,"DCLGMale"
"344","DCLG","WH","Male",2010,"SEO/HEO",520,2640,0.196969696969697,"DCLGMale"
"345","DCLG","WH","Male",2010,"SCS",80,2640,0.0303030303030303,"DCLGMale"
"346","DCLG","WH","Male",2011,"AO/AA",100,2330,0.0429184549356223,"DCLGMale"
"347","DCLG","WH","Male",2011,"EO",170,2330,0.0729613733905579,"DCLGMale"
"348","DCLG","WH","Male",2011,"G6/G7",350,2330,0.150214592274678,"DCLGMale"
"349","DCLG","WH","Male",2011,"SEO/HEO",450,2330,0.1931330472103,"DCLGMale"
"350","DCLG","WH","Male",2011,"SCS",70,2330,0.0300429184549356,"DCLGMale"
"351","DCLG","WH","Male",2012,"AO/AA",50,1880,0.0265957446808511,"DCLGMale"
"352","DCLG","WH","Male",2012,"EO",120,1880,0.0638297872340425,"DCLGMale"
"353","DCLG","WH","Male",2012,"G6/G7",310,1880,0.164893617021277,"DCLGMale"
"354","DCLG","WH","Male",2012,"SEO/HEO",380,1880,0.202127659574468,"DCLGMale"
"355","DCLG","WH","Male",2012,"SCS",60,1880,0.0319148936170213,"DCLGMale"
"356","DCLG","WH","Male",2013,"AO/AA",50,1730,0.0289017341040462,"DCLGMale"
"357","DCLG","WH","Male",2013,"EO",110,1730,0.0635838150289017,"DCLGMale"
"358","DCLG","WH","Male",2013,"G6/G7",290,1730,0.167630057803468,"DCLGMale"
"359","DCLG","WH","Male",2013,"SEO/HEO",350,1730,0.202312138728324,"DCLGMale"
"360","DCLG","WH","Male",2013,"SCS",50,1730,0.0289017341040462,"DCLGMale"
"361","DCMS","NWH","Female",2008,"AO/AA",10,90,0.111111111111111,"DCMSFemale"
"362","DCMS","NWH","Female",2008,"EO",20,90,0.222222222222222,"DCMSFemale"
"363","DCMS","NWH","Female",2008,"G6/G7",10,90,0.111111111111111,"DCMSFemale"
"364","DCMS","NWH","Female",2008,"SEO/HEO",10,90,0.111111111111111,"DCMSFemale"
"365","DCMS","NWH","Female",2008,"SCS",0,90,0,"DCMSFemale"
"366","DCMS","NWH","Female",2009,"AO/AA",10,310,0.032258064516129,"DCMSFemale"
"367","DCMS","NWH","Female",2009,"EO",40,310,0.129032258064516,"DCMSFemale"
"368","DCMS","NWH","Female",2009,"G6/G7",40,310,0.129032258064516,"DCMSFemale"
"369","DCMS","NWH","Female",2009,"SEO/HEO",70,310,0.225806451612903,"DCMSFemale"
"370","DCMS","NWH","Female",2009,"SCS",0,310,0,"DCMSFemale"
"371","DCMS","NWH","Female",2010,"AO/AA",10,340,0.0294117647058824,"DCMSFemale"
"372","DCMS","NWH","Female",2010,"EO",40,340,0.117647058823529,"DCMSFemale"
"373","DCMS","NWH","Female",2010,"G6/G7",70,340,0.205882352941176,"DCMSFemale"
"374","DCMS","NWH","Female",2010,"SEO/HEO",70,340,0.205882352941176,"DCMSFemale"
"375","DCMS","NWH","Female",2010,"SCS",20,340,0.0588235294117647,"DCMSFemale"
"376","DCMS","NWH","Female",2011,"AO/AA",10,340,0.0294117647058824,"DCMSFemale"
"377","DCMS","NWH","Female",2011,"EO",40,340,0.117647058823529,"DCMSFemale"
"378","DCMS","NWH","Female",2011,"G6/G7",70,340,0.205882352941176,"DCMSFemale"
"379","DCMS","NWH","Female",2011,"SEO/HEO",80,340,0.235294117647059,"DCMSFemale"
"380","DCMS","NWH","Female",2011,"SCS",20,340,0.0588235294117647,"DCMSFemale"
"381","DCMS","NWH","Female",2012,"AO/AA",10,130,0.0769230769230769,"DCMSFemale"
"382","DCMS","NWH","Female",2012,"EO",20,130,0.153846153846154,"DCMSFemale"
"383","DCMS","NWH","Female",2012,"G6/G7",10,130,0.0769230769230769,"DCMSFemale"
"384","DCMS","NWH","Female",2012,"SEO/HEO",20,130,0.153846153846154,"DCMSFemale"
"385","DCMS","NWH","Female",2012,"SCS",0,130,0,"DCMSFemale"
"386","DCMS","NWH","Female",2013,"AO/AA",10,120,0.0833333333333333,"DCMSFemale"
"387","DCMS","NWH","Female",2013,"EO",20,120,0.166666666666667,"DCMSFemale"
"388","DCMS","NWH","Female",2013,"G6/G7",0,120,0,"DCMSFemale"
"389","DCMS","NWH","Female",2013,"SEO/HEO",10,120,0.0833333333333333,"DCMSFemale"
"390","DCMS","NWH","Female",2013,"SCS",0,120,0,"DCMSFemale"
"391","DCMS","NWH","Male",2008,"AO/AA",10,90,0.111111111111111,"DCMSMale"
"392","DCMS","NWH","Male",2008,"EO",20,90,0.222222222222222,"DCMSMale"
"393","DCMS","NWH","Male",2008,"G6/G7",20,90,0.222222222222222,"DCMSMale"
"394","DCMS","NWH","Male",2008,"SEO/HEO",0,90,0,"DCMSMale"
"395","DCMS","NWH","Male",2008,"SCS",0,90,0,"DCMSMale"
"396","DCMS","NWH","Male",2009,"AO/AA",10,310,0.032258064516129,"DCMSMale"
"397","DCMS","NWH","Male",2009,"EO",20,310,0.0645161290322581,"DCMSMale"
"398","DCMS","NWH","Male",2009,"G6/G7",40,310,0.129032258064516,"DCMSMale"
"399","DCMS","NWH","Male",2009,"SEO/HEO",50,310,0.161290322580645,"DCMSMale"
"400","DCMS","NWH","Male",2009,"SCS",0,310,0,"DCMSMale"
"401","DCMS","NWH","Male",2010,"AO/AA",10,340,0.0294117647058824,"DCMSMale"
"402","DCMS","NWH","Male",2010,"EO",40,340,0.117647058823529,"DCMSMale"
"403","DCMS","NWH","Male",2010,"G6/G7",60,340,0.176470588235294,"DCMSMale"
"404","DCMS","NWH","Male",2010,"SEO/HEO",40,340,0.117647058823529,"DCMSMale"
"405","DCMS","NWH","Male",2010,"SCS",0,340,0,"DCMSMale"
"406","DCMS","NWH","Male",2011,"AO/AA",20,340,0.0588235294117647,"DCMSMale"
"407","DCMS","NWH","Male",2011,"EO",40,340,0.117647058823529,"DCMSMale"
"408","DCMS","NWH","Male",2011,"G6/G7",60,340,0.176470588235294,"DCMSMale"
"409","DCMS","NWH","Male",2011,"SEO/HEO",40,340,0.117647058823529,"DCMSMale"
"410","DCMS","NWH","Male",2011,"SCS",0,340,0,"DCMSMale"
"411","DCMS","NWH","Male",2012,"AO/AA",10,130,0.0769230769230769,"DCMSMale"
"412","DCMS","NWH","Male",2012,"EO",20,130,0.153846153846154,"DCMSMale"
"413","DCMS","NWH","Male",2012,"G6/G7",20,130,0.153846153846154,"DCMSMale"
"414","DCMS","NWH","Male",2012,"SEO/HEO",20,130,0.153846153846154,"DCMSMale"
"415","DCMS","NWH","Male",2012,"SCS",0,130,0,"DCMSMale"
"416","DCMS","NWH","Male",2013,"AO/AA",10,120,0.0833333333333333,"DCMSMale"
"417","DCMS","NWH","Male",2013,"EO",20,120,0.166666666666667,"DCMSMale"
"418","DCMS","NWH","Male",2013,"G6/G7",20,120,0.166666666666667,"DCMSMale"
"419","DCMS","NWH","Male",2013,"SEO/HEO",20,120,0.166666666666667,"DCMSMale"
"420","DCMS","NWH","Male",2013,"SCS",0,120,0,"DCMSMale"
"421","DCMS","WH","Female",2008,"AO/AA",30,480,0.0625,"DCMSFemale"
"422","DCMS","WH","Female",2008,"EO",60,480,0.125,"DCMSFemale"
"423","DCMS","WH","Female",2008,"G6/G7",40,480,0.0833333333333333,"DCMSFemale"
"424","DCMS","WH","Female",2008,"SEO/HEO",80,480,0.166666666666667,"DCMSFemale"
"425","DCMS","WH","Female",2008,"SCS",10,480,0.0208333333333333,"DCMSFemale"
"426","DCMS","WH","Female",2009,"AO/AA",20,470,0.0425531914893617,"DCMSFemale"
"427","DCMS","WH","Female",2009,"EO",40,470,0.0851063829787234,"DCMSFemale"
"428","DCMS","WH","Female",2009,"G6/G7",60,470,0.127659574468085,"DCMSFemale"
"429","DCMS","WH","Female",2009,"SEO/HEO",80,470,0.170212765957447,"DCMSFemale"
"430","DCMS","WH","Female",2009,"SCS",20,470,0.0425531914893617,"DCMSFemale"
"431","DCMS","WH","Female",2010,"AO/AA",20,500,0.04,"DCMSFemale"
"432","DCMS","WH","Female",2010,"EO",50,500,0.1,"DCMSFemale"
"433","DCMS","WH","Female",2010,"G6/G7",60,500,0.12,"DCMSFemale"
"434","DCMS","WH","Female",2010,"SEO/HEO",80,500,0.16,"DCMSFemale"
"435","DCMS","WH","Female",2010,"SCS",20,500,0.04,"DCMSFemale"
"436","DCMS","WH","Female",2011,"AO/AA",10,450,0.0222222222222222,"DCMSFemale"
"437","DCMS","WH","Female",2011,"EO",40,450,0.0888888888888889,"DCMSFemale"
"438","DCMS","WH","Female",2011,"G6/G7",60,450,0.133333333333333,"DCMSFemale"
"439","DCMS","WH","Female",2011,"SEO/HEO",70,450,0.155555555555556,"DCMSFemale"
"440","DCMS","WH","Female",2011,"SCS",20,450,0.0444444444444444,"DCMSFemale"
"441","DCMS","WH","Female",2012,"AO/AA",10,460,0.0217391304347826,"DCMSFemale"
"442","DCMS","WH","Female",2012,"EO",40,460,0.0869565217391304,"DCMSFemale"
"443","DCMS","WH","Female",2012,"G6/G7",70,460,0.152173913043478,"DCMSFemale"
"444","DCMS","WH","Female",2012,"SEO/HEO",70,460,0.152173913043478,"DCMSFemale"
"445","DCMS","WH","Female",2012,"SCS",20,460,0.0434782608695652,"DCMSFemale"
"446","DCMS","WH","Female",2013,"AO/AA",10,390,0.0256410256410256,"DCMSFemale"
"447","DCMS","WH","Female",2013,"EO",30,390,0.0769230769230769,"DCMSFemale"
"448","DCMS","WH","Female",2013,"G6/G7",70,390,0.179487179487179,"DCMSFemale"
"449","DCMS","WH","Female",2013,"SEO/HEO",70,390,0.179487179487179,"DCMSFemale"
"450","DCMS","WH","Female",2013,"SCS",20,390,0.0512820512820513,"DCMSFemale"
"451","DCMS","WH","Male",2008,"AO/AA",20,480,0.0416666666666667,"DCMSMale"
"452","DCMS","WH","Male",2008,"EO",60,480,0.125,"DCMSMale"
"453","DCMS","WH","Male",2008,"G6/G7",70,480,0.145833333333333,"DCMSMale"
"454","DCMS","WH","Male",2008,"SEO/HEO",90,480,0.1875,"DCMSMale"
"455","DCMS","WH","Male",2008,"SCS",20,480,0.0416666666666667,"DCMSMale"
"456","DCMS","WH","Male",2009,"AO/AA",10,470,0.0212765957446809,"DCMSMale"
"457","DCMS","WH","Male",2009,"EO",50,470,0.106382978723404,"DCMSMale"
"458","DCMS","WH","Male",2009,"G6/G7",70,470,0.148936170212766,"DCMSMale"
"459","DCMS","WH","Male",2009,"SEO/HEO",90,470,0.191489361702128,"DCMSMale"
"460","DCMS","WH","Male",2009,"SCS",30,470,0.0638297872340425,"DCMSMale"
"461","DCMS","WH","Male",2010,"AO/AA",10,500,0.02,"DCMSMale"
"462","DCMS","WH","Male",2010,"EO",50,500,0.1,"DCMSMale"
"463","DCMS","WH","Male",2010,"G6/G7",80,500,0.16,"DCMSMale"
"464","DCMS","WH","Male",2010,"SEO/HEO",90,500,0.18,"DCMSMale"
"465","DCMS","WH","Male",2010,"SCS",30,500,0.06,"DCMSMale"
"466","DCMS","WH","Male",2011,"AO/AA",10,450,0.0222222222222222,"DCMSMale"
"467","DCMS","WH","Male",2011,"EO",40,450,0.0888888888888889,"DCMSMale"
"468","DCMS","WH","Male",2011,"G6/G7",70,450,0.155555555555556,"DCMSMale"
"469","DCMS","WH","Male",2011,"SEO/HEO",80,450,0.177777777777778,"DCMSMale"
"470","DCMS","WH","Male",2011,"SCS",30,450,0.0666666666666667,"DCMSMale"
"471","DCMS","WH","Male",2012,"AO/AA",10,460,0.0217391304347826,"DCMSMale"
"472","DCMS","WH","Male",2012,"EO",40,460,0.0869565217391304,"DCMSMale"
"473","DCMS","WH","Male",2012,"G6/G7",90,460,0.195652173913043,"DCMSMale"
"474","DCMS","WH","Male",2012,"SEO/HEO",100,460,0.217391304347826,"DCMSMale"
"475","DCMS","WH","Male",2012,"SCS",20,460,0.0434782608695652,"DCMSMale"
"476","DCMS","WH","Male",2013,"AO/AA",10,390,0.0256410256410256,"DCMSMale"
"477","DCMS","WH","Male",2013,"EO",20,390,0.0512820512820513,"DCMSMale"
"478","DCMS","WH","Male",2013,"G6/G7",70,390,0.179487179487179,"DCMSMale"
"479","DCMS","WH","Male",2013,"SEO/HEO",70,390,0.179487179487179,"DCMSMale"
"480","DCMS","WH","Male",2013,"SCS",20,390,0.0512820512820513,"DCMSMale"
"481","DECC","WH","Female",2008,"AO/AA",0,0,NA,"DECCFemale"
"482","DECC","WH","Female",2008,"EO",0,0,NA,"DECCFemale"
"483","DECC","WH","Female",2008,"G6/G7",0,0,NA,"DECCFemale"
"484","DECC","WH","Female",2008,"SEO/HEO",0,0,NA,"DECCFemale"
"485","DECC","WH","Female",2008,"SCS",0,0,NA,"DECCFemale"
"486","DECC","WH","Female",2009,"AO/AA",50,910,0.0549450549450549,"DECCFemale"
"487","DECC","WH","Female",2009,"EO",60,910,0.0659340659340659,"DECCFemale"
"488","DECC","WH","Female",2009,"G6/G7",130,910,0.142857142857143,"DECCFemale"
"489","DECC","WH","Female",2009,"SEO/HEO",130,910,0.142857142857143,"DECCFemale"
"490","DECC","WH","Female",2009,"SCS",10,910,0.010989010989011,"DECCFemale"
"491","DECC","WH","Female",2010,"AO/AA",40,1050,0.0380952380952381,"DECCFemale"
"492","DECC","WH","Female",2010,"EO",70,1050,0.0666666666666667,"DECCFemale"
"493","DECC","WH","Female",2010,"G6/G7",160,1050,0.152380952380952,"DECCFemale"
"494","DECC","WH","Female",2010,"SEO/HEO",170,1050,0.161904761904762,"DECCFemale"
"495","DECC","WH","Female",2010,"SCS",20,1050,0.019047619047619,"DECCFemale"
"496","DECC","WH","Female",2011,"AO/AA",50,1170,0.0427350427350427,"DECCFemale"
"497","DECC","WH","Female",2011,"EO",70,1170,0.0598290598290598,"DECCFemale"
"498","DECC","WH","Female",2011,"G6/G7",200,1170,0.170940170940171,"DECCFemale"
"499","DECC","WH","Female",2011,"SEO/HEO",190,1170,0.162393162393162,"DECCFemale"
"500","DECC","WH","Female",2011,"SCS",20,1170,0.0170940170940171,"DECCFemale"
"501","DECC","WH","Female",2012,"AO/AA",50,1310,0.0381679389312977,"DECCFemale"
"502","DECC","WH","Female",2012,"EO",70,1310,0.0534351145038168,"DECCFemale"
"503","DECC","WH","Female",2012,"G6/G7",230,1310,0.175572519083969,"DECCFemale"
"504","DECC","WH","Female",2012,"SEO/HEO",220,1310,0.16793893129771,"DECCFemale"
"505","DECC","WH","Female",2012,"SCS",30,1310,0.0229007633587786,"DECCFemale"
"506","DECC","WH","Female",2013,"AO/AA",50,1460,0.0342465753424658,"DECCFemale"
"507","DECC","WH","Female",2013,"EO",90,1460,0.0616438356164384,"DECCFemale"
"508","DECC","WH","Female",2013,"G6/G7",260,1460,0.178082191780822,"DECCFemale"
"509","DECC","WH","Female",2013,"SEO/HEO",270,1460,0.184931506849315,"DECCFemale"
"510","DECC","WH","Female",2013,"SCS",30,1460,0.0205479452054795,"DECCFemale"
"511","DECC","WH","Male",2008,"AO/AA",0,0,NA,"DECCMale"
"512","DECC","WH","Male",2008,"EO",0,0,NA,"DECCMale"
"513","DECC","WH","Male",2008,"G6/G7",0,0,NA,"DECCMale"
"514","DECC","WH","Male",2008,"SEO/HEO",0,0,NA,"DECCMale"
"515","DECC","WH","Male",2008,"SCS",0,0,NA,"DECCMale"
"516","DECC","WH","Male",2009,"AO/AA",30,910,0.032967032967033,"DECCMale"
"517","DECC","WH","Male",2009,"EO",50,910,0.0549450549450549,"DECCMale"
"518","DECC","WH","Male",2009,"G6/G7",190,910,0.208791208791209,"DECCMale"
"519","DECC","WH","Male",2009,"SEO/HEO",200,910,0.21978021978022,"DECCMale"
"520","DECC","WH","Male",2009,"SCS",50,910,0.0549450549450549,"DECCMale"
"521","DECC","WH","Male",2010,"AO/AA",30,1050,0.0285714285714286,"DECCMale"
"522","DECC","WH","Male",2010,"EO",40,1050,0.0380952380952381,"DECCMale"
"523","DECC","WH","Male",2010,"G6/G7",240,1050,0.228571428571429,"DECCMale"
"524","DECC","WH","Male",2010,"SEO/HEO",220,1050,0.20952380952381,"DECCMale"
"525","DECC","WH","Male",2010,"SCS",60,1050,0.0571428571428571,"DECCMale"
"526","DECC","WH","Male",2011,"AO/AA",30,1170,0.0256410256410256,"DECCMale"
"527","DECC","WH","Male",2011,"EO",40,1170,0.0341880341880342,"DECCMale"
"528","DECC","WH","Male",2011,"G6/G7",270,1170,0.230769230769231,"DECCMale"
"529","DECC","WH","Male",2011,"SEO/HEO",240,1170,0.205128205128205,"DECCMale"
"530","DECC","WH","Male",2011,"SCS",60,1170,0.0512820512820513,"DECCMale"
"531","DECC","WH","Male",2012,"AO/AA",40,1310,0.0305343511450382,"DECCMale"
"532","DECC","WH","Male",2012,"EO",50,1310,0.0381679389312977,"DECCMale"
"533","DECC","WH","Male",2012,"G6/G7",310,1310,0.236641221374046,"DECCMale"
"534","DECC","WH","Male",2012,"SEO/HEO",270,1310,0.206106870229008,"DECCMale"
"535","DECC","WH","Male",2012,"SCS",60,1310,0.0458015267175573,"DECCMale"
"536","DECC","WH","Male",2013,"AO/AA",30,1460,0.0205479452054795,"DECCMale"
"537","DECC","WH","Male",2013,"EO",60,1460,0.0410958904109589,"DECCMale"
"538","DECC","WH","Male",2013,"G6/G7",350,1460,0.23972602739726,"DECCMale"
"539","DECC","WH","Male",2013,"SEO/HEO",270,1460,0.184931506849315,"DECCMale"
"540","DECC","WH","Male",2013,"SCS",70,1460,0.0479452054794521,"DECCMale"
"541","DH","NWH","Female",2008,"AO/AA",310,3440,0.0901162790697674,"DHFemale"
"542","DH","NWH","Female",2008,"EO",420,3440,0.122093023255814,"DHFemale"
"543","DH","NWH","Female",2008,"G6/G7",190,3440,0.0552325581395349,"DHFemale"
"544","DH","NWH","Female",2008,"SEO/HEO",520,3440,0.151162790697674,"DHFemale"
"545","DH","NWH","Female",2008,"SCS",50,3440,0.0145348837209302,"DHFemale"
"546","DH","NWH","Female",2009,"AO/AA",260,3240,0.0802469135802469,"DHFemale"
"547","DH","NWH","Female",2009,"EO",390,3240,0.12037037037037,"DHFemale"
"548","DH","NWH","Female",2009,"G6/G7",200,3240,0.0617283950617284,"DHFemale"
"549","DH","NWH","Female",2009,"SEO/HEO",530,3240,0.16358024691358,"DHFemale"
"550","DH","NWH","Female",2009,"SCS",50,3240,0.0154320987654321,"DHFemale"
"551","DH","NWH","Female",2010,"AO/AA",230,2880,0.0798611111111111,"DHFemale"
"552","DH","NWH","Female",2010,"EO",350,2880,0.121527777777778,"DHFemale"
"553","DH","NWH","Female",2010,"G6/G7",190,2880,0.0659722222222222,"DHFemale"
"554","DH","NWH","Female",2010,"SEO/HEO",450,2880,0.15625,"DHFemale"
"555","DH","NWH","Female",2010,"SCS",60,2880,0.0208333333333333,"DHFemale"
"556","DH","NWH","Female",2011,"AO/AA",220,2570,0.0856031128404669,"DHFemale"
"557","DH","NWH","Female",2011,"EO",300,2570,0.116731517509728,"DHFemale"
"558","DH","NWH","Female",2011,"G6/G7",160,2570,0.0622568093385214,"DHFemale"
"559","DH","NWH","Female",2011,"SEO/HEO",390,2570,0.151750972762646,"DHFemale"
"560","DH","NWH","Female",2011,"SCS",60,2570,0.0233463035019455,"DHFemale"
"561","DH","NWH","Female",2012,"AO/AA",90,2210,0.0407239819004525,"DHFemale"
"562","DH","NWH","Female",2012,"EO",230,2210,0.104072398190045,"DHFemale"
"563","DH","NWH","Female",2012,"G6/G7",160,2210,0.0723981900452489,"DHFemale"
"564","DH","NWH","Female",2012,"SEO/HEO",360,2210,0.16289592760181,"DHFemale"
"565","DH","NWH","Female",2012,"SCS",70,2210,0.0316742081447964,"DHFemale"
"566","DH","NWH","Female",2013,"AO/AA",80,2230,0.0358744394618834,"DHFemale"
"567","DH","NWH","Female",2013,"EO",250,2230,0.112107623318386,"DHFemale"
"568","DH","NWH","Female",2013,"G6/G7",180,2230,0.0807174887892377,"DHFemale"
"569","DH","NWH","Female",2013,"SEO/HEO",350,2230,0.15695067264574,"DHFemale"
"570","DH","NWH","Female",2013,"SCS",70,2230,0.031390134529148,"DHFemale"
"571","DH","NWH","Male",2008,"AO/AA",220,3440,0.063953488372093,"DHMale"
"572","DH","NWH","Male",2008,"EO",900,3440,0.261627906976744,"DHMale"
"573","DH","NWH","Male",2008,"G6/G7",250,3440,0.0726744186046512,"DHMale"
"574","DH","NWH","Male",2008,"SEO/HEO",510,3440,0.148255813953488,"DHMale"
"575","DH","NWH","Male",2008,"SCS",90,3440,0.0261627906976744,"DHMale"
"576","DH","NWH","Male",2009,"AO/AA",160,3240,0.0493827160493827,"DHMale"
"577","DH","NWH","Male",2009,"EO",860,3240,0.265432098765432,"DHMale"
"578","DH","NWH","Male",2009,"G6/G7",270,3240,0.0833333333333333,"DHMale"
"579","DH","NWH","Male",2009,"SEO/HEO",440,3240,0.135802469135802,"DHMale"
"580","DH","NWH","Male",2009,"SCS",90,3240,0.0277777777777778,"DHMale"
"581","DH","NWH","Male",2010,"AO/AA",140,2880,0.0486111111111111,"DHMale"
"582","DH","NWH","Male",2010,"EO",750,2880,0.260416666666667,"DHMale"
"583","DH","NWH","Male",2010,"G6/G7",240,2880,0.0833333333333333,"DHMale"
"584","DH","NWH","Male",2010,"SEO/HEO",400,2880,0.138888888888889,"DHMale"
"585","DH","NWH","Male",2010,"SCS",80,2880,0.0277777777777778,"DHMale"
"586","DH","NWH","Male",2011,"AO/AA",110,2570,0.0428015564202335,"DHMale"
"587","DH","NWH","Male",2011,"EO",700,2570,0.272373540856031,"DHMale"
"588","DH","NWH","Male",2011,"G6/G7",200,2570,0.0778210116731518,"DHMale"
"589","DH","NWH","Male",2011,"SEO/HEO",370,2570,0.143968871595331,"DHMale"
"590","DH","NWH","Male",2011,"SCS",90,2570,0.0350194552529183,"DHMale"
"591","DH","NWH","Male",2012,"AO/AA",40,2210,0.0180995475113122,"DHMale"
"592","DH","NWH","Male",2012,"EO",670,2210,0.30316742081448,"DHMale"
"593","DH","NWH","Male",2012,"G6/G7",190,2210,0.085972850678733,"DHMale"
"594","DH","NWH","Male",2012,"SEO/HEO",340,2210,0.153846153846154,"DHMale"
"595","DH","NWH","Male",2012,"SCS",80,2210,0.0361990950226244,"DHMale"
"596","DH","NWH","Male",2013,"AO/AA",40,2230,0.0179372197309417,"DHMale"
"597","DH","NWH","Male",2013,"EO",650,2230,0.291479820627803,"DHMale"
"598","DH","NWH","Male",2013,"G6/G7",200,2230,0.0896860986547085,"DHMale"
"599","DH","NWH","Male",2013,"SEO/HEO",340,2230,0.152466367713004,"DHMale"
"600","DH","NWH","Male",2013,"SCS",90,2230,0.0403587443946188,"DHMale"
"601","DH","WH","Female",2008,"AO/AA",100,2230,0.0448430493273543,"DHFemale"
"602","DH","WH","Female",2008,"EO",280,2230,0.125560538116592,"DHFemale"
"603","DH","WH","Female",2008,"G6/G7",350,2230,0.15695067264574,"DHFemale"
"604","DH","WH","Female",2008,"SEO/HEO",390,2230,0.174887892376682,"DHFemale"
"605","DH","WH","Female",2008,"SCS",110,2230,0.0493273542600897,"DHFemale"
"606","DH","WH","Female",2009,"AO/AA",90,2320,0.0387931034482759,"DHFemale"
"607","DH","WH","Female",2009,"EO",280,2320,0.120689655172414,"DHFemale"
"608","DH","WH","Female",2009,"G6/G7",400,2320,0.172413793103448,"DHFemale"
"609","DH","WH","Female",2009,"SEO/HEO",420,2320,0.181034482758621,"DHFemale"
"610","DH","WH","Female",2009,"SCS",110,2320,0.0474137931034483,"DHFemale"
"611","DH","WH","Female",2010,"AO/AA",80,2710,0.029520295202952,"DHFemale"
"612","DH","WH","Female",2010,"EO",330,2710,0.121771217712177,"DHFemale"
"613","DH","WH","Female",2010,"G6/G7",470,2710,0.173431734317343,"DHFemale"
"614","DH","WH","Female",2010,"SEO/HEO",510,2710,0.188191881918819,"DHFemale"
"615","DH","WH","Female",2010,"SCS",120,2710,0.044280442804428,"DHFemale"
"616","DH","WH","Female",2011,"AO/AA",80,2640,0.0303030303030303,"DHFemale"
"617","DH","WH","Female",2011,"EO",310,2640,0.117424242424242,"DHFemale"
"618","DH","WH","Female",2011,"G6/G7",460,2640,0.174242424242424,"DHFemale"
"619","DH","WH","Female",2011,"SEO/HEO",530,2640,0.200757575757576,"DHFemale"
"620","DH","WH","Female",2011,"SCS",110,2640,0.0416666666666667,"DHFemale"
"621","DH","WH","Female",2012,"AO/AA",80,2370,0.0337552742616034,"DHFemale"
"622","DH","WH","Female",2012,"EO",270,2370,0.113924050632911,"DHFemale"
"623","DH","WH","Female",2012,"G6/G7",440,2370,0.185654008438819,"DHFemale"
"624","DH","WH","Female",2012,"SEO/HEO",480,2370,0.20253164556962,"DHFemale"
"625","DH","WH","Female",2012,"SCS",90,2370,0.0379746835443038,"DHFemale"
"626","DH","WH","Female",2013,"AO/AA",70,2280,0.0307017543859649,"DHFemale"
"627","DH","WH","Female",2013,"EO",250,2280,0.109649122807018,"DHFemale"
"628","DH","WH","Female",2013,"G6/G7",420,2280,0.184210526315789,"DHFemale"
