"Dept","Managed","value","measure","Period","group"
"Welsh Gov","Departmental Group",-0.0784313725490197,"Cumulative_Perc_net_change","2012Q1","Welsh Gov-Departmental Group"
"Total","Y",-0.106723490644235,"Cumulative_Perc_net_change","2012Q1","Total-Y"
"Total","N",-0.0953456111278497,"Cumulative_Perc_net_change","2012Q1","Total-N"
"Total","Departmental Group",-0.104216338310955,"Cumulative_Perc_net_change","2012Q1","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.108112760872139,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.0953456111278497,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.105264272403862,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.104728458547598,"Cumulative_Perc_net_change","2012Q1","Total employment-Total Employment ONS total"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2012Q2","AGO-Y"
"BIS","Y",-0.185807130927311,"Cumulative_Perc_net_change","2012Q2","BIS-Y"
"CO","Y",-0.0374831718138218,"Cumulative_Perc_net_change","2012Q2","CO-Y"
"DCLG","Y",-0.325396825396825,"Cumulative_Perc_net_change","2012Q2","DCLG-Y"
"DCMS","Y",-0.0217391304347827,"Cumulative_Perc_net_change","2012Q2","DCMS-Y"
"DECC","Y",0.178571428571429,"Cumulative_Perc_net_change","2012Q2","DECC-Y"
"DEFRA","Y",-0.160919540229885,"Cumulative_Perc_net_change","2012Q2","DEFRA-Y"
"DfE","Y",-0.0285714285714286,"Cumulative_Perc_net_change","2012Q2","DfE-Y"
"DfID","Y",0.0562499999999999,"Cumulative_Perc_net_change","2012Q2","DfID-Y"
"DfT","Y",-0.207729468599034,"Cumulative_Perc_net_change","2012Q2","DfT-Y"
"DH","Y",-0.106299212598425,"Cumulative_Perc_net_change","2012Q2","DH-Y"
"DWP","Y",-0.150764553339891,"Cumulative_Perc_net_change","2012Q2","DWP-Y"
"FCO","Y",0.0881355932203389,"Cumulative_Perc_net_change","2012Q2","FCO-Y"
"GEO","Y",NA,"Cumulative_Perc_net_change","2012Q2","GEO-Y"
"HMRC","Y",-0.0275351591413767,"Cumulative_Perc_net_change","2012Q2","HMRC-Y"
"HMT","Y",-0.139705882352941,"Cumulative_Perc_net_change","2012Q2","HMT-Y"
"HO","Y",-0.150989960848105,"Cumulative_Perc_net_change","2012Q2","HO-Y"
"MoD","Y",-0.178733385457389,"Cumulative_Perc_net_change","2012Q2","MoD-Y"
"MoJ","Y",-0.108870418313122,"Cumulative_Perc_net_change","2012Q2","MoJ-Y"
"NIO","Y",-0.181818181818182,"Cumulative_Perc_net_change","2012Q2","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2012Q2","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2012Q2","Welsh Gov-Y"
"AGO","N",-0.0859120118635689,"Cumulative_Perc_net_change","2012Q2","AGO-N"
"BIS","N",-0.165162892091559,"Cumulative_Perc_net_change","2012Q2","BIS-N"
"CO","N",-0.253655933107988,"Cumulative_Perc_net_change","2012Q2","CO-N"
"DCLG","N",-0.0909090909090908,"Cumulative_Perc_net_change","2012Q2","DCLG-N"
"DCMS","N",0.181818181818181,"Cumulative_Perc_net_change","2012Q2","DCMS-N"
"DECC","N",0.390243902439025,"Cumulative_Perc_net_change","2012Q2","DECC-N"
"DEFRA","N",-0.105855855855856,"Cumulative_Perc_net_change","2012Q2","DEFRA-N"
"DfE","N",-0.0778443113772456,"Cumulative_Perc_net_change","2012Q2","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2012Q2","DfID-N"
"DfT","N",-0.0691977954684631,"Cumulative_Perc_net_change","2012Q2","DfT-N"
"DH","N",-0.151750972762646,"Cumulative_Perc_net_change","2012Q2","DH-N"
"DWP","N",-0.0999999999999999,"Cumulative_Perc_net_change","2012Q2","DWP-N"
"FCO","N",-0.0706713780918728,"Cumulative_Perc_net_change","2012Q2","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2012Q2","GEO-N"
"HMRC","N",-0.0795755968169762,"Cumulative_Perc_net_change","2012Q2","HMRC-N"
"HMT","N",0.135135135135135,"Cumulative_Perc_net_change","2012Q2","HMT-N"
"HO","N",-0.217988648947951,"Cumulative_Perc_net_change","2012Q2","HO-N"
"MoD","N",-0.0896912358786868,"Cumulative_Perc_net_change","2012Q2","MoD-N"
"MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q2","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2012Q2","NIO-N"
"Scot Gov","N",-0.0585074626865673,"Cumulative_Perc_net_change","2012Q2","Scot Gov-N"
"Welsh Gov","N",-0.0677361853832442,"Cumulative_Perc_net_change","2012Q2","Welsh Gov-N"
"AGO","Departmental Group",-0.0865345404126908,"Cumulative_Perc_net_change","2012Q2","AGO-Departmental Group"
"BIS","Departmental Group",-0.183385534925713,"Cumulative_Perc_net_change","2012Q2","BIS-Departmental Group"
"CO","Departmental Group",-0.195979577175698,"Cumulative_Perc_net_change","2012Q2","CO-Departmental Group"
"DCLG","Departmental Group",-0.251045994338027,"Cumulative_Perc_net_change","2012Q2","DCLG-Departmental Group"
"DCMS","Departmental Group",0.0175438596491229,"Cumulative_Perc_net_change","2012Q2","DCMS-Departmental Group"
"DECC","Departmental Group",0.235294117647058,"Cumulative_Perc_net_change","2012Q2","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.135610766045549,"Cumulative_Perc_net_change","2012Q2","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.046979865771812,"Cumulative_Perc_net_change","2012Q2","DfE-Departmental Group"
"DfID","Departmental Group",0.0562499999999999,"Cumulative_Perc_net_change","2012Q2","DfID-Departmental Group"
"DfT","Departmental Group",-0.0847826086956521,"Cumulative_Perc_net_change","2012Q2","DfT-Departmental Group"
"DH","Departmental Group",-0.129158512720157,"Cumulative_Perc_net_change","2012Q2","DH-Departmental Group"
"DWP","Departmental Group",-0.149181322013341,"Cumulative_Perc_net_change","2012Q2","DWP-Departmental Group"
"FCO","Departmental Group",0.0103806228373702,"Cumulative_Perc_net_change","2012Q2","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q2","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0302860347728547,"Cumulative_Perc_net_change","2012Q2","HMRC-Departmental Group"
"HMT","Departmental Group",-0.0809248554913296,"Cumulative_Perc_net_change","2012Q2","HMT-Departmental Group"
"HO","Departmental Group",-0.161327648945513,"Cumulative_Perc_net_change","2012Q2","HO-Departmental Group"
"MoD","Departmental Group",-0.168587803649793,"Cumulative_Perc_net_change","2012Q2","MoD-Departmental Group"
"MoJ","Departmental Group",-0.112316749363072,"Cumulative_Perc_net_change","2012Q2","MoJ-Departmental Group"
"NIO","Departmental Group",-0.181818181818182,"Cumulative_Perc_net_change","2012Q2","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.0585074626865673,"Cumulative_Perc_net_change","2012Q2","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-0.0677361853832442,"Cumulative_Perc_net_change","2012Q2","Welsh Gov-Departmental Group"
"Total","Y",-0.119353895203345,"Cumulative_Perc_net_change","2012Q2","Total-Y"
"Total","N",-0.100393609186167,"Cumulative_Perc_net_change","2012Q2","Total-N"
"Total","Departmental Group",-0.115175471619191,"Cumulative_Perc_net_change","2012Q2","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.122690874368443,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.100393609186167,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.117715568355074,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.113215435427903,"Cumulative_Perc_net_change","2012Q2","Total employment-Total Employment ONS total"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2012Q3","AGO-Y"
"BIS","Y",-0.19384192897737,"Cumulative_Perc_net_change","2012Q3","BIS-Y"
"CO","Y",-0.0526808059430772,"Cumulative_Perc_net_change","2012Q3","CO-Y"
"DCLG","Y",-0.333333333333333,"Cumulative_Perc_net_change","2012Q3","DCLG-Y"
"DCMS","Y",0.130434782608695,"Cumulative_Perc_net_change","2012Q3","DCMS-Y"
"DECC","Y",0.223214285714286,"Cumulative_Perc_net_change","2012Q3","DECC-Y"
"DEFRA","Y",-0.172413793103448,"Cumulative_Perc_net_change","2012Q3","DEFRA-Y"
"DfE","Y",-0.0563988095238096,"Cumulative_Perc_net_change","2012Q3","DfE-Y"
"DfID","Y",0.0687499999999999,"Cumulative_Perc_net_change","2012Q3","DfID-Y"
"DfT","Y",-0.198067632850241,"Cumulative_Perc_net_change","2012Q3","DfT-Y"
"DH","Y",-0.110236220472441,"Cumulative_Perc_net_change","2012Q3","DH-Y"
"DWP","Y",-0.148529017258338,"Cumulative_Perc_net_change","2012Q3","DWP-Y"
"FCO","Y",-0.216949152542373,"Cumulative_Perc_net_change","2012Q3","FCO-Y"
"GEO","Y",NA,"Cumulative_Perc_net_change","2012Q3","GEO-Y"
"HMRC","Y",-0.0426350851221318,"Cumulative_Perc_net_change","2012Q3","HMRC-Y"
"HMT","Y",-0.139705882352941,"Cumulative_Perc_net_change","2012Q3","HMT-Y"
"HO","Y",-0.154227368051735,"Cumulative_Perc_net_change","2012Q3","HO-Y"
"MoD","Y",-0.193119624706802,"Cumulative_Perc_net_change","2012Q3","MoD-Y"
"MoJ","Y",-0.123586319662079,"Cumulative_Perc_net_change","2012Q3","MoJ-Y"
"NIO","Y",-0.181818181818182,"Cumulative_Perc_net_change","2012Q3","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2012Q3","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2012Q3","Welsh Gov-Y"
"AGO","N",-0.0969517218652166,"Cumulative_Perc_net_change","2012Q3","AGO-N"
"BIS","N",-0.171278914860119,"Cumulative_Perc_net_change","2012Q3","BIS-N"
"CO","N",-0.245316893254446,"Cumulative_Perc_net_change","2012Q3","CO-N"
"DCLG","N",-0.112554112554113,"Cumulative_Perc_net_change","2012Q3","DCLG-N"
"DCMS","N",0.181818181818181,"Cumulative_Perc_net_change","2012Q3","DCMS-N"
"DECC","N",0.51219512195122,"Cumulative_Perc_net_change","2012Q3","DECC-N"
"DEFRA","N",-0.119369369369369,"Cumulative_Perc_net_change","2012Q3","DEFRA-N"
"DfE","N",-0.11377245508982,"Cumulative_Perc_net_change","2012Q3","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2012Q3","DfID-N"
"DfT","N",-0.074709124311084,"Cumulative_Perc_net_change","2012Q3","DfT-N"
"DH","N",-0.147859922178988,"Cumulative_Perc_net_change","2012Q3","DH-N"
"DWP","N",-0.102777777777778,"Cumulative_Perc_net_change","2012Q3","DWP-N"
"FCO","N",0.07773851590106,"Cumulative_Perc_net_change","2012Q3","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2012Q3","GEO-N"
"HMRC","N",-0.0716180371352787,"Cumulative_Perc_net_change","2012Q3","HMRC-N"
"HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2012Q3","HMT-N"
"HO","N",-0.220197720561093,"Cumulative_Perc_net_change","2012Q3","HO-N"
"MoD","N",-0.0845771416982301,"Cumulative_Perc_net_change","2012Q3","MoD-N"
"MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q3","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2012Q3","NIO-N"
"Scot Gov","N",-0.0632835820895523,"Cumulative_Perc_net_change","2012Q3","Scot Gov-N"
"Welsh Gov","N",-0.0534759358288769,"Cumulative_Perc_net_change","2012Q3","Welsh Gov-N"
"AGO","Departmental Group",-0.0975136925711921,"Cumulative_Perc_net_change","2012Q3","AGO-Departmental Group"
"BIS","Departmental Group",-0.189746222790282,"Cumulative_Perc_net_change","2012Q3","BIS-Departmental Group"
"CO","Departmental Group",-0.194512386623099,"Cumulative_Perc_net_change","2012Q3","CO-Departmental Group"
"DCLG","Departmental Group",-0.262840545608295,"Cumulative_Perc_net_change","2012Q3","DCLG-Departmental Group"
"DCMS","Departmental Group",0.140350877192982,"Cumulative_Perc_net_change","2012Q3","DCMS-Departmental Group"
"DECC","Departmental Group",0.300653594771242,"Cumulative_Perc_net_change","2012Q3","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.148033126293996,"Cumulative_Perc_net_change","2012Q3","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0770938848831116,"Cumulative_Perc_net_change","2012Q3","DfE-Departmental Group"
"DfID","Departmental Group",0.0687499999999999,"Cumulative_Perc_net_change","2012Q3","DfID-Departmental Group"
"DfT","Departmental Group",-0.0885869565217391,"Cumulative_Perc_net_change","2012Q3","DfT-Departmental Group"
"DH","Departmental Group",-0.129158512720157,"Cumulative_Perc_net_change","2012Q3","DH-Departmental Group"
"DWP","Departmental Group",-0.147102139825002,"Cumulative_Perc_net_change","2012Q3","DWP-Departmental Group"
"FCO","Departmental Group",-0.0726643598615917,"Cumulative_Perc_net_change","2012Q3","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q3","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0441671340437465,"Cumulative_Perc_net_change","2012Q3","HMRC-Departmental Group"
"HMT","Departmental Group",-0.0750333481547355,"Cumulative_Perc_net_change","2012Q3","HMT-Departmental Group"
"HO","Departmental Group",-0.16440597323568,"Cumulative_Perc_net_change","2012Q3","HO-Departmental Group"
"MoD","Departmental Group",-0.180855455104993,"Cumulative_Perc_net_change","2012Q3","MoD-Departmental Group"
"MoJ","Departmental Group",-0.126809537128573,"Cumulative_Perc_net_change","2012Q3","MoJ-Departmental Group"
"NIO","Departmental Group",-0.181818181818182,"Cumulative_Perc_net_change","2012Q3","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.0632835820895523,"Cumulative_Perc_net_change","2012Q3","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-0.0534759358288769,"Cumulative_Perc_net_change","2012Q3","Welsh Gov-Departmental Group"
"Total","Y",-0.132049867638043,"Cumulative_Perc_net_change","2012Q3","Total-Y"
"Total","N",-0.0949811578164829,"Cumulative_Perc_net_change","2012Q3","Total-N"
"Total","Departmental Group",-0.123893982129379,"Cumulative_Perc_net_change","2012Q3","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.130701961846351,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.0949811578164829,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.122741506476938,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.122057778335215,"Cumulative_Perc_net_change","2012Q3","Total employment-Total Employment ONS total"
"AGO","Y",-0.2,"Cumulative_Perc_net_change","2012Q4","AGO-Y"
"BIS","Y",-0.191163662960684,"Cumulative_Perc_net_change","2012Q4","BIS-Y"
"CO","Y",-0.0374831718138218,"Cumulative_Perc_net_change","2012Q4","CO-Y"
"DCLG","Y",-0.341269841269841,"Cumulative_Perc_net_change","2012Q4","DCLG-Y"
"DCMS","Y",-0.130434782608696,"Cumulative_Perc_net_change","2012Q4","DCMS-Y"
"DECC","Y",0.241071428571429,"Cumulative_Perc_net_change","2012Q4","DECC-Y"
"DEFRA","Y",-0.172413793103448,"Cumulative_Perc_net_change","2012Q4","DEFRA-Y"
"DfE","Y",-0.0538690476190476,"Cumulative_Perc_net_change","2012Q4","DfE-Y"
"DfID","Y",0.0812499999999998,"Cumulative_Perc_net_change","2012Q4","DfID-Y"
"DfT","Y",-0.178743961352657,"Cumulative_Perc_net_change","2012Q4","DfT-Y"
"DH","Y",-0.118110236220472,"Cumulative_Perc_net_change","2012Q4","DH-Y"
"DWP","Y",-0.158544218903693,"Cumulative_Perc_net_change","2012Q4","DWP-Y"
"FCO","Y",-0.193220338983051,"Cumulative_Perc_net_change","2012Q4","FCO-Y"
"GEO","Y",NA,"Cumulative_Perc_net_change","2012Q4","GEO-Y"
"HMRC","Y",-0.0472242783123613,"Cumulative_Perc_net_change","2012Q4","HMRC-Y"
"HMT","Y",-0.147252321981424,"Cumulative_Perc_net_change","2012Q4","HMT-Y"
"HO","Y",-0.148966581345837,"Cumulative_Perc_net_change","2012Q4","HO-Y"
"MoD","Y",-0.215480844409695,"Cumulative_Perc_net_change","2012Q4","MoD-Y"
"MoJ","Y",-0.131898078757324,"Cumulative_Perc_net_change","2012Q4","MoJ-Y"
"NIO","Y",-0.181818181818182,"Cumulative_Perc_net_change","2012Q4","NIO-Y"
"Scot Gov","Y",NA,"Cumulative_Perc_net_change","2012Q4","Scot Gov-Y"
"Welsh Gov","Y",NA,"Cumulative_Perc_net_change","2012Q4","Welsh Gov-Y"
"AGO","N",-0.107991431866864,"Cumulative_Perc_net_change","2012Q4","AGO-N"
"BIS","N",-0.166386096645271,"Cumulative_Perc_net_change","2012Q4","BIS-N"
"CO","N",-0.249486413181217,"Cumulative_Perc_net_change","2012Q4","CO-N"
"DCLG","N",-0.101731601731602,"Cumulative_Perc_net_change","2012Q4","DCLG-N"
"DCMS","N",-3.33066907387547e-16,"Cumulative_Perc_net_change","2012Q4","DCMS-N"
"DECC","N",0.585365853658537,"Cumulative_Perc_net_change","2012Q4","DECC-N"
"DEFRA","N",-0.123873873873874,"Cumulative_Perc_net_change","2012Q4","DEFRA-N"
"DfE","N",-0.161676646706587,"Cumulative_Perc_net_change","2012Q4","DfE-N"
"DfID","N",NA,"Cumulative_Perc_net_change","2012Q4","DfID-N"
"DfT","N",-0.0771586037966934,"Cumulative_Perc_net_change","2012Q4","DfT-N"
"DH","N",-0.151750972762646,"Cumulative_Perc_net_change","2012Q4","DH-N"
"DWP","N",-0.113888888888889,"Cumulative_Perc_net_change","2012Q4","DWP-N"
"FCO","N",0.0848056537102471,"Cumulative_Perc_net_change","2012Q4","FCO-N"
"GEO","N",NA,"Cumulative_Perc_net_change","2012Q4","GEO-N"
"HMRC","N",-0.0663129973474802,"Cumulative_Perc_net_change","2012Q4","HMRC-N"
"HMT","N",0.189189189189189,"Cumulative_Perc_net_change","2012Q4","HMT-N"
"HO","N",-0.213570505721668,"Cumulative_Perc_net_change","2012Q4","HO-N"
"MoD","N",-0.0820200946080016,"Cumulative_Perc_net_change","2012Q4","MoD-N"
"MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q4","MoJ-N"
"NIO","N",NA,"Cumulative_Perc_net_change","2012Q4","NIO-N"
"Scot Gov","N",-0.0650746268656717,"Cumulative_Perc_net_change","2012Q4","Scot Gov-N"
"Welsh Gov","N",-0.0534759358288769,"Cumulative_Perc_net_change","2012Q4","Welsh Gov-N"
"AGO","Departmental Group",-0.108492844729693,"Cumulative_Perc_net_change","2012Q4","AGO-Departmental Group"
"BIS","Departmental Group",-0.185342669653273,"Cumulative_Perc_net_change","2012Q4","BIS-Departmental Group"
"CO","Departmental Group",-0.1930451960705,"Cumulative_Perc_net_change","2012Q4","CO-Departmental Group"
"DCLG","Departmental Group",-0.265789183425861,"Cumulative_Perc_net_change","2012Q4","DCLG-Departmental Group"
"DCMS","Departmental Group",-0.105263157894737,"Cumulative_Perc_net_change","2012Q4","DCMS-Departmental Group"
"DECC","Departmental Group",0.333333333333333,"Cumulative_Perc_net_change","2012Q4","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.150103519668737,"Cumulative_Perc_net_change","2012Q4","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0894937751054116,"Cumulative_Perc_net_change","2012Q4","DfE-Departmental Group"
"DfID","Departmental Group",0.0812499999999998,"Cumulative_Perc_net_change","2012Q4","DfID-Departmental Group"
"DfT","Departmental Group",-0.0885869565217391,"Cumulative_Perc_net_change","2012Q4","DfT-Departmental Group"
"DH","Departmental Group",-0.135029354207436,"Cumulative_Perc_net_change","2012Q4","DH-Departmental Group"
"DWP","Departmental Group",-0.157151520401975,"Cumulative_Perc_net_change","2012Q4","DWP-Departmental Group"
"FCO","Departmental Group",-0.0570934256055363,"Cumulative_Perc_net_change","2012Q4","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q4","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0482333146382501,"Cumulative_Perc_net_change","2012Q4","HMRC-Departmental Group"
"HMT","Departmental Group",-0.0750333481547355,"Cumulative_Perc_net_change","2012Q4","HMT-Departmental Group"
"HO","Departmental Group",-0.158933396719827,"Cumulative_Perc_net_change","2012Q4","HO-Departmental Group"
"MoD","Departmental Group",-0.20051157845935,"Cumulative_Perc_net_change","2012Q4","MoD-Departmental Group"
"MoJ","Departmental Group",-0.134995278366495,"Cumulative_Perc_net_change","2012Q4","MoJ-Departmental Group"
"NIO","Departmental Group",-0.181818181818182,"Cumulative_Perc_net_change","2012Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.0650746268656717,"Cumulative_Perc_net_change","2012Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-0.0534759358288769,"Cumulative_Perc_net_change","2012Q4","Welsh Gov-Departmental Group"
"Total","Y",-0.140709857256658,"Cumulative_Perc_net_change","2012Q4","Total-Y"
"Total","N",-0.0961206212627321,"Cumulative_Perc_net_change","2012Q4","Total-N"
"Total","Departmental Group",-0.130902162826563,"Cumulative_Perc_net_change","2012Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.139880767160023,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.0961206212627321,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-N"
