"puborg","puburl","saved.as","extension","url","marked.as.csv","filetitle","pubtitle","pubdescription","date_year","month","senjun","organogram","staff","workforce","annual","payments","strategy","special","recruitment","meetings","earners","hospitality","expenses","spending","ministerial","travel","business","date","abbrev","coredept","include","filename"
"Home Office","http://www.gov.uk/government/publications/national-policing-improvement-agency-structure-and-salaries-30-june-2010","Home Office_397","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98549/senior-staff-datasets-npia.csv","TRUE","Senior staff datasets at the National Policing Improvement Agency (Microsoft Excel file - 21kb)","National Policing Improvement Agency: structure and salaries, 30 June 2010","These documents explain the National Policing Improvement Agencys structure in detail, as well as the salaries of its senior civil servants","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","HO",TRUE,TRUE,"Home Office_397.csv"
"Home Office","http://www.gov.uk/government/publications/ho-group-structure-and-salaries-march-to-september-2011","Home Office_363","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98591/senior-staff-ho-2011.csv","TRUE","Senior staff salary and structure information from the Home Office - March 2011","HO group: structure and salaries, March to September 2011","Documents explaining the Home Offices structure and salaries for 2011, compiled at March and September 2011.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_363.csv"
"Home Office","http://www.gov.uk/government/publications/ukba-structure-and-salary-february-2011","Home Office_726","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98507/senior-staff-feb11.csv","TRUE","Senior staff dataset - revised February 2011 (Microsoft Excel file - 60kb)","UKBA: structure and salary, February 2011","These documents explain the UK Border Agencys structure in details, as well as the salaries of its senior civil servants.

Date: Fri Oct 15","2011",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 NA","HO",TRUE,TRUE,"Home Office_726.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-salary-and-structure-information-from-the-identity-and-passport-service-march-2012","Home Office_607","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119625/senior-staff-ips-mar-2012.csv","TRUE","Senior staff salary and structure information from the Identity and Passport Service - March 2012 (Comma Separated Value file - 10kb)","Senior staff salary and structure information from the Identity and Passport Service - March 2012","Senior staff salary and structure information from the Identity and Passport Service - March 2012.

Date: Wed Jul 11 16:07:00 BST 2012

Full","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_607.csv"
"Home Office","http://www.gov.uk/government/publications/nfa-structure-and-salaries-march-2012","Home Office_265","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/203447/senior-staff-nfa-sep-2012.csv","TRUE","Senior staff salary and structure information from the National Fraud Authority - September 2012","NFA: structure and salaries, 2012","These documents explain the National Fraud Authoritys structure and salaries for 2012.","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","HO",TRUE,TRUE,"Home Office_265.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-salary-and-structure-information-from-the-national-fraud-authority-september-2011","Home Office_545","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119609/senior-staff-nfa-sept-2011.csv","TRUE","Senior staff salary and structure information from the National Fraud Authority - September 2011 (Comma Separated Value file - 1kb)","Senior staff salary and structure information from the National Fraud Authority, September 2011","Senior staff salary and structure information from the National Fraud Authority, September 2011

Date: Mon Dec 05 16:15:34 GMT 2011

Full Document","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_545.csv"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Home Office","http://www.gov.uk/government/publications/ukba-structure-and-salaries-2011","Home Office_381","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98514/senior-staff-ukba-2011.csv","TRUE","Senior staff salary and structure information from the UK Border Agency - March 2011 (Microsoft Excel file - 60kb)","UKBA: structure and salaries, 2011","These documents explain the UK Border Agencys structure and salaries for 2011. The two sets of data were compiled at March and September 2011","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_381.csv"
"Home Office","http://www.gov.uk/government/publications/crb-structure-and-salaries-march-to-september-2011","Home Office_370","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98616/senior-staff-crb-sept-2011.csv","TRUE","Senior staff salary and structure information from the Criminal Records Bureau - September 2011 (Comma Separated Value file - 2kb)","CRB: structure and salaries, March to September 2011","These documents explain the Criminal Records Bureaus structure and salaries for 2011. The two sets of data were compiled at March and September","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_370.csv"
"Home Office","http://www.gov.uk/government/publications/office-of-the-immigration-services-commissioner-senior-staff-datasets-september-2011","Home Office_708","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119593/senior-staff-oisc-sept-2011.csv","TRUE","Senior staff datasets at the Office of the Immigration Services Commissioner - September 2011 (Comma Separated Value file - 1kb)","Office of the Immigration Services Commissioner: senior staff datasets, September 2011","The report on the Office of the Immigration Services Commissioner senior staff lists the staff who are senior civil servants.","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_708.csv"
"Home Office","http://www.gov.uk/government/publications/office-of-the-immigration-services-commissioner-structure-and-salaries-2010","Home Office_414","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98671/senior-dataset-oisc.csv","TRUE","Office of the Immigration Services Commissioner senior dataset (Microsoft Excel file - 0kb)","Office of the Immigration Services Commissioner: structure and salaries 2010","These documents explain the Office of the Immigration Services Commissioner structure in detail, as well as the salaries of its senior civil","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_414.csv"
"Home Office","http://www.gov.uk/government/publications/office-of-the-immigration-services-commissioner-structure-and-salaries-2010","Home Office_415","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98672/OISC-senior-salary-report.csv","TRUE","Office of the Immigration Services Commissioner senior salary report (Microsoft Excel file - 0kb)","Office of the Immigration Services Commissioner: structure and salaries 2010","These documents explain the Office of the Immigration Services Commissioner structure in detail, as well as the salaries of its senior civil","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_415.csv"
"Home Office","http://www.gov.uk/government/publications/national-policing-improvement-agency-structure-and-salaries","Home Office_353","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98544/senior-staff-npia-sept-2011.csv","TRUE","Senior staff datasets at the National Policing Improvement Agency - September 2011 (Comma Separated Value file - 22kb)","National Policing Improvement Agency structure and salaries","These documents explain the National Policing Improvement Agencys (NPIA) structure and salaries; the two sets of data are compiled at March","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_353.csv"
"Home Office","http://www.gov.uk/government/publications/crb-structure-and-salaries-2012","Home Office_273","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/203445/senior-staff-crb-sep-2012.csv","TRUE","Senior staff salary and structure information from the Criminal Records Bureau - September 2012","CRB: structure and salaries, 2012","These documents explain the Criminal Records Bureaus structure and salaries for 2012.","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","HO",TRUE,TRUE,"Home Office_273.csv"
"Home Office","http://www.gov.uk/government/publications/independent-safeguarding-authority-structure-and-salaries-2010","Home Office_407","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98565/isa-senior-salary-report.csv","TRUE","Independent Safeguarding Authority senior staff salaries (Microsoft Excel file - 0kb)","Independent Safeguarding Authority structure and salaries 2010","These documents explain the Independent Safeguarding Authoritys structure in detail, as well as the salaries of its senior civil servants.
","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_407.csv"
"Home Office","http://www.gov.uk/government/publications/hmic-structure-and-salaries-2011","Home Office_267","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98595/senior-staff-hmic-sept-2011.csv","TRUE","Senior staff datasets at Her Majesty's Inspectorate of Constabulary, September 2011","HMIC: structure and salaries, 2011","These documents explainHer Majestys Inspectorate of Constabularys (HMIC) structure and salaries for 2011.","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_267.csv"
"Home Office","http://www.gov.uk/government/publications/hmic-structure-and-salaries-2011","Home Office_269","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98597/senior-staff-datasets-hmic.csv","TRUE","Senior staff datasets at Her Majesty's Inspectorate of Constabulary, March 2011","HMIC: structure and salaries, 2011","These documents explainHer Majestys Inspectorate of Constabularys (HMIC) structure and salaries for 2011.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_269.csv"
"Home Office","http://www.gov.uk/government/publications/ippc-structure-and-salaries-march-2012","Home Office_341","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98578/senior-staff-ipcc-sept-2011.csv","TRUE","Senior staff datasets at the Independent Police Complaints Commission - September 2011","IPPC: structure and salaries","These documents explain the Independent Police Complaints Commissions (IPCC) structure and salaries.","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_341.csv"
"Home Office","http://www.gov.uk/government/publications/ippc-structure-and-salaries-march-2012","Home Office_342","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98579/senior-staff-opcc.csv","TRUE","Senior staff datasets at the Independent Police Complaints Commission - March 2011","IPPC: structure and salaries","These documents explain the Independent Police Complaints Commissions (IPCC) structure and salaries.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_342.csv"
"Home Office","http://www.gov.uk/government/publications/nfa-structure-and-salaries-september-2011","Home Office_350","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98554/senior-staff-nfa-sept-2011.csv","TRUE","Senior staff salary and structure information from the National Fraud Authority - September 2011 (Comma Separated Value file - 1kb)","NFA: structure and salaries, September 2011","These documents explain the National Fraud Authoritys structure and salaries for 2011.

You can download information in CSV format below about","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_350.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-dataset-identity-and-passport-service","Home Office_741","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119630/senior-staff-dataset-ips1.csv","TRUE","Senior staff dataset - Identity and Passport Service (Microsoft Excel file - 10kb)","Senior staff dataset - Identity and Passport Service","Senior staff information for the Identity and Passport Service, including role/team descriptions and team base salary costs.

Date: Fri Oct ",NA,NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","HO",TRUE,TRUE,"Home Office_741.csv"
"Home Office","http://www.gov.uk/government/publications/ho-group-structure-and-salaries-march-to-september-2011","Home Office_361","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98589/senior-staff-ho-sept-2011.csv","TRUE","Senior staff salary and structure information from the Home Office - September 2011","HO group: structure and salaries, March to September 2011","Documents explaining the Home Offices structure and salaries for 2011, compiled at March and September 2011.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_361.csv"
"Home Office","http://www.gov.uk/government/publications/ukba-structure-and-salary-february-2011","Home Office_727","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98508/ukba-senior-staff-dataset.csv","TRUE","Senior staff dataset - UK Border Agency (Microsoft Excel file - 63kb)","UKBA: structure and salary, February 2011","These documents explain the UK Border Agencys structure in details, as well as the salaries of its senior civil servants.

Date: Fri Oct 15","2011",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 NA","HO",TRUE,TRUE,"Home Office_727.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-salary-and-structure-information-from-the-identity-and-passport-service-september-2011","Home Office_627","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119627/senior-staff-ips-sept-2011.csv","TRUE","Senior staff salary and structure information from the Identity and Passport Service - September 2011 (Comma Separated Value file - 9kb)","Senior staff salary and structure information from the Identity and Passport Service - September 2011","Senior staff salary and structure information from the Identity and Passport Service - September 2011

Date: Mon Dec 05 16:07:09 GMT 2011

Full","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_627.csv"
"Home Office","http://www.gov.uk/government/publications/sia-structure-and-salaries-march-2011-to-march-2012","Home Office_302","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98531/senior-sia-mar12.csv","TRUE","Senior staff datasets at the Security Industry Authority - March 2012","SIA: structure and salaries, March 2011 to September 2012","These documents explain the Security Industry Authoritys structure and salaries.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_302.csv"
"Home Office","http://www.gov.uk/government/publications/sia-structure-and-salaries-march-2011-to-march-2012","Home Office_303","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98532/senior-staff-sia-sept-2011.csv","TRUE","Senior staff datasets at the Security Industry Authority - September 2011","SIA: structure and salaries, March 2011 to September 2012","These documents explain the Security Industry Authoritys structure and salaries.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_303.csv"
"Home Office","http://www.gov.uk/government/publications/sia-structure-and-salaries-march-2011-to-march-2012","Home Office_304","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98533/senior-staff-sia-march-2011.csv","TRUE","Senior staff datasets at the Security Industry Authority - March 2011","SIA: structure and salaries, March 2011 to September 2012","These documents explain the Security Industry Authoritys structure and salaries.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_304.csv"
"Home Office","http://www.gov.uk/government/publications/sia-structure-and-salaries-march-2011-to-march-2012","Home Office_308","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/203425/senior-staff-sia-sept-2012.csv","TRUE","Senior staff datasets at the Security Industry Authority - September 2012","SIA: structure and salaries, March 2011 to September 2012","These documents explain the Security Industry Authoritys structure and salaries.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_308.csv"
"Home Office","http://www.gov.uk/government/publications/her-majestys-inspectorate-of-constabulary-senior-staff-dataset-2010","Home Office_742","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119658/senior-staff-dataset-hmic.csv","TRUE","Senior staff dataset - Her Majesty's Inspectorate of Constabulary (HMIC) (Microsoft Excel file - 43kb)","Her Majesty's Inspectorate of Constabulary: senior staff dataset 2010","Senior staff information for HMIC, including role/team descriptions and team base salary costs.

Date: Fri Oct 29 13:21:51 BST 2010

Full Document","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_742.csv"
"Home Office","http://www.gov.uk/government/publications/independent-police-complaints-commission-structure-and-salaries-2010","Home Office_411","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98586/ipcc-senior-salary-report.csv","TRUE","Independent Police Complaints Commission senior staff salary report (Microsoft Excel file - 1kb)","Independent Police Complaints Commission: structure and salaries 2010","These documents explain the IndependentPolice Complaints Commissions structure in detail, as well as the salaries of its senior civil servants","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_411.csv"
"Home Office","http://www.gov.uk/government/publications/independent-safeguarding-authority-structure-and-salaries-2010","Home Office_405","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98563/senior-staff-datasets-isa.csv","TRUE","Senior staff datasets at the Independent Safeguarding Authority (Microsoft Excel file - 1kb)","Independent Safeguarding Authority structure and salaries 2010","These documents explain the Independent Safeguarding Authoritys structure in detail, as well as the salaries of its senior civil servants.
","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_405.csv"
"Home Office","http://www.gov.uk/government/publications/hmic-structure-and-salaries-2010","Home Office_731","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98601/senior-staff-dataset-hmic.csv","TRUE","Senior staff dataset - Her Majesty's Inspectorate of Constabulary (HMIC) (Microsoft Excel file - 43kb)","HMIC: structure and salaries, 2010","These documents explain Her MajestysInspectorate of Constabulary structure in detail, as well as the salaries of its most senior civil servants","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_731.csv"
"Home Office","http://www.gov.uk/government/publications/soca-structure-and-salaries-30-june-2010","Home Office_419","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98520/SOCA-senior-salary-report.csv","TRUE","Serious Organised Crime Agency senior staff salary reports (Microsoft Excel file - 0kb)","SOCA: structure and salaries, 30 June 2010","The report on Serious Organised Crime Agency senior staff salaries (or remuneration) lists all the staff at director level and above who are","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","HO",TRUE,TRUE,"Home Office_419.csv"
"Home Office","http://www.gov.uk/government/publications/soca-structure-and-salaries-march-2011-to-2012","Home Office_278","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98521/senior-soca-mar12.csv","TRUE","SOCA: senior staff datasets, March 2012","SOCA: structure and salaries, 2011 to 2012","SeriousOrganised Crime Agencys (SOCA) structure and salaries, compiled at March and September.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_278.csv"
"Home Office","http://www.gov.uk/government/publications/hmic-structure-and-salaries-2012","Home Office_239","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98593/senior-staff-hmic-mar-2012.csv","TRUE","Senior staff datasets at Her Majesty's Inspectorate of Constabulary - March 2012","HMIC: structure and salaries, 2012","These documents explainHer Majestys Inspectorate of Constabularys (HMIC) structure and salaries for 2012.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_239.csv"
"Home Office","http://www.gov.uk/government/publications/soca-structure-and-salaries-march-2011-to-2012","Home Office_282","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98523/senior-staff-soca-march-2011.csv","TRUE","SOCA: senior staff datasets, March 2011","SOCA: structure and salaries, 2011 to 2012","SeriousOrganised Crime Agencys (SOCA) structure and salaries, compiled at March and September.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_282.csv"
"Home Office","http://www.gov.uk/government/publications/ippc-structure-and-salaries-march-2012","Home Office_346","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/203427/senior-ipcc-sep12.csv","TRUE","Senior staff datasets at the Independent Police Complaints Commission - September 2012","IPPC: structure and salaries","These documents explain the Independent Police Complaints Commissions (IPCC) structure and salaries.","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","HO",TRUE,TRUE,"Home Office_346.csv"
"Home Office","http://www.gov.uk/government/publications/ips-structure-and-salaries-31-march-2011-to-30-september-2011","Home Office_376","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98568/senior-staff-ips-sept-2011.csv","TRUE","Senior staff salary and structure information from the Identity and Passport Service - September 2011 (Comma Separated Value file - 9kb)","IPS: structure and salaries, 31 March 2011 to 30 September 2011","These documents explain the Identity and Passport Services structure and salary information for 2011. The two sets of data were compiled at","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_376.csv"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Home Office","http://www.gov.uk/government/publications/senior-staff-salary-and-structure-information-from-the-identity-and-passport-service-march-2011","Home Office_640","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119623/senior-staff-ips-2011.csv","TRUE","Senior staff salary and structure information from the Identity and Passport Service - March 2011 (Microsoft Excel file - 10kb)","Senior staff salary and structure information from the Identity and Passport Service: March 2011","Senior staff salary and structure information from the Identity and Passport Service - March 2011

Date: Fri Jul 15 10:21:51 BST 2011

Full ","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_640.csv"
"Home Office","http://www.gov.uk/government/publications/ips-structure-and-salaries-feb-2011","Home Office_714","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98575/senior-staff-dataset-ips1.csv","TRUE","Senior staff dataset - Identity and Passport Service (Microsoft Excel file - 10kb)","IPS: structure and salaries, Feb 2011","These documents explain the Identity and Passport Service structure in detail, as well as the salaries of its senior civil servants.
","2011",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 NA","HO",TRUE,TRUE,"Home Office_714.csv"
"Home Office","http://www.gov.uk/government/publications/ips-structure-and-salaries-feb-2011","Home Office_715","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98576/senior-staff-salaries-ips.csv","TRUE","Senior staff salaries at the Identity and Passport Service (Microsoft Excel file - 13kb)","IPS: structure and salaries, Feb 2011","These documents explain the Identity and Passport Service structure in detail, as well as the salaries of its senior civil servants.
","2011",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 NA","HO",TRUE,TRUE,"Home Office_715.csv"
"Home Office","http://www.gov.uk/government/publications/crb-structure-and-salaries-2012","Home Office_271","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98614/senior-staff-crb-mar-2012.csv","TRUE","Senior staff salary and structure information from the Criminal Records Bureau - March 2012","CRB: structure and salaries, 2012","These documents explain the Criminal Records Bureaus structure and salaries for 2012.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_271.csv"
"Home Office","http://www.gov.uk/government/publications/isa-structures-and-salaries-march-2011-to-2012","Home Office_312","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98558/senior-staff-isa-2011.csv","TRUE","Senior staff datasets at the Independent Safeguarding Authority - March 2011","ISA: structures and salaries, March 2011 to 2012","Independent Safeguarding Authoritys structure and salaries  compiled at March and September.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_312.csv"
"Home Office","http://www.gov.uk/government/publications/isa-structures-and-salaries-march-2011-to-2012","Home Office_316","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/203208/senior-isa-sep12.csv","TRUE","Senior staff datasets at the Independent Safeguarding Authority - September 2012","ISA: structures and salaries, March 2011 to 2012","Independent Safeguarding Authoritys structure and salaries  compiled at March and September.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_316.csv"
"Home Office","http://www.gov.uk/government/publications/sia-structure-and-salary-june-2010","Home Office_402","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98529/senior-datasets-sia.csv","TRUE","Security Industry Authority (SIA) senior datasets (Microsoft Excel file - 1kb)","SIA: structure and salary, June 2010","The report on the Security Industry Authority senior staff salaries, lists all the staff at director level and above who are senior civil servants or equivalent posts","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","HO",TRUE,TRUE,"Home Office_402.csv"
"Home Office","http://www.gov.uk/government/publications/sia-structure-and-salary-june-2010","Home Office_403","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98530/SIA-senior-salary-report.csv","TRUE","Security Industry Authority (SIA) senior salary report (Microsoft Excel file - 0kb)","SIA: structure and salary, June 2010","The report on the Security Industry Authority senior staff salaries, lists all the staff at director level and above who are senior civil servants or equivalent posts","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","HO",TRUE,TRUE,"Home Office_403.csv"
"Home Office","http://www.gov.uk/government/publications/csl-structure-and-salaries-30-september-2011","Home Office_348","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98612/csl-senior-staff-sept-2011.csv","TRUE","Senior staff salary and structure information from Civil Service Learning - September 2011 (Comma Separated Value file - 2kb)","CSL: structure and salaries, 30 September 2011","These documents explain the Civil Service Learnings (CSL) structure and salaries for 2011. Thedata was compiledon 30September 2011.

You","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_348.csv"
"Home Office","http://www.gov.uk/government/publications/independent-safeguarding-authority-senior-staff-salaries","Home Office_533","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119622/isa-senior-salary-report.csv","TRUE","Independent Safeguarding Authority senior staff salaries (Microsoft Excel file - 0kb)","Independent Safeguarding Authority senior staff salaries","Independent Safeguarding Authority senior staff salaries.

Date: Wed Nov 17 13:17:39 GMT 2010

Full Document


  Independent Safeguarding Authority","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_533.csv"
