"puborg","puburl","saved.as","extension","url","marked.as.csv","filetitle","pubtitle","pubdescription","date_year","month","senjun","organogram","staff","workforce","annual","payments","strategy","special","recruitment","meetings","earners","hospitality","expenses","spending","ministerial","travel","business","date","abbrev","coredept","include","filename"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_181","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/198396/dfe_20senior_20staff_20pay_20dataset_20september_202010.csv","TRUE","Department for Education senior staff pay dataset: September 2010","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2010","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 September","DfE",TRUE,TRUE,"Department for Education_181.csv"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_187","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/198402/dfe_20senior_20staff_20data_20september_202011.csv","TRUE","Department for Education senior staff data: September 2011","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","DfE",TRUE,TRUE,"Department for Education_187.csv"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_193","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/230064/310313DFE-transparency-final-senior-data.csv","TRUE","Department for Education senior staff data: March 2013","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2013","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 March","DfE",TRUE,TRUE,"Department for Education_193.csv"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_195","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/264134/DfE-Government-staff-and-salary-data-blank-template---September-2013-FINAL-senior-data.csv","TRUE","Department for Education senior staff data: September 2013","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2013","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 September","DfE",TRUE,TRUE,"Department for Education_195.csv"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_191","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/210863/300912DFE-DEPARTMENTAL-RETURN---FINAL-PUBLISHED-senior-data.csv","TRUE","Department for Education senior staff data: September 2012","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","DfE",TRUE,TRUE,"Department for Education_191.csv"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_182","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/198397/dfe_20senior_20staff_20data_20september_202010.csv","TRUE","Department for Education senior staff data: September 2010","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2010","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 September","DfE",TRUE,TRUE,"Department for Education_182.csv"
"Department for Education","http://www.gov.uk/government/publications/disclosure-of-scs-posts-and-salary-information","Department for Education_189","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/198404/dfe_20senior_20staff_20data_20april_202012.csv","TRUE","Department for Education senior staff data: April 2012","Disclosure of senior civil servant post and salary information","Information on posts and salaries for members of the Department for Education (DfE) and its arm's length bodies. ","2012","April","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 April","DfE",TRUE,TRUE,"Department for Education_189.csv"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Department for Work & Pensions","http://www.gov.uk/government/publications/senior-civil-service-scs-members-salaries-march-2013","Department for Work & Pensions_433","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/246018/DWP-Transparency-Mar13_v8-senior-data.csv","TRUE","Senior Civil Service: job title, team function and salaries (March 2013)","Senior Civil Service (SCS): members' salaries (March 2013)","Senior Civil Service (SCS) members' salaries for March 2013, published as part of the government's transparency agenda.","2013","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 March","DWP",TRUE,TRUE,"Department for Work & Pensions_433.csv"
"Department for Work & Pensions","http://www.gov.uk/government/publications/cmec-senior-civil-service-job-title-team-function-and-salaries-march-2012","Department for Work & Pensions_683","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183208/cmec-scs-staff-data-mar-2012.csv","TRUE","CMEC  Senior Civil Service: job title, team function and salaries (March 2012)","CMEC Senior Civil Service: job title, team function and salaries (March 2012)","Child Maintenance and Enforcement Commission (CMEC) data for March 2012, published as part of the government's transparency agenda.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","DWP",TRUE,TRUE,"Department for Work & Pensions_683.csv"
"Department for Work & Pensions","http://www.gov.uk/government/publications/senior-civil-service-scs-members-salaries-march-2012","Department for Work & Pensions_538","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183206/dwp-scs-staff-data-mar-2012.csv","TRUE","Senior Civil Service: job title, team function and salaries (March 2012)","Senior Civil Service (SCS): members' salaries (March 2012)","Senior Civil Service (SCS) members' salaries for March 2012, published as part of the government's transparency agenda.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","DWP",TRUE,TRUE,"Department for Work & Pensions_538.csv"
"Department for Work & Pensions","http://www.gov.uk/government/publications/senior-civil-service-scs-members-salaries-september-2012","Department for Work & Pensions_535","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183220/dwp-scs-staff-data-sep-2012.csv","TRUE","Senior Civil Service: job title, team function and salaries (September 2012)","Senior Civil Service (SCS): members' salaries (September 2012)","Senior Civil Service (SCS) members' salaries for September 2012, published as part of the government's transparency agenda.","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","DWP",TRUE,TRUE,"Department for Work & Pensions_535.csv"
"Department for Work & Pensions","http://www.gov.uk/government/publications/senior-civil-service-job-title-team-function-and-salaries-march-2011","Department for Work & Pensions_555","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183213/dwp-scs-staff-data-oct-2011.csv","TRUE","Senior Civil Service: job title, team function and salaries (March 2011)","Senior Civil Service: job title, team function and salaries (March 2011)","Senior Civil Service job title, team function and salaries, published as part of the government's transparency agenda.","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","DWP",TRUE,TRUE,"Department for Work & Pensions_555.csv"
"Department for Work & Pensions","http://www.gov.uk/government/publications/senior-civil-service-job-title-team-function-and-salaries-october-2011","Department for Work & Pensions_250","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/185770/dwp-scs-staff-data-oct-2011__1_.csv","TRUE","Senior Civil Service job title, team function and salaries: October 2011","Senior Civil Service: job title, team function and salaries (October 2011)","Senior Civil Service job title, team function and salary data for October 2011, published as part of the government's transparency agenda.","2011","October","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 October","DWP",TRUE,TRUE,"Department for Work & Pensions_250.csv"
"Department for Work & Pensions","http://www.gov.uk/government/publications/senior-civil-service-areas-of-responsibility-and-salaries-june-2010","Department for Work & Pensions_568","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183216/dwp-scs-org-charts.csv","TRUE","Senior Civil Service: areas of responsibility and salaries (June 2010)","Senior Civil Service: areas of responsibility and salaries (June 2010)","Senior Civil Service areas of responsibility and salaries, published as part of the government's transparency agenda.","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","DWP",TRUE,TRUE,"Department for Work & Pensions_568.csv"
"Department of Health","http://www.gov.uk/government/publications/dh-staff-posts-as-at-31-march-2012","Department of Health_248","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/213477/details-of-Senior-posts-March-2012.csv","TRUE","details of  Senior posts - March 2012 (CSV, 144K)","DH staff posts as at 31 March 2012","The Departments organogram, reflecting all posts as at 31 March 2012 and senior salaries paid.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","DH",TRUE,TRUE,"Department of Health_248.csv"
"Department of Health","http://www.gov.uk/government/publications/dh-staff-posts-on-1-october-2013","Department of Health_150","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/276679/011013-DH---Organogram-senior-data.csv","TRUE","Senior posts - October 2013 (CSV)","DH staff posts on 1 October 2013","Posts and salary data for staff at the Department of Health on 1 October 2013.","2013","October","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 October","DH",TRUE,TRUE,"Department of Health_150.csv"
"Department of Health","http://www.gov.uk/government/publications/dh-organogram-on-1-april-2013","Department of Health_155","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/252856/010413-DH---Organogram---ver-2-senior-data.csv","TRUE","Senior posts - April 2013 (CSV)","DH organogram on 1 April 2013","The Department of Health's organogram, reflecting all posts on 1 April 2013, and senior salaries paid. ","2013","April","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 April","DH",TRUE,TRUE,"Department of Health_155.csv"
"Department of Health","http://www.gov.uk/government/publications/details-of-dh-staff-posts-as-at-30-september-2012-published","Department of Health_197","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/214953/Senior-posts-September-2012.csv","TRUE","Senior posts - September 2012 (CSV, 136K)","DH organogram as at 30 September 2012","The departments organogram, reflecting all posts as at 30 September 2012, and senior salaries paid is now available.
","2012","September","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","DH",TRUE,TRUE,"Department of Health_197.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_389","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/35981/senior-staff-pay300911.csv","TRUE","Senior staff and salary data, September 2011","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_389.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_394","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/206624/SMS__Organogram_data_at_310313_published.csv","TRUE","Senior staff and salary data: March 2013","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2013","March","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 March","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_394.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_387","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/35979/senior-staff-salary-data-nov-11.csv","TRUE","Senior staff and salary data, November 2011","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2011","November","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 November","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_387.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_392","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/35984/senior-staff-pay-dataset-june-2010.csv","TRUE","Senior staff salary data, year to June 2010","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_392.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_393","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/35985/senior-staff-dataset-june-2010.csv","TRUE","Senior staff data, year to June 2010","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_393.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_390","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/35982/Staff-salary-data-senior-2011.csv","TRUE","Senior staff and salary data, June 2011","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2011","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 June","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_390.csv"
"Foreign & Commonwealth Office","http://www.gov.uk/government/publications/foreign-office-staff-and-salary-data","Foreign & Commonwealth Office_385","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/264423/csv_Dec_2013_Senior_salaries.csv","TRUE","Senior staff and salary data, December 2013","FCO staff and salary data","Salary information and data for senior and junior Foreign & Commonwealth Office staff in London.","2013","December","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 December","FCO",TRUE,TRUE,"Foreign & Commonwealth Office_385.csv"
"HM Revenue & Customs","http://www.gov.uk/government/publications/senior-posts-in-hmrcs-organisation-structure","HM Revenue & Customs_551","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/204194/310313-HMRC-Organogram-Final-senior-data.csv","TRUE","Senior posts in HMRC's organisation structure: 31 March 2013","Senior posts in HMRC's organisation structure","These files show how the most senior roles within HM Revenue & Customs (HMRC) are organised.

","2013","March","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 March","HMRC",TRUE,TRUE,"HM Revenue & Customs_551.csv"
"HM Revenue & Customs","http://www.gov.uk/government/publications/senior-posts-in-hmrcs-organisation-structure","HM Revenue & Customs_552","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/89043/senior-posts-dset.csv","TRUE","Senior posts in HMRC's organisation structure: 30 September 2012","Senior posts in HMRC's organisation structure","These files show how the most senior roles within HM Revenue & Customs (HMRC) are organised.

","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","HMRC",TRUE,TRUE,"HM Revenue & Customs_552.csv"
"HM Revenue & Customs","http://www.gov.uk/government/publications/senior-posts-in-hmrcs-organisation-structure","HM Revenue & Customs_550","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/262979/300913-HMRC-Organogram-Final-senior-data.csv","TRUE","Senior posts in HMRC's organisation structure: 30 September 2013","Senior posts in HMRC's organisation structure","These files show how the most senior roles within HM Revenue & Customs (HMRC) are organised.

","2013","September","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 September","HMRC",TRUE,TRUE,"HM Revenue & Customs_550.csv"
"HM Revenue & Customs","http://www.gov.uk/government/publications/details-of-hmrc-senior-salaries","HM Revenue & Customs_567","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/89041/senior-salaries-sept2010.csv","TRUE","Details of HMRC senior salaries","Details of HMRC senior salaries","This spreadsheet sets out the salaries (within 5,000 bands) of HMRCs most senior people as at 30 June 2010.","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","HMRC",TRUE,TRUE,"HM Revenue & Customs_567.csv"
"Home Office","http://www.gov.uk/government/publications/national-policing-improvement-agency-structure-and-salaries","Home Office_352","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98543/senior-npia-mar12.csv","TRUE","Senior staff datasets at the National Policing Improvement Agency - March 2012 (Comma Separated Value file - 22kb)","National Policing Improvement Agency structure and salaries","These documents explain the National Policing Improvement Agencys (NPIA) structure and salaries; the two sets of data are compiled at March","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_352.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-salaries-at-the-identity-and-passport-service","Home Office_570","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119629/senior-staff-salaries-ips.csv","TRUE","Senior staff salaries at the Identity and Passport Service (Microsoft Excel file - 13kb)","Senior staff salaries at the Identity and Passport Service","This document contains details about the salaries of senior staff at the Identity and Passport Service.

Date: Thu Oct 14 13:17:52 BST 2010
","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_570.csv"
"Home Office","http://www.gov.uk/government/publications/home-office-senior-staff-salary-september-2011","Home Office_560","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119650/senior-staff-ho-sept-2011.csv","TRUE","Senior staff salary and structure information from the Home Office - September 2011 (Comma Separated Value file - 80kb)","Home Office: senior staff salary, September 2011","Senior staff salary and structure information from the Home Office - September 2011. This incorporates information for the Government Equalities","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_560.csv"
"Home Office","http://www.gov.uk/government/publications/home-office-group-structure-and-salaries-2012","Home Office_375","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98588/senior-staff-ho-2012.csv","TRUE","Home Office senior staff data  March 2012 (Comma Separated Value file - 85kb)","Home Office: group structure and salaries, 2012","UK Border Force became part of the Home Office on 1 March 2012. However, UK Border Force structure and salary information is shown in the UK","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_375.csv"
"Home Office","http://www.gov.uk/government/publications/hmic-structure-and-salaries-2012","Home Office_241","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/203452/senior-staff-hmic-sep-2012.csv","TRUE","Senior staff salary and structure information from HM Inspectorate of Constabulary - September 2012","HMIC: structure and salaries, 2012","These documents explainHer Majestys Inspectorate of Constabularys (HMIC) structure and salaries for 2012.","2012","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 September","HO",TRUE,TRUE,"Home Office_241.csv"
"Home Office","http://www.gov.uk/government/publications/home-office-senior-staff-salary-and-structure-information-march-2011","Home Office_554","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119646/senior-staff-ho-2011.csv","TRUE","Senior staff salary and structure information from the Home Office - March 2011 (Microsoft Excel file - 73kb)","Home Office: senior staff salary and structure information, March 2011","Senior staff salary and structure information from the Home Office- March 2011

Date: Thu Jun 16 10:21:51 BST 2011

Full Document


  Senior","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_554.csv"
"Home Office","http://www.gov.uk/government/publications/national-policing-improvement-agency-structure-and-salaries","Home Office_354","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98545/senior-staff-datasets-npia.csv","TRUE","Senior staff datasets at the National Policing Improvement Agency - March 2011 (Microsoft Excel file - 23kb)","National Policing Improvement Agency structure and salaries","These documents explain the National Policing Improvement Agencys (NPIA) structure and salaries; the two sets of data are compiled at March","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_354.csv"
"Home Office","http://www.gov.uk/government/publications/national-policing-improvement-agency-structure-and-salaries-30-june-2010","Home Office_399","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98551/NPIA-senior-salary-report.csv","TRUE","National Policing Improvement Agency senior salary report (Microsoft Excel file - 0kb)","National Policing Improvement Agency: structure and salaries, 30 June 2010","These documents explain the National Policing Improvement Agencys structure in detail, as well as the salaries of its senior civil servants","2010","June","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 June","HO",TRUE,TRUE,"Home Office_399.csv"
"Home Office","http://www.gov.uk/government/publications/nfa-structure-and-salaries-march-2012","Home Office_263","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98552/senior-staff-nfa-mar-2012.csv","TRUE","Senior staff salary and structure information from the National Fraud Authority - March 2012","NFA: structure and salaries, 2012","These documents explain the National Fraud Authoritys structure and salaries for 2012.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_263.csv"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Home Office","http://www.gov.uk/government/publications/independent-police-complaints-commission-structure-and-salaries-2010","Home Office_409","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98584/senior-staff-datasets-ipcc.csv","TRUE","Senior staff datasets at the Independent Police Complaints Commission (Microsoft Excel file - 2kb)","Independent Police Complaints Commission: structure and salaries 2010","These documents explain the IndependentPolice Complaints Commissions structure in detail, as well as the salaries of its senior civil servants","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_409.csv"
"Home Office","http://www.gov.uk/government/publications/soca-structure-and-salaries-march-2011-to-2012","Home Office_276","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/271078/senior-soca-sep12.csv","TRUE","SOCA: senior staff datasets, September 2012","SOCA: structure and salaries, 2011 to 2012","SeriousOrganised Crime Agencys (SOCA) structure and salaries, compiled at March and September.","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_276.csv"
"Home Office","http://www.gov.uk/government/publications/crb-structure-and-salaries-march-to-september-2011","Home Office_372","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98618/senior-staff-crb-2011.csv","TRUE","Senior staff salary and structure information from the Criminal Records Bureau - March 2011 (Microsoft Excel file - 2kb)","CRB: structure and salaries, March to September 2011","These documents explain the Criminal Records Bureaus structure and salaries for 2011. The two sets of data were compiled at March and September","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_372.csv"
"Home Office","http://www.gov.uk/government/publications/ippc-structure-and-salaries-march-2012","Home Office_340","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/98577/senior-ipcc-mar12.csv","TRUE","Senior staff datasets at the Independent Police Complaints Commission - March 2012","IPPC: structure and salaries","These documents explain the Independent Police Complaints Commissions (IPCC) structure and salaries.","2012","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012 March","HO",TRUE,TRUE,"Home Office_340.csv"
"Home Office","http://www.gov.uk/government/publications/home-office-structure-and-salaries-2013","Home Office_651","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/232670/310313-Organogram-Data---Home-Office-senior-data.csv","TRUE","Home Office structure and salaries data senior March 2013","Home Office: structure and salaries, 2013","These documents explain Home Office structure and salaries in the six month period up to  March 2013.","2013","March","senior","organogram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013 March","HO",TRUE,TRUE,"Home Office_651.csv"
"Home Office","http://www.gov.uk/government/publications/independent-police-complaints-commission-senior-staff-salary-report-2010","Home Office_557","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119645/ipcc-senior-salary-report.csv","TRUE","Independent Police Complaints Commission senior staff salary report (Microsoft Excel file - 1kb)","Independent Police Complaints commission: senior staff salary report 2010","Independent Police Complaints commission senior staff salary report.

Date: Wed Nov 17 13:25:31 GMT 2010

Full Document


  Independent Police","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_557.csv"
"Home Office","http://www.gov.uk/government/publications/national-policing-improvement-agency-senior-salary-report","Home Office_556","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119605/NPIA-senior-salary-report.csv","TRUE","National Policing Improvement Agency senior salary report (Microsoft Excel file - 0kb)","National Policing Improvement Agency: senior salary report","National Policing Improvement Agency: senior salary report

Date: Wed Nov 17 14:22:56 GMT 2010

Full Document


  National Policing Improvement","2010",NA,"senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010 NA","HO",TRUE,TRUE,"Home Office_556.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-datasets-the-independent-safeguarding-authority-march-2011","Home Office_720","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119611/senior-staff-isa-2011.csv","TRUE","Senior staff datasets at the Independent Safeguarding Authority - March 2011 (Microsoft Excel file - 2kb)","Senior staff datasets: the Independent Safeguarding Authority, March 2011","The report on theISA senior staff lists the staff who are senior civil servants or equivalent posts as of 31 March, 2011.

It includes job ","2011","March","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 March","HO",TRUE,TRUE,"Home Office_720.csv"
"Home Office","http://www.gov.uk/government/publications/senior-staff-datasets-the-national-policing-improvement-agency-september-2011","Home Office_709","csv","http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119600/senior-staff-npia-sept-2011.csv","TRUE","Senior staff datasets at the National Policing Improvement Agency - September 2011 (Comma Separated Value file - 22kb)","Senior staff datasets: the National Policing Improvement Agency, September 2011","The report on theNational Policing Improvement Agency senior staff lists the staff who are senior civil servants or equivalent posts as of ","2011","September","senior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011 September","HO",TRUE,TRUE,"Home Office_709.csv"
