"","Group","Date","Civil.Service.grad","Disability.statu","count","total","share","sorter","totalgroup","grp","yvar"
"34","DCLG",2011,"All grades","Disabled",230,4030,0.0570719602977667,0.0597014925373134,FALSE,"DCLGAll grades",0.0570719602977667
"35","DCLG",2008,"All grades","Disabled",230,4460,0.0515695067264574,0.0597014925373134,FALSE,"DCLGAll grades",0.0515695067264574
"36","DCLG",2009,"All grades","Disabled",260,4600,0.0565217391304348,0.0597014925373134,FALSE,"DCLGAll grades",0.0565217391304348
"37","DCMS",2012,"All grades","Disabled",20,450,0.0444444444444444,0.0697674418604651,FALSE,"DCMSAll grades",0.0444444444444444
"38","DCMS",2013,"SCS","Disabled",0,30,0,0.0697674418604651,FALSE,"DCMSSCS",0
"39","DCMS",2011,"All grades","Disabled",40,690,0.0579710144927536,0.0697674418604651,FALSE,"DCMSAll grades",0.0579710144927536
"40","DCMS",2011,"SCS","Disabled",0,60,0,0.0697674418604651,FALSE,"DCMSSCS",0
"41","DCMS",2012,"SCS","Disabled",0,30,0,0.0697674418604651,FALSE,"DCMSSCS",0
"42","DCMS",2013,"All grades","Disabled",30,430,0.0697674418604651,0.0697674418604651,FALSE,"DCMSAll grades",0.0697674418604651
"43","DCMS",2009,"All grades","Disabled",30,550,0.0545454545454545,0.0697674418604651,FALSE,"DCMSAll grades",0.0545454545454545
"44","DCMS",2010,"SCS","Disabled",0,60,0,0.0697674418604651,FALSE,"DCMSSCS",0
"45","DCMS",2008,"All grades","Disabled",10,400,0.025,0.0697674418604651,FALSE,"DCMSAll grades",0.025
"46","DCMS",2009,"SCS","Disabled",0,40,0,0.0697674418604651,FALSE,"DCMSSCS",0
"47","DCMS",2008,"SCS","Disabled",0,20,0,0.0697674418604651,FALSE,"DCMSSCS",0
"48","DCMS",2010,"All grades","Disabled",40,730,0.0547945205479452,0.0697674418604651,FALSE,"DCMSAll grades",0.0547945205479452
"49","DECC",2012,"All grades","Disabled",90,1460,0.0616438356164384,0.0538922155688623,FALSE,"DECCAll grades",0.0616438356164384
"50","DECC",2009,"All grades","Disabled",40,560,0.0714285714285714,0.0538922155688623,FALSE,"DECCAll grades",0.0714285714285714
"51","DECC",2011,"All grades","Disabled",60,1270,0.047244094488189,0.0538922155688623,FALSE,"DECCAll grades",0.047244094488189
"52","DECC",2013,"SCS","Disabled",0,110,0,0.0538922155688623,FALSE,"DECCSCS",0
"53","DECC",2008,"SCS","Disabled",0,20,0,0.0538922155688623,FALSE,"DECCSCS",0
"54","DECC",2008,"All grades","Disabled",0,280,0,0.0538922155688623,FALSE,"DECCAll grades",0
"55","DECC",2010,"All grades","Disabled",50,1100,0.0454545454545455,0.0538922155688623,FALSE,"DECCAll grades",0.0454545454545455
"56","DECC",2012,"SCS","Disabled",0,100,0,0.0538922155688623,FALSE,"DECCSCS",0
"57","DECC",2013,"All grades","Disabled",90,1670,0.0538922155688623,0.0538922155688623,FALSE,"DECCAll grades",0.0538922155688623
"58","DECC",2011,"SCS","Disabled",0,100,0,0.0538922155688623,FALSE,"DECCSCS",0
"59","DECC",2010,"SCS","Disabled",0,80,0,0.0538922155688623,FALSE,"DECCSCS",0
"60","DECC",2009,"SCS","Disabled",0,30,0,0.0538922155688623,FALSE,"DECCSCS",0
"61","Defra",2013,"All grades","Disabled",670,6180,0.108414239482201,0.108414239482201,FALSE,"DefraAll grades",0.108414239482201
"62","Defra",2008,"SCS","Disabled",0,170,0,0.108414239482201,FALSE,"DefraSCS",0
"63","Defra",2012,"All grades","Disabled",750,6420,0.116822429906542,0.108414239482201,FALSE,"DefraAll grades",0.116822429906542
"64","Defra",2013,"SCS","Disabled",0,60,0,0.108414239482201,FALSE,"DefraSCS",0
"65","Defra",2011,"All grades","Disabled",840,6840,0.12280701754386,0.108414239482201,FALSE,"DefraAll grades",0.12280701754386
"66","Defra",2012,"SCS","Disabled",0,60,0,0.108414239482201,FALSE,"DefraSCS",0
"67","Defra",2010,"All grades","Disabled",830,5970,0.139028475711893,0.108414239482201,FALSE,"DefraAll grades",0.139028475711893
"68","Defra",2011,"SCS","Disabled",10,70,0.142857142857143,0.108414239482201,FALSE,"DefraSCS",0.142857142857143
"69","Defra",2009,"All grades","Disabled",780,9860,0.0791075050709939,0.108414239482201,FALSE,"DefraAll grades",0.0791075050709939
"70","Defra",2010,"SCS","Disabled",10,40,0.25,0.108414239482201,FALSE,"DefraSCS",0.25
"71","Defra",2008,"All grades","Disabled",770,9670,0.0796277145811789,0.108414239482201,FALSE,"DefraAll grades",0.0796277145811789
"72","Defra",2009,"SCS","Disabled",10,170,0.0588235294117647,0.108414239482201,FALSE,"DefraSCS",0.0588235294117647
"73","DfE",2013,"SCS","Disabled",10,230,0.0434782608695652,0.101102941176471,FALSE,"DfESCS",0.0434782608695652
"74","DfE",2012,"SCS","Disabled",0,130,0,0.101102941176471,FALSE,"DfESCS",0
"75","DfE",2011,"SCS","Disabled",0,130,0,0.101102941176471,FALSE,"DfESCS",0
"76","DfE",2013,"All grades","Disabled",550,5440,0.101102941176471,0.101102941176471,FALSE,"DfEAll grades",0.101102941176471
"77","DfE",2011,"All grades","Disabled",290,3720,0.0779569892473118,0.101102941176471,FALSE,"DfEAll grades",0.0779569892473118
"78","DfE",2010,"SCS","Disabled",0,150,0,0.101102941176471,FALSE,"DfESCS",0
"79","DfE",2010,"All grades","Disabled",350,4090,0.0855745721271394,0.101102941176471,FALSE,"DfEAll grades",0.0855745721271394
"80","DfE",2009,"SCS","Disabled",0,160,0,0.101102941176471,FALSE,"DfESCS",0
"81","DfE",2012,"All grades","Disabled",310,3620,0.0856353591160221,0.101102941176471,FALSE,"DfEAll grades",0.0856353591160221
"82","DfE",2008,"SCS","Disabled",0,140,0,0.101102941176471,FALSE,"DfESCS",0
"83","DfE",2009,"All grades","Disabled",380,4490,0.0846325167037862,0.101102941176471,FALSE,"DfEAll grades",0.0846325167037862
"84","DfE",2008,"All grades","Disabled",410,4550,0.0901098901098901,0.101102941176471,FALSE,"DfEAll grades",0.0901098901098901
"85","DfID",2013,"SCS","Disabled",0,80,0,0.0331491712707182,FALSE,"DfIDSCS",0
"86","DfID",2012,"SCS","Disabled",0,80,0,0.0331491712707182,FALSE,"DfIDSCS",0
"87","DfID",2013,"All grades","Disabled",60,1810,0.0331491712707182,0.0331491712707182,FALSE,"DfIDAll grades",0.0331491712707182
"88","DfID",2012,"All grades","Disabled",70,1710,0.0409356725146199,0.0331491712707182,FALSE,"DfIDAll grades",0.0409356725146199
"89","DfID",2009,"All grades","Disabled",60,1660,0.036144578313253,0.0331491712707182,FALSE,"DfIDAll grades",0.036144578313253
"90","DfID",2010,"SCS","Disabled",0,90,0,0.0331491712707182,FALSE,"DfIDSCS",0
"91","DfID",2011,"SCS","Disabled",0,80,0,0.0331491712707182,FALSE,"DfIDSCS",0
"92","DfID",2011,"All grades","Disabled",60,1620,0.037037037037037,0.0331491712707182,FALSE,"DfIDAll grades",0.037037037037037
"93","DfID",2009,"SCS","Disabled",0,100,0,0.0331491712707182,FALSE,"DfIDSCS",0
"94","DfID",2010,"All grades","Disabled",60,1620,0.037037037037037,0.0331491712707182,FALSE,"DfIDAll grades",0.037037037037037
"95","DfID",2008,"All grades","Disabled",60,1670,0.0359281437125748,0.0331491712707182,FALSE,"DfIDAll grades",0.0359281437125748
"96","DfID",2008,"SCS","Disabled",0,100,0,0.0331491712707182,FALSE,"DfIDSCS",0
"97","DfT",2012,"All grades","Disabled",1700,15620,0.108834827144686,0.111631016042781,FALSE,"DfTAll grades",0.108834827144686
"98","DfT",2011,"All grades","Disabled",1690,16260,0.103936039360394,0.111631016042781,FALSE,"DfTAll grades",0.103936039360394
"99","DfT",2013,"SCS","Disabled",0,140,0,0.111631016042781,FALSE,"DfTSCS",0
"100","DfT",2010,"All grades","Disabled",1660,17060,0.0973036342321219,0.111631016042781,FALSE,"DfTAll grades",0.0973036342321219
"101","DfT",2012,"SCS","Disabled",0,150,0,0.111631016042781,FALSE,"DfTSCS",0
"102","DfT",2009,"All grades","Disabled",1590,17370,0.0915371329879102,0.111631016042781,FALSE,"DfTAll grades",0.0915371329879102
"103","DfT",2008,"All grades","Disabled",970,14140,0.0685997171145686,0.111631016042781,FALSE,"DfTAll grades",0.0685997171145686
"104","DfT",2011,"SCS","Disabled",0,160,0,0.111631016042781,FALSE,"DfTSCS",0
"105","DfT",2008,"SCS","Disabled",0,170,0,0.111631016042781,FALSE,"DfTSCS",0
"106","DfT",2010,"SCS","Disabled",0,200,0,0.111631016042781,FALSE,"DfTSCS",0
"107","DfT",2013,"All grades","Disabled",1670,14960,0.111631016042781,0.111631016042781,FALSE,"DfTAll grades",0.111631016042781
"108","DfT",2009,"SCS","Disabled",0,190,0,0.111631016042781,FALSE,"DfTSCS",0
"109","DH",2012,"All grades","Disabled",230,4240,0.0542452830188679,0.0563725490196078,FALSE,"DHAll grades",0.0542452830188679
"110","DH",2008,"SCS","Disabled",20,370,0.0540540540540541,0.0563725490196078,FALSE,"DHSCS",0.0540540540540541
"111","DH",2011,"All grades","Disabled",260,4930,0.0527383367139959,0.0563725490196078,FALSE,"DHAll grades",0.0527383367139959
"112","DH",2013,"All grades","Disabled",230,4080,0.0563725490196078,0.0563725490196078,FALSE,"DHAll grades",0.0563725490196078
"113","DH",2010,"All grades","Disabled",290,4520,0.0641592920353982,0.0563725490196078,FALSE,"DHAll grades",0.0641592920353982
"114","DH",2013,"SCS","Disabled",10,330,0.0303030303030303,0.0563725490196078,FALSE,"DHSCS",0.0303030303030303
"115","DH",2012,"SCS","Disabled",10,340,0.0294117647058824,0.0563725490196078,FALSE,"DHSCS",0.0294117647058824
