"","Group","Date","Civil.Service.grad","gradeval","share","Gender","count","total","grp","gradescore","meangradescore","sorter","totalgroup","yvar"
"121","HMRC",2010,"AO/AA",1,-0.515168860904408,"Total",-45000,87350,"HMRC2010",0.515168860904408,0.35615340583858,0.35615340583858,FALSE,-0.515168860904408
"122","HMRC",2010,"G6/G7",4,-0.0475100171722954,"Total",-4150,87350,"HMRC2010",0.190040068689181,0.35615340583858,0.35615340583858,FALSE,-0.0475100171722954
"123","HMRC",2010,"SEO/HEO",3,-0.186262163709216,"Total",-16270,87350,"HMRC2010",0.558786491127647,0.35615340583858,0.35615340583858,FALSE,-0.186262163709216
"124","HMRC",2010,"EO",2,-0.246365197481397,"Total",-21520,87350,"HMRC2010",0.492730394962793,0.35615340583858,0.35615340583858,FALSE,-0.246365197481397
"125","HMRC",2010,"SCS",5,-0.00480824270177447,"Total",-420,87350,"HMRC2010",0.0240412135088724,0.35615340583858,0.35615340583858,FALSE,-0.00480824270177447
"126","HMRC",2013,"SCS",5,0.00430303820576346,"Total",330,76690,"HMRC2013",0.0215151910288173,0.355535271873778,0.355535271873778,FALSE,0.00430303820576346
"127","HMRC",2013,"G6/G7",4,0.0556787064806363,"Total",4270,76690,"HMRC2013",0.222714825922545,0.355535271873778,0.355535271873778,FALSE,0.0556787064806363
"128","HMRC",2013,"SEO/HEO",3,0.188942495762159,"Total",14490,76690,"HMRC2013",0.566827487286478,0.355535271873778,0.355535271873778,FALSE,0.188942495762159
"129","HMRC",2013,"AO/AA",1,0.522753944451689,"Total",40090,76690,"HMRC2013",0.522753944451689,0.355535271873778,0.355535271873778,FALSE,0.522753944451689
"130","HMRC",2013,"EO",2,0.221932455339679,"Total",17020,76690,"HMRC2013",0.443864910679358,0.355535271873778,0.355535271873778,FALSE,0.221932455339679
"131","HMT",2010,"EO",2,-0.152380952380952,"Total",-960,6300,"HMT2010",0.304761904761905,0.487936507936508,0.487936507936508,FALSE,-0.152380952380952
"132","HMT",2010,"SEO/HEO",3,-0.293650793650794,"Total",-1850,6300,"HMT2010",0.880952380952381,0.487936507936508,0.487936507936508,FALSE,-0.293650793650794
"133","HMT",2010,"AO/AA",1,-0.341269841269841,"Total",-2150,6300,"HMT2010",0.341269841269841,0.487936507936508,0.487936507936508,FALSE,-0.341269841269841
"134","HMT",2010,"G6/G7",4,-0.174603174603175,"Total",-1100,6300,"HMT2010",0.698412698412698,0.487936507936508,0.487936507936508,FALSE,-0.174603174603175
"135","HMT",2010,"SCS",5,-0.0428571428571429,"Total",-270,6300,"HMT2010",0.214285714285714,0.487936507936508,0.487936507936508,FALSE,-0.0428571428571429
"136","HMT",2013,"G6/G7",4,0.162264150943396,"Total",860,5300,"HMT2013",0.649056603773585,0.484528301886792,0.484528301886792,FALSE,0.162264150943396
"137","HMT",2013,"SEO/HEO",3,0.322641509433962,"Total",1710,5300,"HMT2013",0.967924528301887,0.484528301886792,0.484528301886792,FALSE,0.322641509433962
"138","HMT",2013,"EO",2,0.149056603773585,"Total",790,5300,"HMT2013",0.29811320754717,0.484528301886792,0.484528301886792,FALSE,0.149056603773585
"139","HMT",2013,"SCS",5,0.0358490566037736,"Total",190,5300,"HMT2013",0.179245283018868,0.484528301886792,0.484528301886792,FALSE,0.0358490566037736
"140","HMT",2013,"AO/AA",1,0.328301886792453,"Total",1740,5300,"HMT2013",0.328301886792453,0.484528301886792,0.484528301886792,FALSE,0.328301886792453
"141","HO",2010,"SCS",5,-0.00998890122086571,"Total",-270,27030,"HO2010",0.0499445061043285,0.40976692563818,0.40976692563818,FALSE,-0.00998890122086571
"142","HO",2010,"G6/G7",4,-0.0658527561968184,"Total",-1780,27030,"HO2010",0.263411024787273,0.40976692563818,0.40976692563818,FALSE,-0.0658527561968184
"143","HO",2010,"AO/AA",1,-0.347761746207917,"Total",-9400,27030,"HO2010",0.347761746207917,0.40976692563818,0.40976692563818,FALSE,-0.347761746207917
"144","HO",2010,"EO",2,-0.345911949685535,"Total",-9350,27030,"HO2010",0.691823899371069,0.40976692563818,0.40976692563818,FALSE,-0.345911949685535
"145","HO",2010,"SEO/HEO",3,-0.23196448390677,"Total",-6270,27030,"HO2010",0.695893451720311,0.40976692563818,0.40976692563818,FALSE,-0.23196448390677
"146","HO",2013,"SCS",5,0.00755572346052135,"Total",200,26470,"HO2013",0.0377786173026067,0.41609369097091,0.41609369097091,FALSE,0.00755572346052135
"147","HO",2013,"EO",2,0.392519833774084,"Total",10390,26470,"HO2013",0.785039667548168,0.41609369097091,0.41609369097091,FALSE,0.392519833774084
"148","HO",2013,"SEO/HEO",3,0.227427276161692,"Total",6020,26470,"HO2013",0.682281828485077,0.41609369097091,0.41609369097091,FALSE,0.227427276161692
"149","HO",2013,"AO/AA",1,0.304873441632036,"Total",8070,26470,"HO2013",0.304873441632036,0.41609369097091,0.41609369097091,FALSE,0.304873441632036
"150","HO",2013,"G6/G7",4,0.067623724971666,"Total",1790,26470,"HO2013",0.270494899886664,0.41609369097091,0.41609369097091,FALSE,0.067623724971666
"151","MoD",2010,"G6/G7",4,-0.0553766902768835,"Total",-4300,77650,"MoD2010",0.221506761107534,0.371564713457824,0.371564713457824,FALSE,-0.0553766902768835
"152","MoD",2010,"AO/AA",1,-0.464262717321314,"Total",-36050,77650,"MoD2010",0.464262717321314,0.371564713457824,0.371564713457824,FALSE,-0.464262717321314
"153","MoD",2010,"SCS",5,-0.00437862202189311,"Total",-340,77650,"MoD2010",0.0218931101094656,0.371564713457824,0.371564713457824,FALSE,-0.00437862202189311
"154","MoD",2010,"SEO/HEO",3,-0.265421764327109,"Total",-20610,77650,"MoD2010",0.796265292981327,0.371564713457824,0.371564713457824,FALSE,-0.265421764327109
"155","MoD",2010,"EO",2,-0.176947842884739,"Total",-13740,77650,"MoD2010",0.353895685769478,0.371564713457824,0.371564713457824,FALSE,-0.176947842884739
"156","MoD",2013,"G6/G7",4,0.0658795345653662,"Total",3850,58440,"MoD2013",0.263518138261465,0.393497604380561,0.393497604380561,FALSE,0.0658795345653662
"157","MoD",2013,"AO/AA",1,0.414442162902122,"Total",24220,58440,"MoD2013",0.414442162902122,0.393497604380561,0.393497604380561,FALSE,0.414442162902122
"158","MoD",2013,"SEO/HEO",3,0.302874743326489,"Total",17700,58440,"MoD2013",0.908624229979466,0.393497604380561,0.393497604380561,FALSE,0.302874743326489
"159","MoD",2013,"EO",2,0.179329226557153,"Total",10480,58440,"MoD2013",0.358658453114305,0.393497604380561,0.393497604380561,FALSE,0.179329226557153
"160","MoD",2013,"SCS",5,0.00444900752908966,"Total",260,58440,"MoD2013",0.0222450376454483,0.393497604380561,0.393497604380561,FALSE,0.00444900752908966
"161","MoJ",2010,"G6/G7",4,-0.0330800701344243,"Total",-2830,85550,"MoJ2010",0.132320280537697,0.305037989479836,0.305037989479836,FALSE,-0.0330800701344243
"162","MoJ",2010,"AO/AA",1,-0.685447106954997,"Total",-58640,85550,"MoJ2010",0.685447106954997,0.305037989479836,0.305037989479836,FALSE,-0.685447106954997
"163","MoJ",2010,"SCS",5,-0.00350672121566335,"Total",-300,85550,"MoJ2010",0.0175336060783168,0.305037989479836,0.305037989479836,FALSE,-0.00350672121566335
"164","MoJ",2010,"SEO/HEO",3,-0.134424313267095,"Total",-11500,85550,"MoJ2010",0.403272939801286,0.305037989479836,0.305037989479836,FALSE,-0.134424313267095
"165","MoJ",2010,"EO",2,-0.143308007013442,"Total",-12260,85550,"MoJ2010",0.286616014026885,0.305037989479836,0.305037989479836,FALSE,-0.143308007013442
"166","MoJ",2013,"SEO/HEO",3,0.124797645327447,"Total",8480,67950,"MoJ2013",0.37439293598234,0.301221486387049,0.301221486387049,FALSE,0.124797645327447
"167","MoJ",2013,"SCS",5,0.00323767476085357,"Total",220,67950,"MoJ2013",0.0161883738042678,0.301221486387049,0.301221486387049,FALSE,0.00323767476085357
"168","MoJ",2013,"EO",2,0.150110375275938,"Total",10200,67950,"MoJ2013",0.300220750551876,0.301221486387049,0.301221486387049,FALSE,0.150110375275938
