"","Group","Date","Age.band","gradeval","Gender","count","total","share","sharebothgenders","gradescore","meangradescore","sorter","totalgroup","yvar"
"56","DECC",2013,"65 +",6,"Female",0,1460,0,0.00684931506849315,0.0410958904109589,0.412100456621005,0.412100456621005,FALSE,0
"57","DECC",2013,"60-64",5,"Male",20,1460,0.0136986301369863,0.0205479452054795,0.102739726027397,0.412100456621005,0.412100456621005,FALSE,0.0136986301369863
"58","DECC",2013,"60-64",5,"Female",10,1460,-0.00684931506849315,0.0205479452054795,0.102739726027397,0.412100456621005,0.412100456621005,FALSE,-0.00684931506849315
"59","DECC",2013,"50-59",4,"Female",90,1460,-0.0616438356164384,0.157534246575342,0.63013698630137,0.412100456621005,0.412100456621005,FALSE,-0.0616438356164384
"60","DECC",2013,"50-59",4,"Male",140,1460,0.0958904109589041,0.157534246575342,0.63013698630137,0.412100456621005,0.412100456621005,FALSE,0.0958904109589041
"61","Defra",2013,"< 29",1,"Female",90,2180,-0.0412844036697248,0.0779816513761468,0.0779816513761468,0.480122324159021,0.480122324159021,FALSE,-0.0412844036697248
"62","Defra",2013,"65 +",6,"Female",10,2180,-0.00458715596330275,0.00917431192660551,0.055045871559633,0.480122324159021,0.480122324159021,FALSE,-0.00458715596330275
"63","Defra",2013,"30-39",2,"Female",390,2180,-0.178899082568807,0.311926605504587,0.623853211009174,0.480122324159021,0.480122324159021,FALSE,-0.178899082568807
"64","Defra",2013,"60-64",5,"Female",30,2180,-0.0137614678899083,0.0412844036697248,0.206422018348624,0.480122324159021,0.480122324159021,FALSE,-0.0137614678899083
"65","Defra",2013,"60-64",5,"Male",60,2180,0.0275229357798165,0.0412844036697248,0.206422018348624,0.480122324159021,0.480122324159021,FALSE,0.0275229357798165
"66","Defra",2013,"< 29",1,"Male",80,2180,0.036697247706422,0.0779816513761468,0.0779816513761468,0.480122324159021,0.480122324159021,FALSE,0.036697247706422
"67","Defra",2013,"50-59",4,"Female",220,2180,-0.100917431192661,0.238532110091743,0.954128440366973,0.480122324159021,0.480122324159021,FALSE,-0.100917431192661
"68","Defra",2013,"50-59",4,"Male",300,2180,0.137614678899083,0.238532110091743,0.954128440366973,0.480122324159021,0.480122324159021,FALSE,0.137614678899083
"69","Defra",2013,"65 +",6,"Male",10,2180,0.00458715596330275,0.00917431192660551,0.055045871559633,0.480122324159021,0.480122324159021,FALSE,0.00458715596330275
"70","Defra",2013,"40-49",3,"Female",360,2180,-0.165137614678899,0.321100917431193,0.963302752293578,0.480122324159021,0.480122324159021,FALSE,-0.165137614678899
"71","Defra",2013,"40-49",3,"Male",340,2180,0.155963302752294,0.321100917431193,0.963302752293578,0.480122324159021,0.480122324159021,FALSE,0.155963302752294
"72","Defra",2013,"30-39",2,"Male",290,2180,0.13302752293578,0.311926605504587,0.623853211009174,0.480122324159021,0.480122324159021,FALSE,0.13302752293578
"73","DfE",2013,"40-49",3,"Female",1340,6530,-0.2052067381317,0.335375191424196,1.00612557427259,0.472434915773354,0.472434915773354,FALSE,-0.2052067381317
"74","DfE",2013,"50-59",4,"Female",910,6530,-0.139356814701378,0.245022970903522,0.980091883614089,0.472434915773354,0.472434915773354,FALSE,-0.139356814701378
"75","DfE",2013,"30-39",2,"Female",1100,6530,-0.168453292496172,0.275650842266462,0.551301684532925,0.472434915773354,0.472434915773354,FALSE,-0.168453292496172
"76","DfE",2013,"30-39",2,"Male",700,6530,0.107197549770291,0.275650842266462,0.551301684532925,0.472434915773354,0.472434915773354,FALSE,0.107197549770291
"77","DfE",2013,"65 +",6,"Male",10,6530,0.00153139356814701,0.00306278713629403,0.0183767228177642,0.472434915773354,0.472434915773354,FALSE,0.00153139356814701
"78","DfE",2013,"< 29",1,"Female",440,6530,-0.0673813169984686,0.110260336906585,0.110260336906585,0.472434915773354,0.472434915773354,FALSE,-0.0673813169984686
"79","DfE",2013,"< 29",1,"Male",280,6530,0.0428790199081164,0.110260336906585,0.110260336906585,0.472434915773354,0.472434915773354,FALSE,0.0428790199081164
"80","DfE",2013,"60-64",5,"Male",100,6530,0.0153139356814701,0.0336906584992343,0.168453292496172,0.472434915773354,0.472434915773354,FALSE,0.0153139356814701
"81","DfE",2013,"40-49",3,"Male",850,6530,0.130168453292496,0.335375191424196,1.00612557427259,0.472434915773354,0.472434915773354,FALSE,0.130168453292496
"82","DfE",2013,"50-59",4,"Male",690,6530,0.105666156202144,0.245022970903522,0.980091883614089,0.472434915773354,0.472434915773354,FALSE,0.105666156202144
"83","DfE",2013,"65 +",6,"Female",10,6530,-0.00153139356814701,0.00306278713629403,0.0183767228177642,0.472434915773354,0.472434915773354,FALSE,-0.00153139356814701
"84","DfE",2013,"60-64",5,"Female",120,6530,-0.0183767228177642,0.0336906584992343,0.168453292496172,0.472434915773354,0.472434915773354,FALSE,-0.0183767228177642
"85","DfID",2013,"30-39",2,"Female",350,1810,-0.193370165745856,0.337016574585635,0.674033149171271,0.465009208103131,0.465009208103131,FALSE,-0.193370165745856
"86","DfID",2013,"< 29",1,"Female",80,1810,-0.0441988950276243,0.0828729281767956,0.0828729281767956,0.465009208103131,0.465009208103131,FALSE,-0.0441988950276243
"87","DfID",2013,"60-64",5,"Male",30,1810,0.0165745856353591,0.0276243093922652,0.138121546961326,0.465009208103131,0.465009208103131,FALSE,0.0165745856353591
"88","DfID",2013,"40-49",3,"Female",300,1810,-0.165745856353591,0.325966850828729,0.977900552486188,0.465009208103131,0.465009208103131,FALSE,-0.165745856353591
