"","Group","Date","Civil.Service.grad","Gender","count","total","share","grp","sorter","gensort","totalgroup","yvar"
"53","DCLG",2009,"SCS","Male",90,140,0.642857142857143,"DCLGSCS",0.48207171314741,0,FALSE,0.642857142857143
"55","DCLG",2009,"All grades","Male",2990,5080,0.588582677165354,"DCLGAll grades",0.48207171314741,0,FALSE,0.588582677165354
"57","DCLG",2010,"SCS","Male",90,140,0.642857142857143,"DCLGSCS",0.48207171314741,0,FALSE,0.642857142857143
"59","DCLG",2010,"All grades","Male",2880,4920,0.585365853658537,"DCLGAll grades",0.48207171314741,0,FALSE,0.585365853658537
"61","DCLG",2011,"SCS","Male",80,130,0.615384615384615,"DCLGSCS",0.48207171314741,0,FALSE,0.615384615384615
"64","DCLG",2011,"All grades","Male",2550,4400,0.579545454545455,"DCLGAll grades",0.48207171314741,0,FALSE,0.579545454545455
"65","DCLG",2012,"SCS","Male",60,100,0.6,"DCLGSCS",0.48207171314741,0,FALSE,0.6
"67","DCLG",2012,"All grades","Male",1450,2770,0.523465703971119,"DCLGAll grades",0.48207171314741,0,FALSE,0.523465703971119
"70","DCLG",2013,"SCS","Male",60,100,0.6,"DCLGSCS",0.48207171314741,0,FALSE,0.6
"72","DCLG",2013,"All grades","Male",1300,2510,0.51792828685259,"DCLGAll grades",0.48207171314741,0,FALSE,0.51792828685259
"73","DCMS",2008,"SCS","Male",20,30,0.666666666666667,"DCMSSCS",0.490196078431373,0,FALSE,0.666666666666667
"75","DCMS",2008,"All grades","Male",310,570,0.543859649122807,"DCMSAll grades",0.490196078431373,0,FALSE,0.543859649122807
"77","DCMS",2009,"SCS","Male",30,50,0.6,"DCMSSCS",0.490196078431373,0,FALSE,0.6
"79","DCMS",2009,"All grades","Male",390,780,0.5,"DCMSAll grades",0.490196078431373,0,FALSE,0.5
"81","DCMS",2010,"SCS","Male",30,70,0.428571428571429,"DCMSSCS",0.490196078431373,0,FALSE,0.428571428571429
"83","DCMS",2010,"All grades","Male",420,840,0.5,"DCMSAll grades",0.490196078431373,0,FALSE,0.5
"85","DCMS",2011,"SCS","Male",30,70,0.428571428571429,"DCMSSCS",0.490196078431373,0,FALSE,0.428571428571429
"88","DCMS",2011,"All grades","Male",390,790,0.493670886075949,"DCMSAll grades",0.490196078431373,0,FALSE,0.493670886075949
"89","DCMS",2012,"SCS","Male",20,40,0.5,"DCMSSCS",0.490196078431373,0,FALSE,0.5
"91","DCMS",2012,"All grades","Male",320,590,0.542372881355932,"DCMSAll grades",0.490196078431373,0,FALSE,0.542372881355932
"94","DCMS",2013,"SCS","Male",20,40,0.5,"DCMSSCS",0.490196078431373,0,FALSE,0.5
"96","DCMS",2013,"All grades","Male",260,510,0.509803921568627,"DCMSAll grades",0.490196078431373,0,FALSE,0.509803921568627
"97","DECC",2008,"SCS","Male",0,0,NA,"DECCSCS",0.465753424657534,0,FALSE,NA
"99","DECC",2008,"All grades","Male",0,0,NA,"DECCAll grades",0.465753424657534,0,FALSE,NA
"101","DECC",2009,"SCS","Male",50,60,0.833333333333333,"DECCSCS",0.465753424657534,0,FALSE,0.833333333333333
"103","DECC",2009,"All grades","Male",530,910,0.582417582417582,"DECCAll grades",0.465753424657534,0,FALSE,0.582417582417582
"105","DECC",2010,"SCS","Male",60,80,0.75,"DECCSCS",0.465753424657534,0,FALSE,0.75
"107","DECC",2010,"All grades","Male",590,1050,0.561904761904762,"DECCAll grades",0.465753424657534,0,FALSE,0.561904761904762
"109","DECC",2011,"SCS","Male",60,80,0.75,"DECCSCS",0.465753424657534,0,FALSE,0.75
"112","DECC",2011,"All grades","Male",650,1170,0.555555555555556,"DECCAll grades",0.465753424657534,0,FALSE,0.555555555555556
"113","DECC",2012,"SCS","Male",60,90,0.666666666666667,"DECCSCS",0.465753424657534,0,FALSE,0.666666666666667
"115","DECC",2012,"All grades","Male",720,1310,0.549618320610687,"DECCAll grades",0.465753424657534,0,FALSE,0.549618320610687
"118","DECC",2013,"SCS","Male",70,100,0.7,"DECCSCS",0.465753424657534,0,FALSE,0.7
"120","DECC",2013,"All grades","Male",780,1460,0.534246575342466,"DECCAll grades",0.465753424657534,0,FALSE,0.534246575342466
"121","Defra",2008,"SCS","Male",140,200,0.7,"DefraSCS",0.527649769585253,0,FALSE,0.7
"123","Defra",2008,"All grades","Male",5530,11550,0.478787878787879,"DefraAll grades",0.527649769585253,0,FALSE,0.478787878787879
"125","Defra",2009,"SCS","Male",130,180,0.722222222222222,"DefraSCS",0.527649769585253,0,FALSE,0.722222222222222
"127","Defra",2009,"All grades","Male",5240,11080,0.472924187725632,"DefraAll grades",0.527649769585253,0,FALSE,0.472924187725632
"129","Defra",2010,"SCS","Male",130,180,0.722222222222222,"DefraSCS",0.527649769585253,0,FALSE,0.722222222222222
"131","Defra",2010,"All grades","Male",5120,10980,0.466302367941712,"DefraAll grades",0.527649769585253,0,FALSE,0.466302367941712
"133","Defra",2011,"SCS","Male",130,180,0.722222222222222,"DefraSCS",0.527649769585253,0,FALSE,0.722222222222222
"136","Defra",2011,"All grades","Male",4650,9980,0.465931863727455,"DefraAll grades",0.527649769585253,0,FALSE,0.465931863727455
"137","Defra",2012,"SCS","Male",110,140,0.785714285714286,"DefraSCS",0.527649769585253,0,FALSE,0.785714285714286
"139","Defra",2012,"All grades","Male",4250,9060,0.469094922737307,"DefraAll grades",0.527649769585253,0,FALSE,0.469094922737307
"142","Defra",2013,"SCS","Male",100,150,0.666666666666667,"DefraSCS",0.527649769585253,0,FALSE,0.666666666666667
"144","Defra",2013,"All grades","Male",4100,8680,0.472350230414747,"DefraAll grades",0.527649769585253,0,FALSE,0.472350230414747
"145","DfE",2008,"SCS","Male",90,180,0.5,"DfESCS",0.592910848549946,0,FALSE,0.5
"147","DfE",2008,"All grades","Male",2130,5920,0.359797297297297,"DfEAll grades",0.592910848549946,0,FALSE,0.359797297297297
"149","DfE",2009,"SCS","Male",80,190,0.421052631578947,"DfESCS",0.592910848549946,0,FALSE,0.421052631578947
