Month,Short Form,IfG classification,Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments,IFG notes,IfG analysis - Non-consultant total,Non payroll,Non payroll component total
01/12/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,7,6.72,7,7,1,1,0,0,17,16,0,0,0,0,0,0,0,0,0,0,17,16,77305.92,879.2,0,11017.3,11572.78,9797.77,110572.97,0,0,0,110572.97,,,0,,
01/12/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,104,99.86,105,101,0,0,0,0,19,19,0,0,19,19,124,120,442120,218.92,3500,5564.13,93126.1,43904.14,588433.29,167905,0,167904.94,756338.23,,,19,,
01/12/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,16,10.8,20,15,,,,,,,,,0,0,20,15,83673.58,1416.67,16885.54,0,7561.55,13552.33,123089.67,0,0,0,123089.67,,,0,,
01/01/2014,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,92,88.96,135,128.79,433,424.92,346,331.36,92,84.84,39,35.48,1137,1094,8,8,0,0,15,12.6,0,0,23,20.6,1160,1115,3893648.72,85650.36,26325,81363.38,766254.21,360202.3,5213443.97,61895,135505,197400,5410843.97,,,20.6,,
01/01/2014,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,7,6.72,7,7,1,1,0,0,17,16,0,0,0,0,0,0,0,0,0,0,17,16,82099.98,648.5,0,3670.58,14119.04,8506.47,109044.57,,,0,109044.57,,,0,,
01/01/2014,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,107,102.86,108,104,0,0,0,0,14,14,0,0,14,14,122,118,446276.49,-117.89,0,25.25,93309.34,42979.56,582472.75,255253,11019,266272,848744.75,,,14,,
01/01/2014,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,1,1,3,3,,,15,9.8,19,14,,,,,,,,,0,0,19,14,95034.3,1416.67,-2598.99,0,5788.59,11696.29,111336.86,,1,1,111337.86,,,0,,
01/02/2014,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,91,87.96,132,125.79,435,427.91,341,327.43,92,85.27,42,38.48,1133,1093,12,12,0,0,12,10.2,0,0,24,22.2,1157,1115,3866101.72,85006.29,15340.44,37646.72,777092.14,364933.5,5146120.81,51586,60653,112239,5258359.81,,,22.2,,
01/02/2014,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,7,6.72,7,7,1,1,0,0,17,16,0,0,0,0,0,0,0,0,0,0,17,16,78944.73,583.74,0,0,12979.81,8463.71,100971.99,0,,0,100971.99,,,0,,
01/02/2014,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,108,104.26,109,105,0,0,0,0,10,10,0,0,10,10,119,115,484485.25,2.81,17250,9363.42,97456.99,51364.08,659922.55,141716,10997,152713,812635.55,,,10,,
01/02/2014,HMT,Non CS,Other,Other,HM Treasury,,,,,1,1,3,3,,,15,9.9,19,14,,,,,,,,,0,0,19,14,95647.16,1416.67,10245.7,0,5275.85,12573.45,125158.83,,,0,125158.83,,,0,,
01/03/2014,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,90,86.59,133,127.01,429,423.11,344,329.92,93,86.27,42,38.11,1131,1091,12,12,0,0,10,9.8,0,0,22,21.8,1153,1113,4277288.74,82124.56,22044.72,130111.71,765036.72,401472.97,5678079.42,83885,3557160,3641045,9319124.42,,,21.8,,
01/03/2014,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,9,8.72,6,6,1,1,0,0,18,17,0,0,0,0,0,0,0,0,0,0,18,17,101052.13,583.74,3320,9800,12147.95,9617.51,136521.33,0,0,0,136521.33,,,0,,
01/03/2014,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,110,106.26,111,107,0,0,0,0,11,11,0,0,11,11,122,118,438853.16,69.21,0,10621.32,41631.24,43183.75,534358.68,190131,68146,258277,792635.68,,,11,,
01/03/2014,HMT,Non CS,Other,Other,HM Treasury,0,0,0,0,1,1,3,3,0,0,16,10.9,20,15,,,,,,,,,0,0,20,15,112455.83,1416.67,12060.38,0,15159.03,13812.41,154904.32,0,135713,135713,290617.32,,,0,,
01/04/2014,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,85,81.59,130,123.87,425,424.1,341,326.91,93,85.87,43,39.11,1117,1081,13,13,0,0,11,8.8,0,0,24,21.8,1141,1103,,,,,,,0,129547,590705,720252,720252,,,21.8,,
01/04/2014,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,9,8.72,6,6,1,1,0,0,18,17,0,0,0,0,0,0,0,0,0,0,18,17,,,,,,,0,0,0,0,0,,,0,,
01/04/2014,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,112,108.26,113,109,0,0,0,0,11,11,0,0,11,11,124,120,,,,,,,0,149301,78970,228271,228271,,,11,,
01/04/2014,HMT,Non CS,OTHER,OTHER,HM Treasury,0,0,0,0,1,1,3,3,0,0,16,10.8,20,15,0,0,0,0,0,0,0,0,0,0,20,15,,,,,,,0,0,1,1,1,,,0,,
01/05/2014,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,82,78.59,130,123.95,435,429.91,338,324.1,95,87.84,43,39.11,1123,1084,12,12,0,0,11,8.8,0,0,23,20.8,1146,1104,3808841.71,73413.09,1000,30157.69,763522.38,359493.65,5036428.52,112307,221591,333898,5370326.52,,,20.8,,
01/05/2014,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,2,2,1,0.61,9,8.72,8,8,1,1,0,0,21,20,0,0,0,0,0,0,0,0,0,0,21,20,85306.1,844.66,0,0,14242.4,8544.96,108938.12,0,0,0,108938.12,,,0,,
01/05/2014,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,111,107.26,112,108,0,0,0,0,11,11,0,0,11,11,123,119,476928.29,25034.61,0,9779.96,99143.37,50694.95,661581.18,146870,12941,159811,821392.18,,,11,,
01/05/2014,HMT,Non CS,OTHER,OTHER,HM Treasury,0,0,0,0,1,1,3,3,0,0,16,10.8,20,15,0,0,0,0,0,0,0,0,0,0,20,15,106232.94,1416.67,13217.25,0,13342.51,15270.46,149479.83,0,186840,186840,336319.83,,,0,,
01/04/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,170,163.72,284,276.73,441,432.73,645,634.11,221,215.95,178,174.53,1939,1898,4,4,90,83.12,15,13.38,8,5,117,105.5,2056,2003,6712818.99,329344.33,33860,97054.64,1474337.66,674773.9,9322189.52,593917,121996,715913,10038102.52,,,100.5,,
01/04/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,2,2,3,3,3,3,1,1,1,1,12,12,0,0,0,0,0,0,0,0,0,0,12,12,33808.43,180,0,0,6812.63,2966.25,43767.31,,,0,43767.31,,,0,,
01/04/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,32,30.6,65,61.4,177,172,109,107.7,5,5,0,0,388,377,17,17,18,18,0,0,0,0,35,35,423,412,1229104.06,5387.34,0,507.99,240554.58,109237.44,1584791.41,50678.87,0,50678.87,1635470.28,,,35,,
01/04/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,109,103,491,459,277,263,87,85,20,20,0,0,984,930,39,39,0,0,4,4,0,0,43,43,1027,973,2178436.08,46328.4,0,33093.58,372449.25,180616.96,2810924.27,159265.2,0,159265.2,2970189.47,,,43,,
01/05/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,168,161.72,300,291.83,451,441.92,664,652.92,219,213.6,178,174.53,1980,1937,5,5,93,78.09,15,14.57,22,20,135,117.66,2115,2054,6797784.28,342618.3,15679,85333.31,1490827.41,687042.75,9419285.05,1172148,913973,2086121,11505406.05,,,97.66,,
01/05/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,2,2,3,3,3,3,1,1,1,1,12,12,0,0,0,0,0,0,0,0,0,0,12,12,33808.43,45,0,0,6812.63,2966.25,43632.31,0,0,0,43632.31,,,0,,
01/05/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,33,31.5,67,63.3,177,172,114,112.3,6,6,0,0,397,385,21,21,18,18,0,0,0,0,39,39,436,424,1241765.02,7298.94,10000,0,245033.12,111469.42,1615566.5,18431.81,0,18431.81,1633998.31,,,39,,
01/05/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,116,110,498,467,277,263,88,85,19,19,0,0,998,944,30,30,0,0,6,3.5,0,0,36,33.5,1034,978,2194812.09,56344.91,0,15271.69,371450.38,177161.17,2815040.24,120457.66,0,120457.66,2935497.9,,,33.5,,
01/06/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,171,164.93,307,299.05,456,446.67,679,667.57,218,214,176,172.11,2007,1964,5,5,119,117.7,13,12.2,35,20,172,154.9,2179,2119,6912755.07,334871,10845,86442.58,1521562.61,688950.16,9555426.42,1532597.07,1563046,3095643.07,12651069.49,,,134.9,,
01/06/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,2,2,3,3,3,3,1,1,1,1,12,12,0,0,0,0,0,0,0,0,0,0,12,12,30079.85,45,0,0,6812.63,2966.25,39903.73,0,0,0,39903.73,,,0,,
01/06/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,31,29.6,67,63.4,177,172.3,118,116.2,5,5,0,0,398,387,21,21,18,18,0,0,0,0,39,39,437,426,1239963.89,3974.7,0,0,241938.24,108413.9,1594290.73,67560.55,0,67560.55,1661851.28,,,39,,
01/06/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,115,110,507,475,257,243,95,92,18,18,0,0,992,938,40,40,0,0,5,2,0,0,45,42,1037,980,2185277.89,57777.32,0,14273.95,370433.57,180223.13,2807985.86,131931.16,0,131931.16,2939917.02,,,42,,
01/07/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,183,176.93,319,311.04,456,446.67,684,672.34,221,216,181,176.91,2044,2000,4,4,136,132.2,10,10,62,34.25,212,180.45,2256,2180,6983210.03,326865.24,494400,120806.74,1533391.38,768406.79,10227080.18,1594130,1572895,3167025,13394105.18,,,146.2,,
01/07/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,3,3,4,3.8,3,3,1,1,1,1,14,13,0,0,0,0,0,0,0,0,0,0,14,13,33218.92,45,0,0,5444.54,2731.46,41439.92,0,0,0,41439.92,,,0,,
01/07/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,31,29.6,68,64.4,181,176.3,120,118.4,5,5,0,0,405,394,17,17,12,12,0,0,0,0,29,29,434,423,1247450.42,10321.5,0,0,246458.03,111736.17,1615966.12,84802.18,0,84802.18,1700768.3,,,29,,
01/07/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,118,112,501,468,257,244,94,92,18,18,0,0,988,934,40,40,0,0,8,6,0,0,48,46,1036,980,2180104.25,62765.62,246087.28,20639.14,367434.47,208501.34,3085532.1,148373.09,0,148373.09,3233905.19,,,46,,
01/08/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,187,180.93,314,306.05,464,454.47,690,677.82,221,216.11,179,174.69,2055,2010,5,4.75,145,141.4,11,11,23,19.1,184,176.25,2239,2186,7050160.02,349810.12,172600,90509.25,1540270.22,752230.98,9955580.59,1767142,1099256,2866398,12821978.59,,,157.15,,
01/08/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,8,8,5,4.8,5,5,1,1,1,1,22,21,0,0,0,0,0,0,0,0,0,0,22,21,55093.81,826.67,0,0,11152.02,4671.63,71744.13,0,0,0,71744.13,,,0,,
01/08/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,30,28.6,69,65.6,186,181.3,121,119.4,6,6,0,0,412,401,15,15,11,11,0,0,0,0,26,26,438,427,1256740.44,6151.05,0,0,249116.95,110264.84,1622273.28,121086.76,0,121086.76,1743360.04,,,26,,
01/08/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,110,105,489,457,256,243,94,91,18,18,0,0,967,914,38,38,0,0,9,8,0,0,47,46,1014,960,2147081.91,57285.28,0,24207.16,369794.63,178533.16,2776902.14,195688.2,0,195688.2,2972590.34,,,46,,
01/09/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,182,175.93,318,309.36,464,454.21,684,671.47,222,216.61,180,176.46,2050,2004,6,5.75,201,201,20,18.1,10,7.75,237,232.6,2287,2237,7071896.98,364220.31,1283646,82454.8,1555308.38,878414.89,11235941.36,1508483,874889,2383372,13619313.36,,,224.85,,
01/09/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,6,6,5,4.8,5,5,1,1,1,1,20,19,0,0,0,0,0,0,0,0,0,0,20,19,54340.43,826.67,15927,0,11104.45,6803.08,89001.63,0,0,0,89001.63,,,0,,
01/09/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,30,28.6,71,68,189,184.3,122,120.4,5,5,0,0,417,406,14,14,11,11,0,0,0,0,25,25,442,431,1286788.46,5312.44,0,653.38,252869.74,112966.19,1658590.21,80719.45,16500,97219.45,1755809.66,,,25,,
01/09/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,108,102,489,457,259,246,93,90,18,18,0,0,967,913,60,60,0,0,7,5,0,0,67,65,1034,978,2143952.97,53864.47,1031.76,27836.4,368047.71,180090.38,2774823.69,202086.86,0,202086.86,2976910.55,,,65,,
01/10/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,178,172.2,307,298.28,470,460.92,695,682.25,222,216.61,184,180.94,2056,2011,4,3.75,226,224.1,12,12,29,22.5,271,262.35,2327,2274,7066465.48,355369.77,67674.7,86114.61,1548610.13,714063.62,9838298.31,3677190,2160173,5837363,15675661.31,,,239.85,,
01/10/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,6,6,5,4.8,4,4,1,1,1,1,19,18,0,0,0,0,0,0,0,0,0,0,19,18,54324.72,795,0,0,10947.83,4774.14,70841.69,0,0,0,70841.69,,,0,,
01/10/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,29,27.6,73,70.1,193,188.8,120,118.9,6,6,0,0,421,411,15,15,12,12,0,0,0,0,27,27,448,438,1302306.58,6176.55,0,951.83,254547.29,116761.29,1680743.54,47622.83,,47622.83,1728366.37,,,27,,
01/10/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,106,100,484,452,258,244,90,87,19,19,0,0,957,902,66,66,0,0,6,2.5,0,0,72,68.5,1029,971,2265805.29,51222.59,0,33521.08,428859.89,194980.75,2974389.6,168451.2,0,168451.2,3142840.8,,,68.5,,
01/11/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,178,172.76,310,299.47,466,457.45,721,707.67,230,224.36,190,186.99,2095,2049,4,3.75,279,279,10,10,36,25.5,329,318.25,2424,2367,7191974.85,358823.28,55325,79216.03,1583456.74,723417.88,9992213.78,3377522.89,3711490,7089012.89,17081226.67,,,292.75,,
01/11/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,6,6,5,4.8,4,4,1,1,1,1,19,18,0,0,0,0,0,0,0,0,0,0,19,18,50541.96,795,0,0,10395.49,4406.33,66138.78,0,,0,66138.78,,,0,,
01/11/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,26,24.6,73,70.2,202,197.5,119,118.3,6,6,0,0,426,417,18,18,12,12,0,0,0,0,30,30,456,447,1397399.85,6774.35,298400,3715.7,272823.6,164407.94,2143521.44,150403.74,,150403.74,2293925.18,,,30,,
01/11/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,105,99,486,454,253,239,90,87,19,19,0,0,953,898,103,103,0,0,12,7,0,0,115,110,1068,1008,2124443.51,52026.4,0,30057.4,391378.76,171790.76,2769696.83,229773.72,0,229773.72,2999470.55,,,110,,
01/12/2013,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,174,168.76,308,299.12,468,459.59,737,724.63,229,222.76,187,183.85,2103,2059,7,6.75,260,258.1,8,8,15,13,290,285.85,2393,2345,7343394.09,382050.95,26845,130190.06,1620261.9,745268.6,10248010.6,2001512.39,0,2001512.39,12249522.99,,,272.85,,
01/12/2013,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,2,5,5,4,3.8,4,4,1,1,1,1,17,17,0,0,0,0,0,0,0,0,0,0,17,17,47525.37,725.81,0,0,9464.38,4020.96,61736.52,0,0,0,61736.52,,,0,,
01/12/2013,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,26,24.6,73,70.2,202,197.7,119,118.3,6,6,0,0,426,417,17,17,13,13,0,0,0,0,30,30,456,447,1361430.7,5409.98,2400,214.87,264949.85,119991.35,1754396.75,60009.04,0,60009.04,1814405.79,,,30,,
01/12/2013,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,104,98,495,462,253,240,89,86,19,19,0,0,960,905,102,102,0,0,8,6,0,0,110,108,1070,1013,2144455.51,60826.5,0,30458.56,389313.7,177266.9,2802321.17,312446,0,312446,3114767.17,,,108,,
01/01/2014,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,173,167.76,317,308.12,463,454.96,758,746.14,232,226.75,181,177.85,2124,2082,3,2.75,260,258.2,9,9,7,3.25,279,273.2,2403,2355,7332642.41,380232.65,12400,99064.76,1617288.72,739332.74,10180961.28,3494743.24,286325.28,3781068.52,13962029.8,,,269.95,,
01/01/2014,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,5,5,3,2.8,4,4,1,1,1,1,16,15,0,0,0,0,0,0,0,0,0,0,16,15,43921.64,563.08,0,0,8909.81,3820.92,57215.45,0,0,0,57215.45,,,0,,
01/01/2014,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,24,22.6,73,70.2,215,210.7,116,115.3,6,6,0,0,434,425,17,17,13,13,0,0,0,0,30,30,464,455,1361275.26,3709.13,0,971.32,264276.33,120150.24,1750382.28,108353.98,40800,149153.98,1899536.26,,,30,,
01/01/2014,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,105,99,492,460,250,236,88,85,18,18,0,0,953,898,109,109,0,0,8,4.5,0,0,117,113.5,1070,1012,2121146.79,51492.29,0,16473.97,395008.82,166789.81,2750911.68,288265.82,0,288265.82,3039177.5,,,113.5,,
01/02/2014,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,172,166.54,313,304.69,469,461.13,740,728.52,237,231.75,178,175.1,2109,2068,6,5.75,308,299.8,6,6,13,13,333,324.55,2442,2392,7466950.77,401030.02,25779,86590.63,1637130.76,759570.44,10377051.62,3911089.51,3239290.48,7150379.99,17527431.61,,,311.55,,
01/02/2014,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,2,1.56,5,5,3,2.8,4,4,1,1,1,1,16,15,0,0,0,0,0,0,0,0,0,0,16,15,43968.23,545,0,0,8950.09,3823.89,57287.21,0,0,0,57287.21,,,0,,
01/02/2014,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,25,23.6,85,82.2,223,218.7,128,126.8,9,9,0,0,470,460,17,17,13,13,0,0,0,0,30,30,500,490,1534591,7340.01,0,891.34,294529.93,137353.94,1974706.22,149392.12,45900,195292.12,2169998.34,,,30,,
01/02/2014,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,106,100,509,476,250,236,87,84,18,18,0,0,970,914,92,92,0,0,5,3,0,0,97,95,1067,1009,2140448.59,53298.19,0,19574.5,386802.75,168247.85,2768371.88,240844.42,0,240844.42,3009216.3,,,95,,
01/03/2014,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,172,166.76,316,307.85,468,460.13,750,737.77,237,232.75,174,171.1,2117,2076,5,4.75,273,270.2,5,5,12,12,295,291.95,2412,2368,########,########,########,########,########,########,########,########,########,########,########,,,279.95,,
01/03/2014,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,3,2.56,5,5,3,2.8,4,4,1,1,1,1,17,16,0,0,0,0,0,0,0,0,0,0,17,16,########,545,0,0,8963.19,3831.13,########,0,0,0,########,,,0,,
01/03/2014,CO,Non-Whitehall CS,Government Procurement Service,Executive Agency,Cabinet Office,28,26.6,84,81.2,224,219.8,133,131.8,15,15,0,0,484,474,13,13,14,14,0,0,0,0,27,27,511,501,########,7214.79,0,564.38,########,########,########,########,########,########,########,,,27,,
01/03/2014,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,104,98,507,474,251,241,87,83,19,19,0,0,968,915,65,65,0,0,8,7,0,0,73,72,1041,987,########,########,0,########,########,########,########,########,0,########,########,,,72,,
01/04/2014,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,169,163.76,314,305.85,471,462.57,760,748.77,243,238.7,184,180.71,2141,2100,18,17.75,237,237,10,10,12,4.5,277,269.25,2418,2370,7469886.58,388341.85,13895,104992.06,1646153.8,751860.59,10375129.88,1659092,0,1659092,12034221.88,,,264.75,,
01/04/2014,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,3,2.56,5,5,3,2.8,4,4,1,1,1,1,17,16,0,0,0,0,0,0,0,0,0,0,17,16,45687.04,545,0,0,9238.6,3885.73,59356.37,0,0,0,59356.37,,,0,,
01/04/2014,CO,Non-Whitehall CS,Crown Commercial Services,Executive Agency,Cabinet Office,34,33.5,96,92.7,244,238.8,168,167,27,26.7,0,0,569,559,12,12,25,25,0,0,0,0,37,37,606,596,1578014.76,5071.83,0,0,311750.33,138065.97,2032902.89,43272.65,0,43272.65,2076175.54,,,37,,
01/04/2014,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,98,92,488,454,243,230,81,77,19,19,0,0,929,872,46,46,0,0,7,4.5,0,0,53,50.5,982,923,2059455.2,43791.03,0,38183.73,378011.83,164538.92,2683980.71,165735.85,0,165735.85,2849716.56,,,50.5,,
01/05/2014,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,168,161.87,295,287.02,469,461.31,744,732.3,233,229,177,173.51,2086,2045,12,11.75,288,288,14,14,7,6,321,319.75,2407,2365,7265913.3,399037.06,36050,94242.28,1606084.26,736022.29,10137349.19,3272881,994740,4267621,14404970.19,,,313.75,,
01/05/2014,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,3,2.56,5,5,3,2.8,4,4,1,1,1,1,17,16,0,0,0,0,0,0,0,0,0,0,17,16,45687.04,545,0,0,8963.19,3925.45,59120.68,0,0,0,59120.68,,,0,,
01/05/2014,CO,Non-Whitehall CS,Crown Commercial Services,Executive Agency,Cabinet Office,39,38.5,99,95.3,248,243,169,167.6,33,32.7,0,0,588,577,8,8,23,23,0,0,0,0,31,31,619,608,1962174.48,6228.74,6750,133.55,386757.33,176256.79,2538300.89,174403.21,253604.08,428007.29,2966308.18,,,31,,
01/05/2014,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,107,101,496,462,245,232,80,77,19,19,0,0,947,891,40,40,0,0,5,3,0,0,45,43,992,934,2088897.99,44340.19,0,12708.31,377472.85,158776.46,2682195.8,118827.6,0,118827.6,2801023.4,,,43,,
01/06/2014,CO,Whitehall,Cabinet Office,Ministerial Department,Cabinet Office,172,165.86,312,303.82,482,472.84,759,747.27,235,231,173,169.87,2133,2091,15,14.05,249,249,10,9.05,7,7,281,279.1,2414,2370,7387562.57,387194.16,38500,97427.23,1624244.77,743062.7,10277991.43,2613584,628118,3241702,13519693.43,,,272.1,,
01/06/2014,CO,Non CS,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,3,2.56,5,5,3,2.8,3,3,1,1,1,1,16,15,0,0,0,0,0,0,0,0,0,0,16,15,41283.62,545,0,0,8003.24,3506.37,53338.23,0,0,0,53338.23,,,0,,
01/06/2014,CO,Non-Whitehall CS,Crown Commercial Services,Executive Agency,Cabinet Office,47,45.8,91,87,275,268.9,174,172.2,36,35.7,0,0,623,610,16,16,23,23,0,0,0,0,39,39,662,649,2018572.57,156462.52,0,0,427073.73,197052.58,2799161.4,157718.94,19055.35,176774.29,2975935.69,,,39,,
01/06/2014,CO,Non CS,Big Lottery Fund,Executive Non-Departmental Public Body,Cabinet Office,105,99,491,457,247,234,80,77,19,19,0,0,942,886,42,42,0,0,4,3.5,0,0,46,45.5,988,932,2672020.45,43856.88,0,19809.59,378421.94,157919.26,3272028.12,170822.4,0,170822.4,3442850.52,,,45.5,,
01/04/2013,DCLG,Whitehall,Department for Communities and Local Government,Ministerial Department,Department for Communities and Local Government,89,86.3,236,228.9,770,748.9,501,486.9,83,80.5,,,1679,1632,6,6,1,1,46,46,3,3,56,56,1791,1741,5483484,82248,262322,37818,1149511,526991,7542374,231307,77623,308930,7851304,,,53,,
