"","Group","Date","Age.band","gradeval","Gender","count","total","share","sharebothgenders","gradescore","meangradescore","sorter","totalgroup","yvar"
"1","BIS",2012,"< 29",1,"Female",890,17940,-0.0496098104793757,0.0947603121516165,0.0947603121516165,0.488015607580825,0.488015607580825,FALSE,-0.0496098104793757
"2","BIS",2012,"< 29",1,"Male",810,17940,0.0451505016722408,0.0947603121516165,0.0947603121516165,0.488015607580825,0.488015607580825,FALSE,0.0451505016722408
"3","BIS",2012,"50-59",4,"Female",2050,17940,-0.114269788182832,0.248049052396878,0.992196209587514,0.488015607580825,0.488015607580825,FALSE,-0.114269788182832
"4","BIS",2012,"50-59",4,"Male",2400,17940,0.133779264214047,0.248049052396878,0.992196209587514,0.488015607580825,0.488015607580825,FALSE,0.133779264214047
"5","BIS",2012,"65 +",6,"Female",50,17940,-0.00278706800445931,0.00613154960981048,0.0367892976588629,0.488015607580825,0.488015607580825,FALSE,-0.00278706800445931
"6","BIS",2012,"40-49",3,"Female",3460,17940,-0.192865105908584,0.369565217391304,1.10869565217391,0.488015607580825,0.488015607580825,FALSE,-0.192865105908584
"7","BIS",2012,"65 +",6,"Male",60,17940,0.00334448160535117,0.00613154960981048,0.0367892976588629,0.488015607580825,0.488015607580825,FALSE,0.00334448160535117
"8","BIS",2012,"60-64",5,"Male",500,17940,0.0278706800445931,0.0423634336677815,0.211817168338907,0.488015607580825,0.488015607580825,FALSE,0.0278706800445931
"9","BIS",2012,"30-39",2,"Female",2320,17940,-0.129319955406912,0.241917502787068,0.483835005574136,0.488015607580825,0.488015607580825,FALSE,-0.129319955406912
"10","BIS",2012,"60-64",5,"Female",260,17940,-0.0144927536231884,0.0423634336677815,0.211817168338907,0.488015607580825,0.488015607580825,FALSE,-0.0144927536231884
"11","BIS",2012,"40-49",3,"Male",3170,17940,0.17670011148272,0.369565217391304,1.10869565217391,0.488015607580825,0.488015607580825,FALSE,0.17670011148272
"12","BIS",2012,"30-39",2,"Male",2020,17940,0.112597547380156,0.241917502787068,0.483835005574136,0.488015607580825,0.488015607580825,FALSE,0.112597547380156
"13","CO",2012,"50-59",4,"Male",280,2730,0.102564102564103,0.186813186813187,0.747252747252747,0.43956043956044,0.43956043956044,FALSE,0.102564102564103
"14","CO",2012,"65 +",6,"Female",10,2730,-0.00366300366300366,0.00732600732600733,0.043956043956044,0.43956043956044,0.43956043956044,FALSE,-0.00366300366300366
"15","CO",2012,"60-64",5,"Female",40,2730,-0.0146520146520147,0.0293040293040293,0.146520146520147,0.43956043956044,0.43956043956044,FALSE,-0.0146520146520147
"16","CO",2012,"60-64",5,"Male",40,2730,0.0146520146520147,0.0293040293040293,0.146520146520147,0.43956043956044,0.43956043956044,FALSE,0.0146520146520147
"17","CO",2012,"< 29",1,"Male",200,2730,0.0732600732600733,0.153846153846154,0.153846153846154,0.43956043956044,0.43956043956044,FALSE,0.0732600732600733
"18","CO",2012,"40-49",3,"Female",390,2730,-0.142857142857143,0.285714285714286,0.857142857142857,0.43956043956044,0.43956043956044,FALSE,-0.142857142857143
"19","CO",2012,"40-49",3,"Male",390,2730,0.142857142857143,0.285714285714286,0.857142857142857,0.43956043956044,0.43956043956044,FALSE,0.142857142857143
"20","CO",2012,"65 +",6,"Male",10,2730,0.00366300366300366,0.00732600732600733,0.043956043956044,0.43956043956044,0.43956043956044,FALSE,0.00366300366300366
"21","CO",2012,"50-59",4,"Female",230,2730,-0.0842490842490843,0.186813186813187,0.747252747252747,0.43956043956044,0.43956043956044,FALSE,-0.0842490842490843
"22","CO",2012,"30-39",2,"Female",520,2730,-0.19047619047619,0.344322344322344,0.688644688644689,0.43956043956044,0.43956043956044,FALSE,-0.19047619047619
"23","CO",2012,"30-39",2,"Male",420,2730,0.153846153846154,0.344322344322344,0.688644688644689,0.43956043956044,0.43956043956044,FALSE,0.153846153846154
"24","CO",2012,"< 29",1,"Female",220,2730,-0.0805860805860806,0.153846153846154,0.153846153846154,0.43956043956044,0.43956043956044,FALSE,-0.0805860805860806
"25","DCLG",2012,"30-39",2,"Female",420,2770,-0.151624548736462,0.288808664259928,0.577617328519856,0.492779783393502,0.492779783393502,FALSE,-0.151624548736462
"26","DCLG",2012,"< 29",1,"Male",100,2770,0.036101083032491,0.0794223826714801,0.0794223826714801,0.492779783393502,0.492779783393502,FALSE,0.036101083032491
"27","DCLG",2012,"< 29",1,"Female",120,2770,-0.0433212996389892,0.0794223826714801,0.0794223826714801,0.492779783393502,0.492779783393502,FALSE,-0.0433212996389892
"28","DCLG",2012,"65 +",6,"Male",50,2770,0.0180505415162455,0.0180505415162455,0.108303249097473,0.492779783393502,0.492779783393502,FALSE,0.0180505415162455
"29","DCLG",2012,"30-39",2,"Male",380,2770,0.137184115523466,0.288808664259928,0.577617328519856,0.492779783393502,0.492779783393502,FALSE,0.137184115523466
"30","DCLG",2012,"60-64",5,"Female",40,2770,-0.0144404332129964,0.0505415162454874,0.252707581227437,0.492779783393502,0.492779783393502,FALSE,-0.0144404332129964
"31","DCLG",2012,"60-64",5,"Male",100,2770,0.036101083032491,0.0505415162454874,0.252707581227437,0.492779783393502,0.492779783393502,FALSE,0.036101083032491
"32","DCLG",2012,"40-49",3,"Male",460,2770,0.166064981949458,0.328519855595668,0.985559566787004,0.492779783393502,0.492779783393502,FALSE,0.166064981949458
"33","DCLG",2012,"50-59",4,"Female",280,2770,-0.101083032490975,0.23826714801444,0.953068592057762,0.492779783393502,0.492779783393502,FALSE,-0.101083032490975
