"","Group","Date","Civil.Service.grad","Disability.statu","count","total","share","sorter","totalgroup","grp","yvar"
"54","Defra",2009,"SCS","Disabled",10,170,0.0588235294117647,0.116822429906542,FALSE,"DefraSCS",0.0588235294117647
"55","Defra",2010,"SCS","Disabled",10,40,0.25,0.116822429906542,FALSE,"DefraSCS",0.25
"56","Defra",2008,"SCS","Disabled",0,170,0,0.116822429906542,FALSE,"DefraSCS",0
"57","Defra",2012,"All grades","Disabled",750,6420,0.116822429906542,0.116822429906542,FALSE,"DefraAll grades",0.116822429906542
"58","Defra",2010,"All grades","Disabled",830,5970,0.139028475711893,0.116822429906542,FALSE,"DefraAll grades",0.139028475711893
"59","Defra",2011,"All grades","Disabled",840,6840,0.12280701754386,0.116822429906542,FALSE,"DefraAll grades",0.12280701754386
"60","Defra",2009,"All grades","Disabled",780,9860,0.0791075050709939,0.116822429906542,FALSE,"DefraAll grades",0.0791075050709939
"61","DfE",2012,"SCS","Disabled",0,130,0,0.0856353591160221,FALSE,"DfESCS",0
"62","DfE",2011,"SCS","Disabled",0,130,0,0.0856353591160221,FALSE,"DfESCS",0
"63","DfE",2010,"SCS","Disabled",0,150,0,0.0856353591160221,FALSE,"DfESCS",0
"64","DfE",2010,"All grades","Disabled",350,4090,0.0855745721271394,0.0856353591160221,FALSE,"DfEAll grades",0.0855745721271394
"65","DfE",2009,"SCS","Disabled",0,160,0,0.0856353591160221,FALSE,"DfESCS",0
"66","DfE",2009,"All grades","Disabled",380,4490,0.0846325167037862,0.0856353591160221,FALSE,"DfEAll grades",0.0846325167037862
"67","DfE",2008,"SCS","Disabled",0,140,0,0.0856353591160221,FALSE,"DfESCS",0
"68","DfE",2012,"All grades","Disabled",310,3620,0.0856353591160221,0.0856353591160221,FALSE,"DfEAll grades",0.0856353591160221
"69","DfE",2008,"All grades","Disabled",410,4550,0.0901098901098901,0.0856353591160221,FALSE,"DfEAll grades",0.0901098901098901
"70","DfE",2011,"All grades","Disabled",290,3720,0.0779569892473118,0.0856353591160221,FALSE,"DfEAll grades",0.0779569892473118
"71","DfID",2012,"SCS","Disabled",0,80,0,0.0409356725146199,FALSE,"DfIDSCS",0
"72","DfID",2011,"SCS","Disabled",0,80,0,0.0409356725146199,FALSE,"DfIDSCS",0
"73","DfID",2009,"SCS","Disabled",0,100,0,0.0409356725146199,FALSE,"DfIDSCS",0
"74","DfID",2012,"All grades","Disabled",70,1710,0.0409356725146199,0.0409356725146199,FALSE,"DfIDAll grades",0.0409356725146199
"75","DfID",2010,"SCS","Disabled",0,90,0,0.0409356725146199,FALSE,"DfIDSCS",0
"76","DfID",2008,"SCS","Disabled",0,100,0,0.0409356725146199,FALSE,"DfIDSCS",0
"77","DfID",2011,"All grades","Disabled",60,1620,0.037037037037037,0.0409356725146199,FALSE,"DfIDAll grades",0.037037037037037
"78","DfID",2010,"All grades","Disabled",60,1620,0.037037037037037,0.0409356725146199,FALSE,"DfIDAll grades",0.037037037037037
"79","DfID",2009,"All grades","Disabled",60,1660,0.036144578313253,0.0409356725146199,FALSE,"DfIDAll grades",0.036144578313253
"80","DfID",2008,"All grades","Disabled",60,1670,0.0359281437125748,0.0409356725146199,FALSE,"DfIDAll grades",0.0359281437125748
"81","DfT",2009,"SCS","Disabled",0,190,0,0.108834827144686,FALSE,"DfTSCS",0
"82","DfT",2010,"SCS","Disabled",0,200,0,0.108834827144686,FALSE,"DfTSCS",0
"83","DfT",2008,"SCS","Disabled",0,170,0,0.108834827144686,FALSE,"DfTSCS",0
"84","DfT",2011,"All grades","Disabled",1690,16260,0.103936039360394,0.108834827144686,FALSE,"DfTAll grades",0.103936039360394
"85","DfT",2009,"All grades","Disabled",1590,17370,0.0915371329879102,0.108834827144686,FALSE,"DfTAll grades",0.0915371329879102
"86","DfT",2010,"All grades","Disabled",1660,17060,0.0973036342321219,0.108834827144686,FALSE,"DfTAll grades",0.0973036342321219
"87","DfT",2008,"All grades","Disabled",970,14140,0.0685997171145686,0.108834827144686,FALSE,"DfTAll grades",0.0685997171145686
"88","DfT",2012,"All grades","Disabled",1700,15620,0.108834827144686,0.108834827144686,FALSE,"DfTAll grades",0.108834827144686
"89","DfT",2012,"SCS","Disabled",0,150,0,0.108834827144686,FALSE,"DfTSCS",0
"90","DfT",2011,"SCS","Disabled",0,160,0,0.108834827144686,FALSE,"DfTSCS",0
"91","DH",2009,"All grades","Disabled",240,4270,0.0562060889929742,0.0542452830188679,FALSE,"DHAll grades",0.0562060889929742
"92","DH",2008,"All grades","Disabled",260,5060,0.0513833992094862,0.0542452830188679,FALSE,"DHAll grades",0.0513833992094862
"93","DH",2008,"SCS","Disabled",20,370,0.0540540540540541,0.0542452830188679,FALSE,"DHSCS",0.0540540540540541
"94","DH",2012,"SCS","Disabled",10,340,0.0294117647058824,0.0542452830188679,FALSE,"DHSCS",0.0294117647058824
"95","DH",2010,"SCS","Disabled",10,390,0.0256410256410256,0.0542452830188679,FALSE,"DHSCS",0.0256410256410256
"96","DH",2011,"SCS","Disabled",10,370,0.027027027027027,0.0542452830188679,FALSE,"DHSCS",0.027027027027027
"97","DH",2009,"SCS","Disabled",10,350,0.0285714285714286,0.0542452830188679,FALSE,"DHSCS",0.0285714285714286
"98","DH",2012,"All grades","Disabled",230,4240,0.0542452830188679,0.0542452830188679,FALSE,"DHAll grades",0.0542452830188679
"99","DH",2010,"All grades","Disabled",290,4520,0.0641592920353982,0.0542452830188679,FALSE,"DHAll grades",0.0641592920353982
"100","DH",2011,"All grades","Disabled",260,4930,0.0527383367139959,0.0542452830188679,FALSE,"DHAll grades",0.0527383367139959
"101","DWP",2012,"SCS","Disabled",10,230,0.0434782608695652,0.0622119815668203,FALSE,"DWPSCS",0.0434782608695652
"102","DWP",2011,"SCS","Disabled",10,280,0.0357142857142857,0.0622119815668203,FALSE,"DWPSCS",0.0357142857142857
"103","DWP",2010,"SCS","Disabled",10,310,0.032258064516129,0.0622119815668203,FALSE,"DWPSCS",0.032258064516129
"104","DWP",2009,"SCS","Disabled",10,300,0.0333333333333333,0.0622119815668203,FALSE,"DWPSCS",0.0333333333333333
"105","DWP",2012,"All grades","Disabled",5940,95480,0.0622119815668203,0.0622119815668203,FALSE,"DWPAll grades",0.0622119815668203
"106","DWP",2010,"All grades","Disabled",6370,105740,0.060242103272177,0.0622119815668203,FALSE,"DWPAll grades",0.060242103272177
"107","DWP",2008,"SCS","Disabled",10,310,0.032258064516129,0.0622119815668203,FALSE,"DWPSCS",0.032258064516129
"108","DWP",2011,"All grades","Disabled",6340,101620,0.062389293446172,0.0622119815668203,FALSE,"DWPAll grades",0.062389293446172
"109","DWP",2009,"All grades","Disabled",5840,106810,0.0546765284149424,0.0622119815668203,FALSE,"DWPAll grades",0.0546765284149424
"110","DWP",2008,"All grades","Disabled",6150,112710,0.0545648123502795,0.0622119815668203,FALSE,"DWPAll grades",0.0545648123502795
"111","FCO",2009,"SCS","Disabled",10,430,0.0232558139534884,0.075098814229249,FALSE,"FCOSCS",0.0232558139534884
"112","FCO",2012,"SCS","Disabled",10,130,0.0769230769230769,0.075098814229249,FALSE,"FCOSCS",0.0769230769230769
"113","FCO",2008,"SCS","Disabled",10,430,0.0232558139534884,0.075098814229249,FALSE,"FCOSCS",0.0232558139534884
"114","FCO",2012,"All grades","Disabled",570,7590,0.075098814229249,0.075098814229249,FALSE,"FCOAll grades",0.075098814229249
"115","FCO",2011,"SCS","Disabled",10,90,0.111111111111111,0.075098814229249,FALSE,"FCOSCS",0.111111111111111
"116","FCO",2011,"All grades","Disabled",500,7030,0.0711237553342817,0.075098814229249,FALSE,"FCOAll grades",0.0711237553342817
"117","FCO",2010,"SCS","Disabled",10,90,0.111111111111111,0.075098814229249,FALSE,"FCOSCS",0.111111111111111
"118","FCO",2010,"All grades","Disabled",540,6930,0.0779220779220779,0.075098814229249,FALSE,"FCOAll grades",0.0779220779220779
"119","FCO",2009,"All grades","Disabled",530,11430,0.0463692038495188,0.075098814229249,FALSE,"FCOAll grades",0.0463692038495188
"120","FCO",2008,"All grades","Disabled",450,10750,0.0418604651162791,0.075098814229249,FALSE,"FCOAll grades",0.0418604651162791
"121","HMRC",2011,"SCS","Disabled",20,300,0.0666666666666667,0.157497781721384,FALSE,"HMRCSCS",0.0666666666666667
"122","HMRC",2009,"SCS","Disabled",20,320,0.0625,0.157497781721384,FALSE,"HMRCSCS",0.0625
"123","HMRC",2010,"SCS","Disabled",20,280,0.0714285714285714,0.157497781721384,FALSE,"HMRCSCS",0.0714285714285714
"124","HMRC",2008,"SCS","Disabled",20,280,0.0714285714285714,0.157497781721384,FALSE,"HMRCSCS",0.0714285714285714
"125","HMRC",2012,"All grades","Disabled",7100,45080,0.157497781721384,0.157497781721384,FALSE,"HMRCAll grades",0.157497781721384
"126","HMRC",2010,"All grades","Disabled",7040,45350,0.155237045203969,0.157497781721384,FALSE,"HMRCAll grades",0.155237045203969
"127","HMRC",2011,"All grades","Disabled",7010,44290,0.158275005644615,0.157497781721384,FALSE,"HMRCAll grades",0.158275005644615
"128","HMRC",2009,"All grades","Disabled",6910,45530,0.15176806501208,0.157497781721384,FALSE,"HMRCAll grades",0.15176806501208
"129","HMRC",2008,"All grades","Disabled",6640,44570,0.148979133946601,0.157497781721384,FALSE,"HMRCAll grades",0.148979133946601
"130","HMRC",2012,"SCS","Disabled",20,290,0.0689655172413793,0.157497781721384,FALSE,"HMRCSCS",0.0689655172413793
"131","HMT",2010,"All grades","Disabled",190,4180,0.0454545454545455,0.0514018691588785,FALSE,"HMTAll grades",0.0454545454545455
"132","HMT",2009,"All grades","Disabled",190,4970,0.0382293762575453,0.0514018691588785,FALSE,"HMTAll grades",0.0382293762575453
"133","HMT",2009,"SCS","Disabled",0,160,0,0.0514018691588785,FALSE,"HMTSCS",0
"134","HMT",2008,"All grades","Disabled",250,5430,0.0460405156537753,0.0514018691588785,FALSE,"HMTAll grades",0.0460405156537753
"135","HMT",2008,"SCS","Disabled",0,170,0,0.0514018691588785,FALSE,"HMTSCS",0
"136","HMT",2011,"SCS","Disabled",0,150,0,0.0514018691588785,FALSE,"HMTSCS",0
"137","HMT",2012,"SCS","Disabled",0,170,0,0.0514018691588785,FALSE,"HMTSCS",0
"138","HMT",2010,"SCS","Disabled",0,190,0,0.0514018691588785,FALSE,"HMTSCS",0
"139","HMT",2012,"All grades","Disabled",220,4280,0.0514018691588785,0.0514018691588785,FALSE,"HMTAll grades",0.0514018691588785
"140","HMT",2011,"All grades","Disabled",230,4600,0.05,0.0514018691588785,FALSE,"HMTAll grades",0.05
"141","HO",2012,"SCS","Disabled",10,190,0.0526315789473684,0.0667212443716742,FALSE,"HOSCS",0.0526315789473684
"142","HO",2012,"All grades","Disabled",1630,24430,0.0667212443716742,0.0667212443716742,FALSE,"HOAll grades",0.0667212443716742
"143","HO",2011,"SCS","Disabled",10,190,0.0526315789473684,0.0667212443716742,FALSE,"HOSCS",0.0526315789473684
"144","HO",2009,"SCS","Disabled",10,190,0.0526315789473684,0.0667212443716742,FALSE,"HOSCS",0.0526315789473684
"145","HO",2011,"All grades","Disabled",1830,27380,0.0668371073776479,0.0667212443716742,FALSE,"HOAll grades",0.0668371073776479
"146","HO",2010,"SCS","Disabled",10,200,0.05,0.0667212443716742,FALSE,"HOSCS",0.05
"147","HO",2009,"All grades","Disabled",1280,20380,0.0628066732090285,0.0667212443716742,FALSE,"HOAll grades",0.0628066732090285
"148","HO",2010,"All grades","Disabled",1450,21650,0.0669745958429561,0.0667212443716742,FALSE,"HOAll grades",0.0669745958429561
"149","HO",2008,"All grades","Disabled",460,17310,0.0265742345465049,0.0667212443716742,FALSE,"HOAll grades",0.0265742345465049
"150","HO",2008,"SCS","Disabled",0,150,0,0.0667212443716742,FALSE,"HOSCS",0
"151","MOD",2012,"SCS","Disabled",10,90,0.111111111111111,0.119950279676818,FALSE,"MODSCS",0.111111111111111
"152","MOD",2009,"SCS","Disabled",20,310,0.0645161290322581,0.119950279676818,FALSE,"MODSCS",0.0645161290322581
"153","MOD",2011,"SCS","Disabled",20,280,0.0714285714285714,0.119950279676818,FALSE,"MODSCS",0.0714285714285714
"154","MOD",2008,"SCS","Disabled",10,290,0.0344827586206897,0.119950279676818,FALSE,"MODSCS",0.0344827586206897
"155","MOD",2010,"SCS","Disabled",20,300,0.0666666666666667,0.119950279676818,FALSE,"MODSCS",0.0666666666666667
"156","MOD",2012,"All grades","Disabled",1930,16090,0.119950279676818,0.119950279676818,FALSE,"MODAll grades",0.119950279676818
"157","MOD",2010,"All grades","Disabled",3940,59290,0.0664530274919885,0.119950279676818,FALSE,"MODAll grades",0.0664530274919885
"158","MOD",2011,"All grades","Disabled",4220,57580,0.0732893365751997,0.119950279676818,FALSE,"MODAll grades",0.0732893365751997
"159","MOD",2009,"All grades","Disabled",3780,59060,0.0640027091093803,0.119950279676818,FALSE,"MODAll grades",0.0640027091093803
"160","MOD",2008,"All grades","Disabled",3390,58940,0.0575161180861893,0.119950279676818,FALSE,"MODAll grades",0.0575161180861893
"161","MOJ",2012,"SCS","Disabled",10,150,0.0666666666666667,0.0545091956569909,FALSE,"MOJSCS",0.0666666666666667
"162","MOJ",2009,"SCS","Disabled",0,210,0,0.0545091956569909,FALSE,"MOJSCS",0
"163","MOJ",2011,"SCS","Disabled",0,190,0,0.0545091956569909,FALSE,"MOJSCS",0
"164","MOJ",2008,"SCS","Disabled",0,220,0,0.0545091956569909,FALSE,"MOJSCS",0
"165","MOJ",2010,"SCS","Disabled",0,220,0,0.0545091956569909,FALSE,"MOJSCS",0
"166","MOJ",2012,"All grades","Disabled",2460,45130,0.0545091956569909,0.0545091956569909,FALSE,"MOJAll grades",0.0545091956569909
"167","MOJ",2010,"All grades","Disabled",2870,54910,0.0522673465671098,0.0545091956569909,FALSE,"MOJAll grades",0.0522673465671098
"168","MOJ",2011,"All grades","Disabled",2900,54690,0.05302614737612,0.0545091956569909,FALSE,"MOJAll grades",0.05302614737612
"169","MOJ",2009,"All grades","Disabled",2910,56010,0.0519550080342796,0.0545091956569909,FALSE,"MOJAll grades",0.0519550080342796
"170","MOJ",2008,"All grades","Disabled",2930,56170,0.0521630763752893,0.0545091956569909,FALSE,"MOJAll grades",0.0521630763752893
"171","Whole Civil Service",2011,"All grades","Disabled",28990,374220,0.0774677996900219,0.0826409162362452,TRUE,"Whole Civil ServiceAll grades",0.0774677996900219
"172","Whole Civil Service",2010,"All grades","Disabled",28450,375670,0.0757313599701866,0.0826409162362452,TRUE,"Whole Civil ServiceAll grades",0.0757313599701866
"173","Whole Civil Service",2010,"SCS","Disabled",180,3740,0.0481283422459893,0.0826409162362452,TRUE,"Whole Civil ServiceSCS",0.0481283422459893
"174","Whole Civil Service",2009,"All grades","Disabled",26800,378660,0.0707758939417947,0.0826409162362452,TRUE,"Whole Civil ServiceAll grades",0.0707758939417947
"175","Whole Civil Service",2009,"SCS","Disabled",170,3890,0.0437017994858612,0.0826409162362452,TRUE,"Whole Civil ServiceSCS",0.0437017994858612
"176","Whole Civil Service",2012,"SCS","Disabled",140,3120,0.0448717948717949,0.0826409162362452,TRUE,"Whole Civil ServiceSCS",0.0448717948717949
"177","Whole Civil Service",2008,"All grades","Disabled",24620,375490,0.0655676582598738,0.0826409162362452,TRUE,"Whole Civil ServiceAll grades",0.0655676582598738
"178","Whole Civil Service",2008,"SCS","Disabled",130,3780,0.0343915343915344,0.0826409162362452,TRUE,"Whole Civil ServiceSCS",0.0343915343915344
"179","Whole Civil Service",2011,"SCS","Disabled",180,3550,0.0507042253521127,0.0826409162362452,TRUE,"Whole Civil ServiceSCS",0.0507042253521127
"180","Whole Civil Service",2012,"All grades","Disabled",25760,311710,0.0826409162362452,0.0826409162362452,TRUE,"Whole Civil ServiceAll grades",0.0826409162362452
