"","Group","Date","Age.band","gradeval","Gender","count","total","share","sharebothgenders","gradescore","meangradescore","sorter","totalgroup","yvar"
"1","BIS",2012,"< 29",1,"Female",160,2950,-0.0542372881355932,0.111864406779661,0.111864406779661,0.490960451977401,0.490960451977401,FALSE,-0.0542372881355932
"2","BIS",2012,"< 29",1,"Male",170,2950,0.0576271186440678,0.111864406779661,0.111864406779661,0.490960451977401,0.490960451977401,FALSE,0.0576271186440678
"3","BIS",2012,"50-59",4,"Female",320,2950,-0.108474576271186,0.257627118644068,1.03050847457627,0.490960451977401,0.490960451977401,FALSE,-0.108474576271186
"4","BIS",2012,"50-59",4,"Male",440,2950,0.149152542372881,0.257627118644068,1.03050847457627,0.490960451977401,0.490960451977401,FALSE,0.149152542372881
"5","BIS",2012,"65 +",6,"Female",10,2950,-0.00338983050847458,0.0101694915254237,0.0610169491525424,0.490960451977401,0.490960451977401,FALSE,-0.00338983050847458
"6","BIS",2012,"40-49",3,"Female",520,2950,-0.176271186440678,0.359322033898305,1.07796610169492,0.490960451977401,0.490960451977401,FALSE,-0.176271186440678
"7","BIS",2012,"65 +",6,"Male",20,2950,0.00677966101694915,0.0101694915254237,0.0610169491525424,0.490960451977401,0.490960451977401,FALSE,0.00677966101694915
"8","BIS",2012,"60-64",5,"Male",90,2950,0.0305084745762712,0.0474576271186441,0.23728813559322,0.490960451977401,0.490960451977401,FALSE,0.0305084745762712
"9","BIS",2012,"30-39",2,"Female",340,2950,-0.115254237288136,0.213559322033898,0.427118644067797,0.490960451977401,0.490960451977401,FALSE,-0.115254237288136
"10","BIS",2012,"60-64",5,"Female",50,2950,-0.0169491525423729,0.0474576271186441,0.23728813559322,0.490960451977401,0.490960451977401,FALSE,-0.0169491525423729
"11","BIS",2012,"40-49",3,"Male",540,2950,0.183050847457627,0.359322033898305,1.07796610169492,0.490960451977401,0.490960451977401,FALSE,0.183050847457627
"12","BIS",2012,"30-39",2,"Male",290,2950,0.0983050847457627,0.213559322033898,0.427118644067797,0.490960451977401,0.490960451977401,FALSE,0.0983050847457627
"13","CO",2012,"50-59",4,"Male",150,1730,0.0867052023121387,0.161849710982659,0.647398843930636,0.418111753371869,0.418111753371869,FALSE,0.0867052023121387
"14","CO",2012,"65 +",6,"Female",10,1730,-0.00578034682080925,0.0115606936416185,0.069364161849711,0.418111753371869,0.418111753371869,FALSE,-0.00578034682080925
"15","CO",2012,"60-64",5,"Female",20,1730,-0.0115606936416185,0.023121387283237,0.115606936416185,0.418111753371869,0.418111753371869,FALSE,-0.0115606936416185
"16","CO",2012,"60-64",5,"Male",20,1730,0.0115606936416185,0.023121387283237,0.115606936416185,0.418111753371869,0.418111753371869,FALSE,0.0115606936416185
"17","CO",2012,"< 29",1,"Male",170,1730,0.0982658959537572,0.202312138728324,0.202312138728324,0.418111753371869,0.418111753371869,FALSE,0.0982658959537572
"18","CO",2012,"40-49",3,"Female",220,1730,-0.127167630057803,0.260115606936416,0.780346820809249,0.418111753371869,0.418111753371869,FALSE,-0.127167630057803
"19","CO",2012,"40-49",3,"Male",230,1730,0.132947976878613,0.260115606936416,0.780346820809249,0.418111753371869,0.418111753371869,FALSE,0.132947976878613
"20","CO",2012,"65 +",6,"Male",10,1730,0.00578034682080925,0.0115606936416185,0.069364161849711,0.418111753371869,0.418111753371869,FALSE,0.00578034682080925
"21","CO",2012,"50-59",4,"Female",130,1730,-0.0751445086705202,0.161849710982659,0.647398843930636,0.418111753371869,0.418111753371869,FALSE,-0.0751445086705202
"22","CO",2012,"30-39",2,"Female",310,1730,-0.179190751445087,0.346820809248555,0.69364161849711,0.418111753371869,0.418111753371869,FALSE,-0.179190751445087
"23","CO",2012,"30-39",2,"Male",290,1730,0.167630057803468,0.346820809248555,0.69364161849711,0.418111753371869,0.418111753371869,FALSE,0.167630057803468
"24","CO",2012,"< 29",1,"Female",180,1730,-0.104046242774566,0.202312138728324,0.202312138728324,0.418111753371869,0.418111753371869,FALSE,-0.104046242774566
"25","DCLG",2012,"30-39",2,"Female",340,1880,-0.180851063829787,0.324468085106383,0.648936170212766,0.471631205673759,0.471631205673759,FALSE,-0.180851063829787
"26","DCLG",2012,"< 29",1,"Male",60,1880,0.0319148936170213,0.074468085106383,0.074468085106383,0.471631205673759,0.471631205673759,FALSE,0.0319148936170213
"27","DCLG",2012,"< 29",1,"Female",80,1880,-0.0425531914893617,0.074468085106383,0.074468085106383,0.471631205673759,0.471631205673759,FALSE,-0.0425531914893617
"28","DCLG",2012,"65 +",6,"Male",10,1880,0.00531914893617021,0.00531914893617021,0.0319148936170213,0.471631205673759,0.471631205673759,FALSE,0.00531914893617021
"29","DCLG",2012,"30-39",2,"Male",270,1880,0.143617021276596,0.324468085106383,0.648936170212766,0.471631205673759,0.471631205673759,FALSE,0.143617021276596
"30","DCLG",2012,"60-64",5,"Female",20,1880,-0.0106382978723404,0.0265957446808511,0.132978723404255,0.471631205673759,0.471631205673759,FALSE,-0.0106382978723404
"31","DCLG",2012,"60-64",5,"Male",30,1880,0.0159574468085106,0.0265957446808511,0.132978723404255,0.471631205673759,0.471631205673759,FALSE,0.0159574468085106
"32","DCLG",2012,"40-49",3,"Male",330,1880,0.175531914893617,0.356382978723404,1.06914893617021,0.471631205673759,0.471631205673759,FALSE,0.175531914893617
"33","DCLG",2012,"50-59",4,"Female",180,1880,-0.0957446808510638,0.218085106382979,0.872340425531915,0.471631205673759,0.471631205673759,FALSE,-0.0957446808510638
