"","Group","Date","Civil.Service.grad","Gender","count","total","share","grp","sorter","gensort","totalgroup","yvar"
"335","MoJ",2011,"All grades","Male",2020,4690,0.430703624733475,"MoJAll grades",0.571764705882353,0,FALSE,0.430703624733475
"337","MoJ",2012,"SCS","Male",70,120,0.583333333333333,"MoJSCS",0.571764705882353,0,FALSE,0.583333333333333
"340","MoJ",2012,"All grades","Male",1820,4250,0.428235294117647,"MoJAll grades",0.571764705882353,0,FALSE,0.428235294117647
"342","Whitehall",2008,"SCS","Male",2270,3330,0.681681681681682,"WhitehallSCS",0.564320134087576,0,TRUE,0.681681681681682
"344","Whitehall",2008,"All grades","Male",139190,317030,0.439043623631833,"WhitehallAll grades",0.564320134087576,0,TRUE,0.439043623631833
"346","Whitehall",2009,"SCS","Male",2270,3400,0.667647058823529,"WhitehallSCS",0.564320134087576,0,TRUE,0.667647058823529
"348","Whitehall",2009,"All grades","Male",137690,314830,0.437347139726201,"WhitehallAll grades",0.564320134087576,0,TRUE,0.437347139726201
"350","Whitehall",2010,"SCS","Male",2280,3480,0.655172413793103,"WhitehallSCS",0.564320134087576,0,TRUE,0.655172413793103
"352","Whitehall",2010,"All grades","Male",141060,322070,0.437979321265563,"WhitehallAll grades",0.564320134087576,0,TRUE,0.437979321265563
"354","Whitehall",2011,"SCS","Male",2100,3220,0.652173913043478,"WhitehallSCS",0.564320134087576,0,TRUE,0.652173913043478
"356","Whitehall",2011,"All grades","Male",129400,298040,0.434169910079184,"WhitehallAll grades",0.564320134087576,0,TRUE,0.434169910079184
"358","Whitehall",2012,"SCS","Male",2010,3080,0.652597402597403,"WhitehallSCS",0.564320134087576,0,TRUE,0.652597402597403
"360","Whitehall",2012,"All grades","Male",124770,286380,0.435679865912424,"WhitehallAll grades",0.564320134087576,0,TRUE,0.435679865912424
