"","Group","Gender","Date","Civil.Service.grad","count","total","share","grp","sorter","totalgroup","yvar"
"120","DfID","Female",2013,"All grades",930,1810,0.513812154696133,"DfIDTotal",0.513812154696133,FALSE,0.513812154696133
"121","DfT","Female",2008,"SCS",60,200,0.3,"DfTSenior Civil Service",0.424496644295302,FALSE,0.3
"122","DfT","Female",2008,"All grades",8140,19450,0.418508997429306,"DfTTotal",0.424496644295302,FALSE,0.418508997429306
"123","DfT","Female",2009,"SCS",50,210,0.238095238095238,"DfTSenior Civil Service",0.424496644295302,FALSE,0.238095238095238
"124","DfT","Female",2009,"All grades",8130,19530,0.416282642089094,"DfTTotal",0.424496644295302,FALSE,0.416282642089094
"125","DfT","Female",2010,"SCS",50,230,0.217391304347826,"DfTSenior Civil Service",0.424496644295302,FALSE,0.217391304347826
"126","DfT","Female",2010,"All grades",8170,19620,0.416411824668705,"DfTTotal",0.424496644295302,FALSE,0.416411824668705
"127","DfT","Female",2011,"SCS",40,200,0.2,"DfTSenior Civil Service",0.424496644295302,FALSE,0.2
"128","DfT","Female",2011,"All grades",7740,18620,0.415682062298604,"DfTTotal",0.424496644295302,FALSE,0.415682062298604
"129","DfT","Female",2012,"SCS",60,200,0.3,"DfTSenior Civil Service",0.424496644295302,FALSE,0.3
"130","DfT","Female",2012,"All grades",7510,17940,0.418617614269788,"DfTTotal",0.424496644295302,FALSE,0.418617614269788
"131","DfT","Female",2013,"SCS",50,200,0.25,"DfTSenior Civil Service",0.424496644295302,FALSE,0.25
"132","DfT","Female",2013,"All grades",7590,17880,0.424496644295302,"DfTTotal",0.424496644295302,FALSE,0.424496644295302
"133","FCO","Female",2008,"SCS",80,430,0.186046511627907,"FCOSenior Civil Service",0.376334519572954,FALSE,0.186046511627907
"134","FCO","Female",2008,"All grades",4360,11340,0.384479717813051,"FCOTotal",0.376334519572954,FALSE,0.384479717813051
"135","FCO","Female",2009,"SCS",90,420,0.214285714285714,"FCOSenior Civil Service",0.376334519572954,FALSE,0.214285714285714
"136","FCO","Female",2009,"All grades",4530,11850,0.382278481012658,"FCOTotal",0.376334519572954,FALSE,0.382278481012658
"137","FCO","Female",2010,"SCS",90,430,0.209302325581395,"FCOSenior Civil Service",0.376334519572954,FALSE,0.209302325581395
"138","FCO","Female",2010,"All grades",4540,11930,0.380553227158424,"FCOTotal",0.376334519572954,FALSE,0.380553227158424
"139","FCO","Female",2011,"SCS",90,400,0.225,"FCOSenior Civil Service",0.376334519572954,FALSE,0.225
"140","FCO","Female",2011,"All grades",4360,11390,0.382791922739245,"FCOTotal",0.376334519572954,FALSE,0.382791922739245
"141","FCO","Female",2012,"SCS",110,500,0.22,"FCOSenior Civil Service",0.376334519572954,FALSE,0.22
"142","FCO","Female",2012,"All grades",4760,12070,0.394366197183099,"FCOTotal",0.376334519572954,FALSE,0.394366197183099
"143","FCO","Female",2013,"SCS",110,470,0.234042553191489,"FCOSenior Civil Service",0.376334519572954,FALSE,0.234042553191489
"144","FCO","Female",2013,"All grades",4230,11240,0.376334519572954,"FCOTotal",0.376334519572954,FALSE,0.376334519572954
"145","HMRC","Female",2008,"SCS",110,420,0.261904761904762,"HMRCSenior Civil Service",0.58038857738949,FALSE,0.261904761904762
"146","HMRC","Female",2008,"All grades",54740,95370,0.57397504456328,"HMRCTotal",0.58038857738949,FALSE,0.57397504456328
"147","HMRC","Female",2009,"SCS",140,480,0.291666666666667,"HMRCSenior Civil Service",0.58038857738949,FALSE,0.291666666666667
"148","HMRC","Female",2009,"All grades",53180,93110,0.57115240038664,"HMRCTotal",0.58038857738949,FALSE,0.57115240038664
"149","HMRC","Female",2010,"SCS",130,420,0.30952380952381,"HMRCSenior Civil Service",0.58038857738949,FALSE,0.30952380952381
"150","HMRC","Female",2010,"All grades",49810,87350,0.570234688036634,"HMRCTotal",0.58038857738949,FALSE,0.570234688036634
"151","HMRC","Female",2011,"SCS",120,390,0.307692307692308,"HMRCSenior Civil Service",0.58038857738949,FALSE,0.307692307692308
"152","HMRC","Female",2011,"All grades",45700,78580,0.581572919317893,"HMRCTotal",0.58038857738949,FALSE,0.581572919317893
"153","HMRC","Female",2012,"SCS",140,390,0.358974358974359,"HMRCSenior Civil Service",0.58038857738949,FALSE,0.358974358974359
"154","HMRC","Female",2012,"All grades",45740,78860,0.58001521683997,"HMRCTotal",0.58038857738949,FALSE,0.58001521683997
"155","HMRC","Female",2013,"SCS",120,330,0.363636363636364,"HMRCSenior Civil Service",0.58038857738949,FALSE,0.363636363636364
"156","HMRC","Female",2013,"All grades",44510,76690,0.58038857738949,"HMRCTotal",0.58038857738949,FALSE,0.58038857738949
"157","HMT","Female",2008,"SCS",70,210,0.333333333333333,"HMTSenior Civil Service",0.528301886792453,FALSE,0.333333333333333
"158","HMT","Female",2008,"All grades",2930,5890,0.497453310696095,"HMTTotal",0.528301886792453,FALSE,0.497453310696095
"159","HMT","Female",2009,"SCS",60,200,0.3,"HMTSenior Civil Service",0.528301886792453,FALSE,0.3
"160","HMT","Female",2009,"All grades",3270,6780,0.482300884955752,"HMTTotal",0.528301886792453,FALSE,0.482300884955752
"161","HMT","Female",2010,"SCS",80,270,0.296296296296296,"HMTSenior Civil Service",0.528301886792453,FALSE,0.296296296296296
"162","HMT","Female",2010,"All grades",3240,6300,0.514285714285714,"HMTTotal",0.528301886792453,FALSE,0.514285714285714
"163","HMT","Female",2011,"SCS",60,190,0.315789473684211,"HMTSenior Civil Service",0.528301886792453,FALSE,0.315789473684211
"164","HMT","Female",2011,"All grades",3010,5720,0.526223776223776,"HMTTotal",0.528301886792453,FALSE,0.526223776223776
"165","HMT","Female",2012,"SCS",70,190,0.368421052631579,"HMTSenior Civil Service",0.528301886792453,FALSE,0.368421052631579
"166","HMT","Female",2012,"All grades",2760,5230,0.527724665391969,"HMTTotal",0.528301886792453,FALSE,0.527724665391969
"167","HMT","Female",2013,"SCS",80,190,0.421052631578947,"HMTSenior Civil Service",0.528301886792453,FALSE,0.421052631578947
"168","HMT","Female",2013,"All grades",2800,5300,0.528301886792453,"HMTTotal",0.528301886792453,FALSE,0.528301886792453
"169","HO","Female",2008,"SCS",70,220,0.318181818181818,"HOSenior Civil Service",0.520211560256895,FALSE,0.318181818181818
"170","HO","Female",2008,"All grades",15340,26910,0.570048309178744,"HOTotal",0.520211560256895,FALSE,0.570048309178744
"171","HO","Female",2009,"SCS",80,240,0.333333333333333,"HOSenior Civil Service",0.520211560256895,FALSE,0.333333333333333
"172","HO","Female",2009,"All grades",14780,26240,0.563262195121951,"HOTotal",0.520211560256895,FALSE,0.563262195121951
"173","HO","Female",2010,"SCS",90,270,0.333333333333333,"HOSenior Civil Service",0.520211560256895,FALSE,0.333333333333333
"174","HO","Female",2010,"All grades",15240,27030,0.563817980022198,"HOTotal",0.520211560256895,FALSE,0.563817980022198
"175","HO","Female",2011,"SCS",70,220,0.318181818181818,"HOSenior Civil Service",0.520211560256895,FALSE,0.318181818181818
"176","HO","Female",2011,"All grades",15700,29650,0.529510961214165,"HOTotal",0.520211560256895,FALSE,0.529510961214165
"177","HO","Female",2012,"SCS",80,210,0.380952380952381,"HOSenior Civil Service",0.520211560256895,FALSE,0.380952380952381
"178","HO","Female",2012,"All grades",13780,26350,0.522960151802657,"HOTotal",0.520211560256895,FALSE,0.522960151802657
"179","HO","Female",2013,"SCS",80,200,0.4,"HOSenior Civil Service",0.520211560256895,FALSE,0.4
"180","HO","Female",2013,"All grades",13770,26470,0.520211560256895,"HOTotal",0.520211560256895,FALSE,0.520211560256895
"181","MoD","Female",2008,"SCS",40,330,0.121212121212121,"MoDSenior Civil Service",0.345140314852841,FALSE,0.121212121212121
"182","MoD","Female",2008,"All grades",28430,81950,0.346918852959121,"MoDTotal",0.345140314852841,FALSE,0.346918852959121
"183","MoD","Female",2009,"SCS",50,330,0.151515151515152,"MoDSenior Civil Service",0.345140314852841,FALSE,0.151515151515152
"184","MoD","Female",2009,"All grades",27580,77830,0.354362071180779,"MoDTotal",0.345140314852841,FALSE,0.354362071180779
"185","MoD","Female",2010,"SCS",60,340,0.176470588235294,"MoDSenior Civil Service",0.345140314852841,FALSE,0.176470588235294
"186","MoD","Female",2010,"All grades",27630,77650,0.355827430779137,"MoDTotal",0.345140314852841,FALSE,0.355827430779137
"187","MoD","Female",2011,"SCS",50,330,0.151515151515152,"MoDSenior Civil Service",0.345140314852841,FALSE,0.151515151515152
"188","MoD","Female",2011,"All grades",25950,73730,0.351959853519599,"MoDTotal",0.345140314852841,FALSE,0.351959853519599
"189","MoD","Female",2012,"SCS",50,280,0.178571428571429,"MoDSenior Civil Service",0.345140314852841,FALSE,0.178571428571429
"190","MoD","Female",2012,"All grades",21680,62920,0.344564526382708,"MoDTotal",0.345140314852841,FALSE,0.344564526382708
"191","MoD","Female",2013,"SCS",60,260,0.230769230769231,"MoDSenior Civil Service",0.345140314852841,FALSE,0.230769230769231
"192","MoD","Female",2013,"All grades",20170,58440,0.345140314852841,"MoDTotal",0.345140314852841,FALSE,0.345140314852841
"193","MoJ","Female",2008,"SCS",120,310,0.387096774193548,"MoJSenior Civil Service",0.473289183222958,FALSE,0.387096774193548
"194","MoJ","Female",2008,"All grades",42990,88570,0.4853787964322,"MoJTotal",0.473289183222958,FALSE,0.4853787964322
"195","MoJ","Female",2009,"SCS",110,300,0.366666666666667,"MoJSenior Civil Service",0.473289183222958,FALSE,0.366666666666667
"196","MoJ","Female",2009,"All grades",43210,89040,0.485287511230907,"MoJTotal",0.473289183222958,FALSE,0.485287511230907
"197","MoJ","Female",2010,"SCS",110,300,0.366666666666667,"MoJSenior Civil Service",0.473289183222958,FALSE,0.366666666666667
"198","MoJ","Female",2010,"All grades",41100,85550,0.48042080654588,"MoJTotal",0.473289183222958,FALSE,0.48042080654588
"199","MoJ","Female",2011,"SCS",90,280,0.321428571428571,"MoJSenior Civil Service",0.473289183222958,FALSE,0.321428571428571
"200","MoJ","Female",2011,"All grades",40050,83420,0.480100695276912,"MoJTotal",0.473289183222958,FALSE,0.480100695276912
"201","MoJ","Female",2012,"SCS",70,210,0.333333333333333,"MoJSenior Civil Service",0.473289183222958,FALSE,0.333333333333333
"202","MoJ","Female",2012,"All grades",33960,71850,0.472651356993737,"MoJTotal",0.473289183222958,FALSE,0.472651356993737
"203","MoJ","Female",2013,"SCS",70,220,0.318181818181818,"MoJSenior Civil Service",0.473289183222958,FALSE,0.318181818181818
"204","MoJ","Female",2013,"All grades",32160,67950,0.473289183222958,"MoJTotal",0.473289183222958,FALSE,0.473289183222958
"205","Whole Civil Service","Female",2008,"SCS",1520,4790,0.317327766179541,"Whole Civil ServiceSenior Civil Service",0.531436592104091,TRUE,0.317327766179541
"206","Whole Civil Service","Female",2008,"All grades",277830,525160,0.529038769137025,"Whole Civil ServiceTotal",0.531436592104091,TRUE,0.529038769137025
"207","Whole Civil Service","Female",2009,"SCS",1620,4920,0.329268292682927,"Whole Civil ServiceSenior Civil Service",0.531436592104091,TRUE,0.329268292682927
"208","Whole Civil Service","Female",2009,"All grades",278060,524420,0.530223866366653,"Whole Civil ServiceTotal",0.531436592104091,TRUE,0.530223866366653
"209","Whole Civil Service","Female",2010,"SCS",1730,5070,0.341222879684418,"Whole Civil ServiceSenior Civil Service",0.531436592104091,TRUE,0.341222879684418
"210","Whole Civil Service","Female",2010,"All grades",279820,527480,0.530484568135285,"Whole Civil ServiceTotal",0.531436592104091,TRUE,0.530484568135285
"211","Whole Civil Service","Female",2011,"SCS",1600,4610,0.3470715835141,"Whole Civil ServiceSenior Civil Service",0.531436592104091,TRUE,0.3470715835141
"212","Whole Civil Service","Female",2011,"All grades",264110,498430,0.529883835242662,"Whole Civil ServiceTotal",0.531436592104091,TRUE,0.529883835242662
"213","Whole Civil Service","Female",2012,"SCS",1550,4420,0.350678733031674,"Whole Civil ServiceSenior Civil Service",0.531436592104091,TRUE,0.350678733031674
"214","Whole Civil Service","Female",2012,"All grades",246100,463810,0.530605204717449,"Whole Civil ServiceTotal",0.531436592104091,TRUE,0.530605204717449
"215","Whole Civil Service","Female",2013,"SCS",1570,4340,0.361751152073733,"Whole Civil ServiceSenior Civil Service",0.531436592104091,TRUE,0.361751152073733
"216","Whole Civil Service","Female",2013,"All grades",238530,448840,0.531436592104091,"Whole Civil ServiceTotal",0.531436592104091,TRUE,0.531436592104091
