"","Age.band","Group","Date","Gender","count","total","share","gradeval","sorter","totalgroup","yvar"
"260","50-59","HO",2009,"Male",2270,26260,0.0864432597105864,4,5.17136329017517,FALSE,0.0864432597105864
"261","50-59","HO",2010,"Male",2280,27060,0.0842572062084257,4,5.23281596452328,FALSE,0.0842572062084257
"262","50-59","HO",2011,"Male",3010,29700,0.101346801346801,4,5.47676767676768,FALSE,0.101346801346801
"263","50-59","HO",2012,"Male",2750,26360,0.10432473444613,4,5.55311077389985,FALSE,0.10432473444613
"264","50-59","HO",2013,"Male",2820,26530,0.106294760648323,4,5.51752732755371,FALSE,0.106294760648323
"265","60-64","HO",2008,"Female",360,26950,-0.0133580705009276,5,4.9974025974026,FALSE,-0.0133580705009276
"266","60-64","HO",2009,"Female",410,26260,-0.0156130997715156,5,5.17136329017517,FALSE,-0.0156130997715156
"267","60-64","HO",2010,"Female",470,27060,-0.0173688100517369,5,5.23281596452328,FALSE,-0.0173688100517369
"268","60-64","HO",2011,"Female",560,29700,-0.0188552188552189,5,5.47676767676768,FALSE,-0.0188552188552189
"269","60-64","HO",2012,"Female",420,26360,-0.0159332321699545,5,5.55311077389985,FALSE,-0.0159332321699545
"270","60-64","HO",2013,"Female",410,26530,-0.0154542027892951,5,5.51752732755371,FALSE,-0.0154542027892951
"271","60-64","HO",2008,"Male",530,26950,0.0196660482374768,5,4.9974025974026,FALSE,0.0196660482374768
"272","60-64","HO",2009,"Male",590,26260,0.0224676313785225,5,5.17136329017517,FALSE,0.0224676313785225
"273","60-64","HO",2010,"Male",650,27060,0.0240206947524021,5,5.23281596452328,FALSE,0.0240206947524021
"274","60-64","HO",2011,"Male",760,29700,0.0255892255892256,5,5.47676767676768,FALSE,0.0255892255892256
"275","60-64","HO",2012,"Male",630,26360,0.0238998482549317,5,5.55311077389985,FALSE,0.0238998482549317
"276","60-64","HO",2013,"Male",580,26530,0.0218620429702224,5,5.51752732755371,FALSE,0.0218620429702224
"277","65 +","HO",2008,"Female",30,26950,-0.00111317254174397,6,4.9974025974026,FALSE,-0.00111317254174397
"278","65 +","HO",2009,"Female",50,26260,-0.0019040365575019,6,5.17136329017517,FALSE,-0.0019040365575019
"279","65 +","HO",2010,"Female",50,27060,-0.00184774575018477,6,5.23281596452328,FALSE,-0.00184774575018477
"280","65 +","HO",2011,"Female",90,29700,-0.00303030303030303,6,5.47676767676768,FALSE,-0.00303030303030303
"281","65 +","HO",2012,"Female",50,26360,-0.00189681335356601,6,5.55311077389985,FALSE,-0.00189681335356601
"282","65 +","HO",2013,"Female",60,26530,-0.00226159065209197,6,5.51752732755371,FALSE,-0.00226159065209197
"283","65 +","HO",2008,"Male",40,26950,0.00148423005565863,6,4.9974025974026,FALSE,0.00148423005565863
"284","65 +","HO",2009,"Male",70,26260,0.00266565118050267,6,5.17136329017517,FALSE,0.00266565118050267
"285","65 +","HO",2010,"Male",70,27060,0.00258684405025868,6,5.23281596452328,FALSE,0.00258684405025868
"286","65 +","HO",2011,"Male",130,29700,0.00437710437710438,6,5.47676767676768,FALSE,0.00437710437710438
"287","65 +","HO",2012,"Male",130,26360,0.00493171471927162,6,5.55311077389985,FALSE,0.00493171471927162
"288","65 +","HO",2013,"Male",120,26530,0.00452318130418394,6,5.51752732755371,FALSE,0.00452318130418394
"289","< 29","DCMS",2008,"Female",50,490,-0.102040816326531,1,5.14285714285714,FALSE,-0.102040816326531
"290","< 29","DCMS",2009,"Female",40,480,-0.0833333333333333,1,5.375,FALSE,-0.0833333333333333
"291","< 29","DCMS",2010,"Female",40,510,-0.0784313725490196,1,5.2156862745098,FALSE,-0.0784313725490196
"292","< 29","DCMS",2011,"Female",20,450,-0.0444444444444444,1,5.51111111111111,FALSE,-0.0444444444444444
"293","< 29","DCMS",2012,"Female",20,460,-0.0434782608695652,1,5.34782608695652,FALSE,-0.0434782608695652
"294","< 29","DCMS",2013,"Female",20,410,-0.0487804878048781,1,5.36585365853659,FALSE,-0.0487804878048781
"295","< 29","DCMS",2008,"Male",50,490,0.102040816326531,1,5.14285714285714,FALSE,0.102040816326531
"296","< 29","DCMS",2009,"Male",30,480,0.0625,1,5.375,FALSE,0.0625
"297","< 29","DCMS",2010,"Male",30,510,0.0588235294117647,1,5.2156862745098,FALSE,0.0588235294117647
"298","< 29","DCMS",2011,"Male",20,450,0.0444444444444444,1,5.51111111111111,FALSE,0.0444444444444444
"299","< 29","DCMS",2012,"Male",30,460,0.0652173913043478,1,5.34782608695652,FALSE,0.0652173913043478
"300","< 29","DCMS",2013,"Male",20,410,0.0487804878048781,1,5.36585365853659,FALSE,0.0487804878048781
"301","30-39","DCMS",2008,"Female",70,490,-0.142857142857143,2,5.14285714285714,FALSE,-0.142857142857143
"302","30-39","DCMS",2009,"Female",70,480,-0.145833333333333,2,5.375,FALSE,-0.145833333333333
"303","30-39","DCMS",2010,"Female",90,510,-0.176470588235294,2,5.2156862745098,FALSE,-0.176470588235294
"304","30-39","DCMS",2011,"Female",90,450,-0.2,2,5.51111111111111,FALSE,-0.2
"305","30-39","DCMS",2012,"Female",90,460,-0.195652173913043,2,5.34782608695652,FALSE,-0.195652173913043
"306","30-39","DCMS",2013,"Female",90,410,-0.219512195121951,2,5.36585365853659,FALSE,-0.219512195121951
"307","30-39","DCMS",2008,"Male",60,490,0.122448979591837,2,5.14285714285714,FALSE,0.122448979591837
"308","30-39","DCMS",2009,"Male",70,480,0.145833333333333,2,5.375,FALSE,0.145833333333333
"309","30-39","DCMS",2010,"Male",90,510,0.176470588235294,2,5.2156862745098,FALSE,0.176470588235294
"310","30-39","DCMS",2011,"Male",70,450,0.155555555555556,2,5.51111111111111,FALSE,0.155555555555556
"311","30-39","DCMS",2012,"Male",70,460,0.152173913043478,2,5.34782608695652,FALSE,0.152173913043478
"312","30-39","DCMS",2013,"Male",60,410,0.146341463414634,2,5.36585365853659,FALSE,0.146341463414634
"313","40-49","DCMS",2008,"Female",70,490,-0.142857142857143,3,5.14285714285714,FALSE,-0.142857142857143
"314","40-49","DCMS",2009,"Female",70,480,-0.145833333333333,3,5.375,FALSE,-0.145833333333333
"315","40-49","DCMS",2010,"Female",60,510,-0.117647058823529,3,5.2156862745098,FALSE,-0.117647058823529
"316","40-49","DCMS",2011,"Female",60,450,-0.133333333333333,3,5.51111111111111,FALSE,-0.133333333333333
"317","40-49","DCMS",2012,"Female",50,460,-0.108695652173913,3,5.34782608695652,FALSE,-0.108695652173913
"318","40-49","DCMS",2013,"Female",60,410,-0.146341463414634,3,5.36585365853659,FALSE,-0.146341463414634
"319","40-49","DCMS",2008,"Male",90,490,0.183673469387755,3,5.14285714285714,FALSE,0.183673469387755
"320","40-49","DCMS",2009,"Male",90,480,0.1875,3,5.375,FALSE,0.1875
"321","40-49","DCMS",2010,"Male",90,510,0.176470588235294,3,5.2156862745098,FALSE,0.176470588235294
"322","40-49","DCMS",2011,"Male",80,450,0.177777777777778,3,5.51111111111111,FALSE,0.177777777777778
"323","40-49","DCMS",2012,"Male",100,460,0.217391304347826,3,5.34782608695652,FALSE,0.217391304347826
"324","40-49","DCMS",2013,"Male",70,410,0.170731707317073,3,5.36585365853659,FALSE,0.170731707317073
"325","50-59","DCMS",2008,"Female",30,490,-0.0612244897959184,4,5.14285714285714,FALSE,-0.0612244897959184
"326","50-59","DCMS",2009,"Female",30,480,-0.0625,4,5.375,FALSE,-0.0625
"327","50-59","DCMS",2010,"Female",40,510,-0.0784313725490196,4,5.2156862745098,FALSE,-0.0784313725490196
"328","50-59","DCMS",2011,"Female",30,450,-0.0666666666666667,4,5.51111111111111,FALSE,-0.0666666666666667
"329","50-59","DCMS",2012,"Female",40,460,-0.0869565217391304,4,5.34782608695652,FALSE,-0.0869565217391304
"330","50-59","DCMS",2013,"Female",40,410,-0.0975609756097561,4,5.36585365853659,FALSE,-0.0975609756097561
"331","50-59","DCMS",2008,"Male",50,490,0.102040816326531,4,5.14285714285714,FALSE,0.102040816326531
"332","50-59","DCMS",2009,"Male",60,480,0.125,4,5.375,FALSE,0.125
"333","50-59","DCMS",2010,"Male",60,510,0.117647058823529,4,5.2156862745098,FALSE,0.117647058823529
"334","50-59","DCMS",2011,"Male",60,450,0.133333333333333,4,5.51111111111111,FALSE,0.133333333333333
"335","50-59","DCMS",2012,"Male",50,460,0.108695652173913,4,5.34782608695652,FALSE,0.108695652173913
"336","50-59","DCMS",2013,"Male",40,410,0.0975609756097561,4,5.36585365853659,FALSE,0.0975609756097561
"337","60-64","DCMS",2008,"Female",10,490,-0.0204081632653061,5,5.14285714285714,FALSE,-0.0204081632653061
"338","60-64","DCMS",2009,"Female",10,480,-0.0208333333333333,5,5.375,FALSE,-0.0208333333333333
"339","60-64","DCMS",2010,"Female",0,510,0,5,5.2156862745098,FALSE,0
"340","60-64","DCMS",2011,"Female",10,450,-0.0222222222222222,5,5.51111111111111,FALSE,-0.0222222222222222
"341","60-64","DCMS",2012,"Female",0,460,0,5,5.34782608695652,FALSE,0
"342","60-64","DCMS",2013,"Female",0,410,0,5,5.36585365853659,FALSE,0
"343","60-64","DCMS",2008,"Male",10,490,0.0204081632653061,5,5.14285714285714,FALSE,0.0204081632653061
"344","60-64","DCMS",2009,"Male",10,480,0.0208333333333333,5,5.375,FALSE,0.0208333333333333
"345","60-64","DCMS",2010,"Male",10,510,0.0196078431372549,5,5.2156862745098,FALSE,0.0196078431372549
"346","60-64","DCMS",2011,"Male",10,450,0.0222222222222222,5,5.51111111111111,FALSE,0.0222222222222222
"347","60-64","DCMS",2012,"Male",10,460,0.0217391304347826,5,5.34782608695652,FALSE,0.0217391304347826
"348","60-64","DCMS",2013,"Male",10,410,0.024390243902439,5,5.36585365853659,FALSE,0.024390243902439
"349","65 +","DCMS",2008,"Female",0,490,0,6,5.14285714285714,FALSE,0
"350","65 +","DCMS",2009,"Female",0,480,0,6,5.375,FALSE,0
"351","65 +","DCMS",2010,"Female",0,510,0,6,5.2156862745098,FALSE,0
"352","65 +","DCMS",2011,"Female",0,450,0,6,5.51111111111111,FALSE,0
"353","65 +","DCMS",2012,"Female",0,460,0,6,5.34782608695652,FALSE,0
"354","65 +","DCMS",2013,"Female",0,410,0,6,5.36585365853659,FALSE,0
"355","65 +","DCMS",2008,"Male",0,490,0,6,5.14285714285714,FALSE,0
"356","65 +","DCMS",2009,"Male",0,480,0,6,5.375,FALSE,0
"357","65 +","DCMS",2010,"Male",0,510,0,6,5.2156862745098,FALSE,0
"358","65 +","DCMS",2011,"Male",0,450,0,6,5.51111111111111,FALSE,0
"359","65 +","DCMS",2012,"Male",0,460,0,6,5.34782608695652,FALSE,0
"360","65 +","DCMS",2013,"Male",0,410,0,6,5.36585365853659,FALSE,0
"361","< 29","MoJ",2008,"Female",420,3810,-0.110236220472441,1,5.38057742782152,FALSE,-0.110236220472441
"362","< 29","MoJ",2009,"Female",330,3020,-0.109271523178808,1,5.3046357615894,FALSE,-0.109271523178808
"363","< 29","MoJ",2010,"Female",370,3220,-0.114906832298137,1,5.26708074534162,FALSE,-0.114906832298137
"364","< 29","MoJ",2011,"Female",510,4710,-0.10828025477707,1,5.30785562632696,FALSE,-0.10828025477707
"365","< 29","MoJ",2012,"Female",420,4240,-0.0990566037735849,1,5.36792452830189,FALSE,-0.0990566037735849
"366","< 29","MoJ",2013,"Female",420,4480,-0.09375,1,5.44642857142857,FALSE,-0.09375
"367","< 29","MoJ",2008,"Male",240,3810,0.062992125984252,1,5.38057742782152,FALSE,0.062992125984252
"368","< 29","MoJ",2009,"Male",210,3020,0.0695364238410596,1,5.3046357615894,FALSE,0.0695364238410596
"369","< 29","MoJ",2010,"Male",220,3220,0.0683229813664596,1,5.26708074534162,FALSE,0.0683229813664596
"370","< 29","MoJ",2011,"Male",330,4710,0.0700636942675159,1,5.30785562632696,FALSE,0.0700636942675159
"371","< 29","MoJ",2012,"Male",280,4240,0.0660377358490566,1,5.36792452830189,FALSE,0.0660377358490566
"372","< 29","MoJ",2013,"Male",260,4480,0.0580357142857143,1,5.44642857142857,FALSE,0.0580357142857143
"373","30-39","MoJ",2008,"Female",570,3810,-0.149606299212598,2,5.38057742782152,FALSE,-0.149606299212598
"374","30-39","MoJ",2009,"Female",470,3020,-0.155629139072848,2,5.3046357615894,FALSE,-0.155629139072848
"375","30-39","MoJ",2010,"Female",540,3220,-0.167701863354037,2,5.26708074534162,FALSE,-0.167701863354037
"376","30-39","MoJ",2011,"Female",790,4710,-0.167728237791932,2,5.30785562632696,FALSE,-0.167728237791932
"377","30-39","MoJ",2012,"Female",710,4240,-0.167452830188679,2,5.36792452830189,FALSE,-0.167452830188679
"378","30-39","MoJ",2013,"Female",730,4480,-0.162946428571429,2,5.44642857142857,FALSE,-0.162946428571429
"379","30-39","MoJ",2008,"Male",420,3810,0.110236220472441,2,5.38057742782152,FALSE,0.110236220472441
"380","30-39","MoJ",2009,"Male",350,3020,0.115894039735099,2,5.3046357615894,FALSE,0.115894039735099
"381","30-39","MoJ",2010,"Male",380,3220,0.118012422360248,2,5.26708074534162,FALSE,0.118012422360248
"382","30-39","MoJ",2011,"Male",550,4710,0.116772823779193,2,5.30785562632696,FALSE,0.116772823779193
"383","30-39","MoJ",2012,"Male",510,4240,0.120283018867925,2,5.36792452830189,FALSE,0.120283018867925
"384","30-39","MoJ",2013,"Male",580,4480,0.129464285714286,2,5.44642857142857,FALSE,0.129464285714286
"385","40-49","MoJ",2008,"Female",660,3810,-0.173228346456693,3,5.38057742782152,FALSE,-0.173228346456693
"386","40-49","MoJ",2009,"Female",520,3020,-0.172185430463576,3,5.3046357615894,FALSE,-0.172185430463576
"387","40-49","MoJ",2010,"Female",530,3220,-0.164596273291925,3,5.26708074534162,FALSE,-0.164596273291925
"388","40-49","MoJ",2011,"Female",790,4710,-0.167728237791932,3,5.30785562632696,FALSE,-0.167728237791932
"389","40-49","MoJ",2012,"Female",750,4240,-0.17688679245283,3,5.36792452830189,FALSE,-0.17688679245283
"390","40-49","MoJ",2013,"Female",790,4480,-0.176339285714286,3,5.44642857142857,FALSE,-0.176339285714286
"391","40-49","MoJ",2008,"Male",520,3810,0.136482939632546,3,5.38057742782152,FALSE,0.136482939632546
"392","40-49","MoJ",2009,"Male",400,3020,0.132450331125828,3,5.3046357615894,FALSE,0.132450331125828
"393","40-49","MoJ",2010,"Male",390,3220,0.12111801242236,3,5.26708074534162,FALSE,0.12111801242236
"394","40-49","MoJ",2011,"Male",570,4710,0.121019108280255,3,5.30785562632696,FALSE,0.121019108280255
"395","40-49","MoJ",2012,"Male",510,4240,0.120283018867925,3,5.36792452830189,FALSE,0.120283018867925
"396","40-49","MoJ",2013,"Male",530,4480,0.118303571428571,3,5.44642857142857,FALSE,0.118303571428571
"397","50-59","MoJ",2008,"Female",420,3810,-0.110236220472441,4,5.38057742782152,FALSE,-0.110236220472441
"398","50-59","MoJ",2009,"Female",340,3020,-0.112582781456954,4,5.3046357615894,FALSE,-0.112582781456954
"399","50-59","MoJ",2010,"Female",360,3220,-0.111801242236025,4,5.26708074534162,FALSE,-0.111801242236025
"400","50-59","MoJ",2011,"Female",510,4710,-0.10828025477707,4,5.30785562632696,FALSE,-0.10828025477707
"401","50-59","MoJ",2012,"Female",460,4240,-0.108490566037736,4,5.36792452830189,FALSE,-0.108490566037736
"402","50-59","MoJ",2013,"Female",500,4480,-0.111607142857143,4,5.44642857142857,FALSE,-0.111607142857143
"403","50-59","MoJ",2008,"Male",430,3810,0.112860892388451,4,5.38057742782152,FALSE,0.112860892388451
"404","50-59","MoJ",2009,"Male",310,3020,0.102649006622517,4,5.3046357615894,FALSE,0.102649006622517
"405","50-59","MoJ",2010,"Male",320,3220,0.0993788819875776,4,5.26708074534162,FALSE,0.0993788819875776
"406","50-59","MoJ",2011,"Male",460,4710,0.0976645435244161,4,5.30785562632696,FALSE,0.0976645435244161
"407","50-59","MoJ",2012,"Male",410,4240,0.0966981132075472,4,5.36792452830189,FALSE,0.0966981132075472
"408","50-59","MoJ",2013,"Male",450,4480,0.100446428571429,4,5.44642857142857,FALSE,0.100446428571429
"409","60-64","MoJ",2008,"Female",50,3810,-0.0131233595800525,5,5.38057742782152,FALSE,-0.0131233595800525
"410","60-64","MoJ",2009,"Female",30,3020,-0.00993377483443709,5,5.3046357615894,FALSE,-0.00993377483443709
"411","60-64","MoJ",2010,"Female",40,3220,-0.0124223602484472,5,5.26708074534162,FALSE,-0.0124223602484472
"412","60-64","MoJ",2011,"Female",80,4710,-0.0169851380042463,5,5.30785562632696,FALSE,-0.0169851380042463
"413","60-64","MoJ",2012,"Female",70,4240,-0.0165094339622642,5,5.36792452830189,FALSE,-0.0165094339622642
"414","60-64","MoJ",2013,"Female",80,4480,-0.0178571428571429,5,5.44642857142857,FALSE,-0.0178571428571429
"415","60-64","MoJ",2008,"Male",60,3810,0.015748031496063,5,5.38057742782152,FALSE,0.015748031496063
"416","60-64","MoJ",2009,"Male",40,3020,0.0132450331125828,5,5.3046357615894,FALSE,0.0132450331125828
"417","60-64","MoJ",2010,"Male",50,3220,0.015527950310559,5,5.26708074534162,FALSE,0.015527950310559
"418","60-64","MoJ",2011,"Male",100,4710,0.0212314225053079,5,5.30785562632696,FALSE,0.0212314225053079
"419","60-64","MoJ",2012,"Male",90,4240,0.0212264150943396,5,5.36792452830189,FALSE,0.0212264150943396
"420","60-64","MoJ",2013,"Male",100,4480,0.0223214285714286,5,5.44642857142857,FALSE,0.0223214285714286
"421","65 +","MoJ",2008,"Female",10,3810,-0.0026246719160105,6,5.38057742782152,FALSE,-0.0026246719160105
"422","65 +","MoJ",2009,"Female",10,3020,-0.0033112582781457,6,5.3046357615894,FALSE,-0.0033112582781457
"423","65 +","MoJ",2010,"Female",10,3220,-0.0031055900621118,6,5.26708074534162,FALSE,-0.0031055900621118
"424","65 +","MoJ",2011,"Female",10,4710,-0.00212314225053079,6,5.30785562632696,FALSE,-0.00212314225053079
"425","65 +","MoJ",2012,"Female",10,4240,-0.00235849056603774,6,5.36792452830189,FALSE,-0.00235849056603774
"426","65 +","MoJ",2013,"Female",20,4480,-0.00446428571428571,6,5.44642857142857,FALSE,-0.00446428571428571
"427","65 +","MoJ",2008,"Male",10,3810,0.0026246719160105,6,5.38057742782152,FALSE,0.0026246719160105
"428","65 +","MoJ",2009,"Male",10,3020,0.0033112582781457,6,5.3046357615894,FALSE,0.0033112582781457
"429","65 +","MoJ",2010,"Male",10,3220,0.0031055900621118,6,5.26708074534162,FALSE,0.0031055900621118
"430","65 +","MoJ",2011,"Male",10,4710,0.00212314225053079,6,5.30785562632696,FALSE,0.00212314225053079
"431","65 +","MoJ",2012,"Male",20,4240,0.00471698113207547,6,5.36792452830189,FALSE,0.00471698113207547
"432","65 +","MoJ",2013,"Male",20,4480,0.00446428571428571,6,5.44642857142857,FALSE,0.00446428571428571
"433","< 29","Defra",2008,"Female",300,3100,-0.0967741935483871,1,5.24516129032258,FALSE,-0.0967741935483871
"434","< 29","Defra",2009,"Female",200,2770,-0.0722021660649819,1,5.45848375451264,FALSE,-0.0722021660649819
"435","< 29","Defra",2010,"Female",210,2720,-0.0772058823529412,1,5.36029411764706,FALSE,-0.0772058823529412
"436","< 29","Defra",2011,"Female",140,2630,-0.0532319391634981,1,5.55893536121673,FALSE,-0.0532319391634981
"437","< 29","Defra",2012,"Female",100,2170,-0.0460829493087558,1,5.66820276497696,FALSE,-0.0460829493087558
"438","< 29","Defra",2013,"Female",90,2180,-0.0412844036697248,1,5.76146788990826,FALSE,-0.0412844036697248
"439","< 29","Defra",2008,"Male",200,3100,0.0645161290322581,1,5.24516129032258,FALSE,0.0645161290322581
"440","< 29","Defra",2009,"Male",150,2770,0.0541516245487365,1,5.45848375451264,FALSE,0.0541516245487365
"441","< 29","Defra",2010,"Male",150,2720,0.0551470588235294,1,5.36029411764706,FALSE,0.0551470588235294
"442","< 29","Defra",2011,"Male",120,2630,0.0456273764258555,1,5.55893536121673,FALSE,0.0456273764258555
"443","< 29","Defra",2012,"Male",70,2170,0.032258064516129,1,5.66820276497696,FALSE,0.032258064516129
"444","< 29","Defra",2013,"Male",80,2180,0.036697247706422,1,5.76146788990826,FALSE,0.036697247706422
"445","30-39","Defra",2008,"Female",520,3100,-0.167741935483871,2,5.24516129032258,FALSE,-0.167741935483871
"446","30-39","Defra",2009,"Female",510,2770,-0.184115523465704,2,5.45848375451264,FALSE,-0.184115523465704
"447","30-39","Defra",2010,"Female",550,2720,-0.202205882352941,2,5.36029411764706,FALSE,-0.202205882352941
"448","30-39","Defra",2011,"Female",520,2630,-0.197718631178707,2,5.55893536121673,FALSE,-0.197718631178707
"449","30-39","Defra",2012,"Female",420,2170,-0.193548387096774,2,5.66820276497696,FALSE,-0.193548387096774
"450","30-39","Defra",2013,"Female",390,2180,-0.178899082568807,2,5.76146788990826,FALSE,-0.178899082568807
"451","30-39","Defra",2008,"Male",460,3100,0.148387096774194,2,5.24516129032258,FALSE,0.148387096774194
"452","30-39","Defra",2009,"Male",370,2770,0.133574007220217,2,5.45848375451264,FALSE,0.133574007220217
"453","30-39","Defra",2010,"Male",370,2720,0.136029411764706,2,5.36029411764706,FALSE,0.136029411764706
"454","30-39","Defra",2011,"Male",350,2630,0.133079847908745,2,5.55893536121673,FALSE,0.133079847908745
"455","30-39","Defra",2012,"Male",290,2170,0.133640552995392,2,5.66820276497696,FALSE,0.133640552995392
"456","30-39","Defra",2013,"Male",290,2180,0.13302752293578,2,5.76146788990826,FALSE,0.13302752293578
"457","40-49","Defra",2008,"Female",440,3100,-0.141935483870968,3,5.24516129032258,FALSE,-0.141935483870968
"458","40-49","Defra",2009,"Female",400,2770,-0.144404332129964,3,5.45848375451264,FALSE,-0.144404332129964
"459","40-49","Defra",2010,"Female",380,2720,-0.139705882352941,3,5.36029411764706,FALSE,-0.139705882352941
"460","40-49","Defra",2011,"Female",400,2630,-0.152091254752852,3,5.55893536121673,FALSE,-0.152091254752852
"461","40-49","Defra",2012,"Female",350,2170,-0.161290322580645,3,5.66820276497696,FALSE,-0.161290322580645
"462","40-49","Defra",2013,"Female",360,2180,-0.165137614678899,3,5.76146788990826,FALSE,-0.165137614678899
"463","40-49","Defra",2008,"Male",480,3100,0.154838709677419,3,5.24516129032258,FALSE,0.154838709677419
"464","40-49","Defra",2009,"Male",450,2770,0.162454873646209,3,5.45848375451264,FALSE,0.162454873646209
"465","40-49","Defra",2010,"Male",410,2720,0.150735294117647,3,5.36029411764706,FALSE,0.150735294117647
"466","40-49","Defra",2011,"Male",420,2630,0.159695817490494,3,5.55893536121673,FALSE,0.159695817490494
"467","40-49","Defra",2012,"Male",370,2170,0.170506912442396,3,5.66820276497696,FALSE,0.170506912442396
"468","40-49","Defra",2013,"Male",340,2180,0.155963302752294,3,5.76146788990826,FALSE,0.155963302752294
"469","50-59","Defra",2008,"Female",220,3100,-0.0709677419354839,4,5.24516129032258,FALSE,-0.0709677419354839
"470","50-59","Defra",2009,"Female",210,2770,-0.075812274368231,4,5.45848375451264,FALSE,-0.075812274368231
"471","50-59","Defra",2010,"Female",220,2720,-0.0808823529411765,4,5.36029411764706,FALSE,-0.0808823529411765
"472","50-59","Defra",2011,"Female",220,2630,-0.0836501901140684,4,5.55893536121673,FALSE,-0.0836501901140684
"473","50-59","Defra",2012,"Female",190,2170,-0.0875576036866359,4,5.66820276497696,FALSE,-0.0875576036866359
"474","50-59","Defra",2013,"Female",220,2180,-0.100917431192661,4,5.76146788990826,FALSE,-0.100917431192661
"475","50-59","Defra",2008,"Male",370,3100,0.119354838709677,4,5.24516129032258,FALSE,0.119354838709677
"476","50-59","Defra",2009,"Male",350,2770,0.126353790613718,4,5.45848375451264,FALSE,0.126353790613718
"477","50-59","Defra",2010,"Male",320,2720,0.117647058823529,4,5.36029411764706,FALSE,0.117647058823529
"478","50-59","Defra",2011,"Male",340,2630,0.129277566539924,4,5.55893536121673,FALSE,0.129277566539924
"479","50-59","Defra",2012,"Male",280,2170,0.129032258064516,4,5.66820276497696,FALSE,0.129032258064516
"480","50-59","Defra",2013,"Male",300,2180,0.137614678899083,4,5.76146788990826,FALSE,0.137614678899083
"481","60-64","Defra",2008,"Female",30,3100,-0.00967741935483871,5,5.24516129032258,FALSE,-0.00967741935483871
"482","60-64","Defra",2009,"Female",40,2770,-0.0144404332129964,5,5.45848375451264,FALSE,-0.0144404332129964
"483","60-64","Defra",2010,"Female",40,2720,-0.0147058823529412,5,5.36029411764706,FALSE,-0.0147058823529412
"484","60-64","Defra",2011,"Female",40,2630,-0.0152091254752852,5,5.55893536121673,FALSE,-0.0152091254752852
"485","60-64","Defra",2012,"Female",30,2170,-0.0138248847926267,5,5.66820276497696,FALSE,-0.0138248847926267
"486","60-64","Defra",2013,"Female",30,2180,-0.0137614678899083,5,5.76146788990826,FALSE,-0.0137614678899083
"487","60-64","Defra",2008,"Male",80,3100,0.0258064516129032,5,5.24516129032258,FALSE,0.0258064516129032
"488","60-64","Defra",2009,"Male",80,2770,0.0288808664259928,5,5.45848375451264,FALSE,0.0288808664259928
"489","60-64","Defra",2010,"Male",60,2720,0.0220588235294118,5,5.36029411764706,FALSE,0.0220588235294118
"490","60-64","Defra",2011,"Male",70,2630,0.026615969581749,5,5.55893536121673,FALSE,0.026615969581749
"491","60-64","Defra",2012,"Male",50,2170,0.0230414746543779,5,5.66820276497696,FALSE,0.0230414746543779
"492","60-64","Defra",2013,"Male",60,2180,0.0275229357798165,5,5.76146788990826,FALSE,0.0275229357798165
"493","65 +","Defra",2008,"Female",0,3100,0,6,5.24516129032258,FALSE,0
"494","65 +","Defra",2009,"Female",0,2770,0,6,5.45848375451264,FALSE,0
"495","65 +","Defra",2010,"Female",0,2720,0,6,5.36029411764706,FALSE,0
"496","65 +","Defra",2011,"Female",0,2630,0,6,5.55893536121673,FALSE,0
"497","65 +","Defra",2012,"Female",10,2170,-0.00460829493087558,6,5.66820276497696,FALSE,-0.00460829493087558
"498","65 +","Defra",2013,"Female",10,2180,-0.00458715596330275,6,5.76146788990826,FALSE,-0.00458715596330275
"499","65 +","Defra",2008,"Male",0,3100,0,6,5.24516129032258,FALSE,0
"500","65 +","Defra",2009,"Male",10,2770,0.0036101083032491,6,5.45848375451264,FALSE,0.0036101083032491
"501","65 +","Defra",2010,"Male",10,2720,0.00367647058823529,6,5.36029411764706,FALSE,0.00367647058823529
"502","65 +","Defra",2011,"Male",10,2630,0.00380228136882129,6,5.55893536121673,FALSE,0.00380228136882129
"503","65 +","Defra",2012,"Male",10,2170,0.00460829493087558,6,5.66820276497696,FALSE,0.00460829493087558
"504","65 +","Defra",2013,"Male",10,2180,0.00458715596330275,6,5.76146788990826,FALSE,0.00458715596330275
"505","< 29","DfID",2008,"Female",90,1660,-0.0542168674698795,1,5.60240963855422,FALSE,-0.0542168674698795
"506","< 29","DfID",2009,"Female",80,1650,-0.0484848484848485,1,5.62424242424242,FALSE,-0.0484848484848485
"507","< 29","DfID",2010,"Female",60,1600,-0.0375,1,5.65,FALSE,-0.0375
"508","< 29","DfID",2011,"Female",60,1610,-0.0372670807453416,1,5.67701863354037,FALSE,-0.0372670807453416
"509","< 29","DfID",2012,"Female",80,1710,-0.0467836257309941,1,5.63742690058479,FALSE,-0.0467836257309941
"510","< 29","DfID",2013,"Female",80,1810,-0.0441988950276243,1,5.58011049723757,FALSE,-0.0441988950276243
"511","< 29","DfID",2008,"Male",50,1660,0.0301204819277108,1,5.60240963855422,FALSE,0.0301204819277108
"512","< 29","DfID",2009,"Male",50,1650,0.0303030303030303,1,5.62424242424242,FALSE,0.0303030303030303
"513","< 29","DfID",2010,"Male",50,1600,0.03125,1,5.65,FALSE,0.03125
"514","< 29","DfID",2011,"Male",50,1610,0.031055900621118,1,5.67701863354037,FALSE,0.031055900621118
