"","Group","Date","Civil.Service.grad","gradeval","Gender","count","total","share","grp","sharebothgenders","gradescore","meangradescore","sorter","yvar"
"160","MOD",2012,"SCS",5,"Female",-50,53380,-0.000936680404645935,"MODFemale",0.00449606594230049,0.0224803297115024,0.383064818284002,0.383064818284002,-0.000936680404645935
"161","MOJ",2012,"SEO/HEO",3,"Male",680,4250,0.16,"MOJMale",0.36,1.08,0.512941176470588,0.512941176470588,0.16
"162","MOJ",2012,"SCS",5,"Female",-50,4250,-0.0117647058823529,"MOJFemale",0.0282352941176471,0.141176470588235,0.512941176470588,0.512941176470588,-0.0117647058823529
"163","MOJ",2012,"SCS",5,"Male",70,4250,0.0164705882352941,"MOJMale",0.0282352941176471,0.141176470588235,0.512941176470588,0.512941176470588,0.0164705882352941
"164","MOJ",2012,"G6/G7",4,"Male",410,4250,0.0964705882352941,"MOJMale",0.181176470588235,0.724705882352941,0.512941176470588,0.512941176470588,0.0964705882352941
"165","MOJ",2012,"SEO/HEO",3,"Female",-850,4250,-0.2,"MOJFemale",0.36,1.08,0.512941176470588,0.512941176470588,-0.2
"166","MOJ",2012,"AO/AA",1,"Female",-640,4250,-0.150588235294118,"MOJFemale",0.242352941176471,0.242352941176471,0.512941176470588,0.512941176470588,-0.150588235294118
"167","MOJ",2012,"AO/AA",1,"Male",390,4250,0.0917647058823529,"MOJMale",0.242352941176471,0.242352941176471,0.512941176470588,0.512941176470588,0.0917647058823529
"168","MOJ",2012,"EO",2,"Male",280,4250,0.0658823529411765,"MOJMale",0.188235294117647,0.376470588235294,0.512941176470588,0.512941176470588,0.0658823529411765
"169","MOJ",2012,"G6/G7",4,"Female",-360,4250,-0.0847058823529412,"MOJFemale",0.181176470588235,0.724705882352941,0.512941176470588,0.512941176470588,-0.0847058823529412
"170","MOJ",2012,"EO",2,"Female",-520,4250,-0.122352941176471,"MOJFemale",0.188235294117647,0.376470588235294,0.512941176470588,0.512941176470588,-0.122352941176471
"171","Whole Civil Service",2012,"AO/AA",1,"Male",88530,463810,0.190875574049719,"Whole Civil ServiceMale",0.453935878915935,0.453935878915935,0.382242728703564,0.740610687022901,0.190875574049719
"172","Whole Civil Service",2012,"SCS",5,"Male",2870,463810,0.00618787865720877,"Whole Civil ServiceMale",0.00952976434315776,0.0476488217157888,0.382242728703564,0.740610687022901,0.00618787865720877
"173","Whole Civil Service",2012,"SCS",5,"Female",-1550,463810,-0.00334188568594899,"Whole Civil ServiceFemale",0.00952976434315776,0.0476488217157888,0.382242728703564,0.740610687022901,-0.00334188568594899
"174","Whole Civil Service",2012,"G6/G7",4,"Male",19790,463810,0.0426683340160842,"Whole Civil ServiceMale",0.0724650180030616,0.289860072012246,0.382242728703564,0.740610687022901,0.0426683340160842
"175","Whole Civil Service",2012,"G6/G7",4,"Female",-13820,463810,-0.0297966839869774,"Whole Civil ServiceFemale",0.0724650180030616,0.289860072012246,0.382242728703564,0.740610687022901,-0.0297966839869774
"176","Whole Civil Service",2012,"AO/AA",1,"Female",-122010,463810,-0.263060304866217,"Whole Civil ServiceFemale",0.453935878915935,0.453935878915935,0.382242728703564,0.740610687022901,-0.263060304866217
"177","Whole Civil Service",2012,"EO",2,"Female",-66410,463810,-0.143183631228305,"Whole Civil ServiceFemale",0.257303637265259,0.514607274530519,0.382242728703564,0.740610687022901,-0.143183631228305
"178","Whole Civil Service",2012,"EO",2,"Male",52930,463810,0.114120006036955,"Whole Civil ServiceMale",0.257303637265259,0.514607274530519,0.382242728703564,0.740610687022901,0.114120006036955
"179","Whole Civil Service",2012,"SEO/HEO",3,"Female",-42070,463810,-0.0907052456824993,"Whole Civil ServiceFemale",0.201720532114443,0.60516159634333,0.382242728703564,0.740610687022901,-0.0907052456824993
"180","Whole Civil Service",2012,"SEO/HEO",3,"Male",51490,463810,0.111015286431944,"Whole Civil ServiceMale",0.201720532114443,0.60516159634333,0.382242728703564,0.740610687022901,0.111015286431944
