"","Dept","Managed","value","measure","Period","group","chart","sorter","totalgroup"
"4733","MoD","Departmental Group",-0.0205190922679712,"Cumulative_Perc_net_change","2011Q1","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4747","MoD","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4748","MoD","Departmental Group",-0.209433506790405,"Cumulative_Perc_net_change","2013Q1","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4767","MoD","Departmental Group",-0.222676994156815,"Cumulative_Perc_net_change","2013Q4","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4786","MoD","Departmental Group",-0.0995822642142874,"Cumulative_Perc_net_change","2011Q4","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4799","MoD","Y",-0.248475371383894,"Cumulative_Perc_net_change","2014Q1","MoD-Y",TRUE,-0.216124953038696,FALSE
"4805","MoD","Departmental Group",-0.180855455104993,"Cumulative_Perc_net_change","2012Q3","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4806","MoD","Departmental Group",-0.0395434162250305,"Cumulative_Perc_net_change","2011Q2","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4820","MoD","Departmental Group",-0.00625084930017661,"Cumulative_Perc_net_change","2010Q4","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4821","MoD","Departmental Group",-0.213894470955932,"Cumulative_Perc_net_change","2013Q2","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4836","MoD","Departmental Group",-0.231459517357697,"Cumulative_Perc_net_change","2014Q1","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4839","MoD","Departmental Group",-0.0520451148253839,"Cumulative_Perc_net_change","2011Q3","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4855","MoD","Departmental Group",-0.1450283366506,"Cumulative_Perc_net_change","2012Q1","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4869","MoJ","Y",-0.0752146068946723,"Cumulative_Perc_net_change","2011Q4","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4872","MoJ","N",-0.0973916306999436,"Cumulative_Perc_net_change","2011Q4","MoJ-N",TRUE,-0.182471028767003,FALSE
"4876","MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q4","MoJ-N",TRUE,-0.182471028767003,FALSE
"4877","MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q3","MoJ-N",TRUE,-0.182471028767003,FALSE
"4883","MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q2","MoJ-N",TRUE,-0.182471028767003,FALSE
"4886","MoJ","Y",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4899","MoJ","N",-0.0753424657534247,"Cumulative_Perc_net_change","2011Q2","MoJ-N",TRUE,-0.182471028767003,FALSE
"4902","MoJ","Y",-0.00395149202888678,"Cumulative_Perc_net_change","2010Q4","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4905","MoJ","N",0,"Cumulative_Perc_net_change","2010Q3","MoJ-N",TRUE,-0.182471028767003,FALSE
"4909","MoJ","Y",-0.0925194168142799,"Cumulative_Perc_net_change","2012Q1","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4910","MoJ","Y",-0.1628287232593,"Cumulative_Perc_net_change","2013Q2","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4911","MoJ","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"4913","MoJ","N",-0.0256849315068494,"Cumulative_Perc_net_change","2010Q4","MoJ-N",TRUE,-0.182471028767003,FALSE
"4915","MoJ","N",-0.0445205479452055,"Cumulative_Perc_net_change","2011Q1","MoJ-N",TRUE,-0.182471028767003,FALSE
"4922","MoJ","Y",-0.0103556342825998,"Cumulative_Perc_net_change","2011Q1","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4925","MoJ","N",-0.0851942203039968,"Cumulative_Perc_net_change","2012Q1","MoJ-N",TRUE,-0.182471028767003,FALSE
"4936","MoJ","Y",-0.210105527593007,"Cumulative_Perc_net_change","2013Q4","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4937","MoJ","N",-0.10958904109589,"Cumulative_Perc_net_change","2013Q1","MoJ-N",TRUE,-0.182471028767003,FALSE
"4942","MoJ","N",-0.10958904109589,"Cumulative_Perc_net_change","2011Q3","MoJ-N",TRUE,-0.182471028767003,FALSE
"4943","MoJ","Y",-0.179827124817486,"Cumulative_Perc_net_change","2013Q3","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4952","MoJ","Departmental Group",-0.0793053994527646,"Cumulative_Perc_net_change","2011Q4","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"4969","MoJ","Y",-0.0373347867556888,"Cumulative_Perc_net_change","2011Q2","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4971","MoJ","Y",-0.123586319662079,"Cumulative_Perc_net_change","2012Q3","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4977","MoJ","Departmental Group",-0.0128739113971981,"Cumulative_Perc_net_change","2011Q1","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"4978","MoJ","Y",-0.108870418313122,"Cumulative_Perc_net_change","2012Q2","MoJ-Y",TRUE,-0.182471028767003,FALSE
"4984","MoJ","Departmental Group",-0.00555345197526191,"Cumulative_Perc_net_change","2010Q4","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"4988","MoJ","N",-0.10958904109589,"Cumulative_Perc_net_change","2014Q1","MoJ-N",TRUE,-0.182471028767003,FALSE
"4995","MoJ","N",-0.0973916306999434,"Cumulative_Perc_net_change","2013Q4","MoJ-N",TRUE,-0.182471028767003,FALSE
"4997","MoJ","Y",-0.144433846573103,"Cumulative_Perc_net_change","2013Q1","MoJ-Y",TRUE,-0.182471028767003,FALSE
"5009","MoJ","Y",-0.2225887287373,"Cumulative_Perc_net_change","2014Q1","MoJ-Y",TRUE,-0.182471028767003,FALSE
"5010","MoJ","N",-0.10958904109589,"Cumulative_Perc_net_change","2013Q2","MoJ-N",TRUE,-0.182471028767003,FALSE
"5014","MoJ","Departmental Group",-0.212168432586797,"Cumulative_Perc_net_change","2013Q4","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5018","MoJ","Departmental Group",-0.112316749363072,"Cumulative_Perc_net_change","2012Q2","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5025","MoJ","Departmental Group",-0.096213651845849,"Cumulative_Perc_net_change","2012Q1","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5035","MoJ","Departmental Group",-0.147609371421653,"Cumulative_Perc_net_change","2013Q1","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5042","MoJ","Y",-0.0463278375800518,"Cumulative_Perc_net_change","2011Q3","MoJ-Y",TRUE,-0.182471028767003,FALSE
"5044","MoJ","Y",-0.131898078757324,"Cumulative_Perc_net_change","2012Q4","MoJ-Y",TRUE,-0.182471028767003,FALSE
"5050","MoJ","Departmental Group",-0.0401363120030293,"Cumulative_Perc_net_change","2011Q2","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5068","MoJ","Departmental Group",-0.165725356128529,"Cumulative_Perc_net_change","2013Q2","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5070","MoJ","N",-0.10958904109589,"Cumulative_Perc_net_change","2013Q3","MoJ-N",TRUE,-0.182471028767003,FALSE
"5074","MoJ","Departmental Group",-0.224596861498164,"Cumulative_Perc_net_change","2014Q1","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5078","MoJ","Departmental Group",-0.126809537128573,"Cumulative_Perc_net_change","2012Q3","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5084","MoJ","Departmental Group",-0.0509907863183139,"Cumulative_Perc_net_change","2011Q3","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5101","MoJ","Departmental Group",-0.182471028767003,"Cumulative_Perc_net_change","2013Q3","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"5108","MoJ","Departmental Group",-0.134995278366495,"Cumulative_Perc_net_change","2012Q4","MoJ-Departmental Group",TRUE,-0.182471028767003,FALSE
"6051","Total excl. Whitehall FCO","N",-0.0197916666666667,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6059","Total excl. Whitehall FCO","N",-0.0552083333333333,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6073","Total excl. Whitehall FCO","Y",-0.0162011782675103,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6079","Total excl. Whitehall FCO","Y",-0.0296476107353262,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6088","Total excl. Whitehall FCO","Departmental Group",-0.0170040657292901,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6098","Total excl. Whitehall FCO","Y",-0.0535129827623827,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6100","Total excl. Whitehall FCO","Departmental Group",-0.0538920887684228,"Cumulative_Perc_net_change","2011Q2","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6107","Total excl. Whitehall FCO","N",-0.0360795454545454,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6121","Total excl. Whitehall FCO","Departmental Group",-0.0310858885312553,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6123","Total excl. Whitehall FCO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6131","Total excl. Whitehall FCO","Y",-0.0716674771313779,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6132","Total excl. Whitehall FCO","N",-0.0720982516487563,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6133","Total excl. Whitehall FCO","Departmental Group",-0.0717643571065559,"Cumulative_Perc_net_change","2011Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6141","Total excl. Whitehall FCO","Y",-0.130701961846351,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6142","Total excl. Whitehall FCO","N",-0.0949811578164829,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6143","Total excl. Whitehall FCO","Departmental Group",-0.122741506476938,"Cumulative_Perc_net_change","2012Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6156","Total excl. Whitehall FCO","Y",-0.108112760872139,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6157","Total excl. Whitehall FCO","N",-0.0953456111278497,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6158","Total excl. Whitehall FCO","Departmental Group",-0.105264272403862,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6161","Total excl. Whitehall FCO","Y",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6162","Total excl. Whitehall FCO","N",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6164","Total excl. Whitehall FCO","Y",-0.0918663965419266,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6165","Total excl. Whitehall FCO","N",-0.0852875698838338,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6166","Total excl. Whitehall FCO","Departmental Group",-0.0903989496866,"Cumulative_Perc_net_change","2011Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6189","Total excl. Whitehall FCO","Y",-0.122690874368443,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6190","Total excl. Whitehall FCO","N",-0.100393609186167,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6191","Total excl. Whitehall FCO","Departmental Group",-0.117715568355074,"Cumulative_Perc_net_change","2012Q2","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6214","Total excl. Whitehall FCO","Y",-0.139880767160023,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6215","Total excl. Whitehall FCO","N",-0.0961206212627321,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6216","Total excl. Whitehall FCO","Departmental Group",-0.130132591950268,"Cumulative_Perc_net_change","2012Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6224","Total excl. Whitehall FCO","Y",-0.183278809588759,"Cumulative_Perc_net_change","2013Q4","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6225","Total excl. Whitehall FCO","N",-0.0980029586635408,"Cumulative_Perc_net_change","2013Q4","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6226","Total excl. Whitehall FCO","Departmental Group",-0.164182909781753,"Cumulative_Perc_net_change","2013Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6239","Total excl. Whitehall FCO","Y",-0.160269421273491,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6240","Total excl. Whitehall FCO","N",-0.0955505044710925,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6241","Total excl. Whitehall FCO","Departmental Group",-0.14588687138987,"Cumulative_Perc_net_change","2013Q2","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6247","Total excl. Whitehall FCO","Y",-0.147933201031964,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6248","Total excl. Whitehall FCO","N",-0.0929715482582633,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6249","Total excl. Whitehall FCO","Departmental Group",-0.135707040822128,"Cumulative_Perc_net_change","2013Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6272","Total excl. Whitehall FCO","Y",-0.169412758659894,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6273","Total excl. Whitehall FCO","N",-0.0937319672326711,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6274","Total excl. Whitehall FCO","Departmental Group",-0.152519185306928,"Cumulative_Perc_net_change","2013Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
"6297","Total excl. Whitehall FCO","Y",-0.199118348980552,"Cumulative_Perc_net_change","2014Q1","Total excl. Whitehall FCO-Y",TRUE,-0.152519185306928,TRUE
"6298","Total excl. Whitehall FCO","N",-0.0950973913872406,"Cumulative_Perc_net_change","2014Q1","Total excl. Whitehall FCO-N",TRUE,-0.152519185306928,TRUE
"6299","Total excl. Whitehall FCO","Departmental Group",-0.175721888540269,"Cumulative_Perc_net_change","2014Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.152519185306928,TRUE
