"","Dept","Managed","value","measure","Period","group","chart","sorter","totalgroup"
"3215","DWP","Y",-0.150764553339891,"Cumulative_Perc_net_change","2012Q2","DWP-Y",TRUE,-0.200391206472365,FALSE
"3216","DWP","Departmental Group",-0.12414450316209,"Cumulative_Perc_net_change","2011Q4","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3217","DWP","Departmental Group",-0.0505934332495885,"Cumulative_Perc_net_change","2011Q1","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3218","DWP","N",-0.00555555555555554,"Cumulative_Perc_net_change","2010Q4","DWP-N",TRUE,-0.200391206472365,FALSE
"3219","DWP","Y",-0.188858088169543,"Cumulative_Perc_net_change","2013Q2","DWP-Y",TRUE,-0.200391206472365,FALSE
"3222","DWP","N",-0.0638888888888889,"Cumulative_Perc_net_change","2011Q1","DWP-N",TRUE,-0.200391206472365,FALSE
"3226","DWP","Y",-0.0847715282124654,"Cumulative_Perc_net_change","2011Q2","DWP-Y",TRUE,-0.200391206472365,FALSE
"3227","DWP","Y",-0.220806197450597,"Cumulative_Perc_net_change","2013Q4","DWP-Y",TRUE,-0.200391206472365,FALSE
"3229","DWP","Departmental Group",-0.113055531490947,"Cumulative_Perc_net_change","2011Q3","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3230","DWP","Departmental Group",-0.200391206472365,"Cumulative_Perc_net_change","2013Q3","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3231","DWP","Departmental Group",-0.245560476929689,"Cumulative_Perc_net_change","2014Q1","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3232","DWP","Departmental Group",-0.149181322013341,"Cumulative_Perc_net_change","2012Q2","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3233","DWP","N",-0.127777777777778,"Cumulative_Perc_net_change","2013Q2","DWP-N",TRUE,-0.200391206472365,FALSE
"3234","DWP","N",-0.144444444444444,"Cumulative_Perc_net_change","2014Q1","DWP-N",TRUE,-0.200391206472365,FALSE
"3235","DWP","Departmental Group",-0.157151520401975,"Cumulative_Perc_net_change","2012Q4","DWP-Departmental Group",TRUE,-0.200391206472365,FALSE
"3238","DWP","Y",-0.136814808191004,"Cumulative_Perc_net_change","2012Q1","DWP-Y",TRUE,-0.200391206472365,FALSE
"3239","DWP","N",-0.0916666666666666,"Cumulative_Perc_net_change","2012Q1","DWP-N",TRUE,-0.200391206472365,FALSE
"3240","DWP","Y",-0.148529017258338,"Cumulative_Perc_net_change","2012Q3","DWP-Y",TRUE,-0.200391206472365,FALSE
"3331","FCO","Departmental Group",-0.055363321799308,"Cumulative_Perc_net_change","2013Q1","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3404","FCO","Departmental Group",-0.0544982698961939,"Cumulative_Perc_net_change","2013Q2","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3412","FCO","Departmental Group",-0.0432525951557092,"Cumulative_Perc_net_change","2011Q4","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3453","FCO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3460","FCO","Departmental Group",-0.0562283737024221,"Cumulative_Perc_net_change","2011Q2","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3461","FCO","Departmental Group",-0.013840830449827,"Cumulative_Perc_net_change","2010Q4","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3472","FCO","Departmental Group",-0.0423875432525951,"Cumulative_Perc_net_change","2012Q1","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3477","FCO","Departmental Group",-0.0432525951557096,"Cumulative_Perc_net_change","2013Q3","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3482","FCO","Departmental Group",-0.0726643598615917,"Cumulative_Perc_net_change","2012Q3","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3493","FCO","Departmental Group",-0.0415224913494812,"Cumulative_Perc_net_change","2013Q4","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3500","FCO","Departmental Group",-0.0692041522491348,"Cumulative_Perc_net_change","2011Q3","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3504","FCO","Departmental Group",0.0103806228373702,"Cumulative_Perc_net_change","2012Q2","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3505","FCO","Departmental Group",-0.0458477508650519,"Cumulative_Perc_net_change","2011Q1","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3507","FCO","Departmental Group",-0.0570934256055365,"Cumulative_Perc_net_change","2014Q1","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3508","FCO","Departmental Group",-0.0570934256055363,"Cumulative_Perc_net_change","2012Q4","FCO-Departmental Group",TRUE,-0.0432525951557096,FALSE
"3786","HMRC","Y",-0.0670614359733531,"Cumulative_Perc_net_change","2013Q3","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3788","HMRC","N",-0.0663129973474802,"Cumulative_Perc_net_change","2013Q4","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3798","HMRC","Y",-0.0914877868245744,"Cumulative_Perc_net_change","2014Q1","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3804","HMRC","Y",-0.0454478164322725,"Cumulative_Perc_net_change","2013Q1","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3806","HMRC","Y",-0.0547742413027388,"Cumulative_Perc_net_change","2013Q2","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3810","HMRC","Y",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3811","HMRC","Y",-0.0088823094004441,"Cumulative_Perc_net_change","2011Q4","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3820","HMRC","Y",-0.00695780903034782,"Cumulative_Perc_net_change","2011Q3","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3828","HMRC","Y",-0.0756476683937823,"Cumulative_Perc_net_change","2013Q4","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3833","HMRC","Y",-0.0275351591413767,"Cumulative_Perc_net_change","2012Q2","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3843","HMRC","Y",-0.0111028867505552,"Cumulative_Perc_net_change","2010Q4","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3844","HMRC","N",-0.076923076923077,"Cumulative_Perc_net_change","2014Q1","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3847","HMRC","Y",-0.00991857883049585,"Cumulative_Perc_net_change","2011Q1","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3851","HMRC","N",-0.0716180371352787,"Cumulative_Perc_net_change","2012Q3","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3858","HMRC","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3859","HMRC","Y",-0.0472242783123613,"Cumulative_Perc_net_change","2012Q4","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3860","HMRC","N",-0.0795755968169762,"Cumulative_Perc_net_change","2012Q2","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3866","HMRC","Y",-0.0426350851221318,"Cumulative_Perc_net_change","2012Q3","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3875","HMRC","N",-0.0610079575596818,"Cumulative_Perc_net_change","2013Q1","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3884","HMRC","Y",-0.0159881569207994,"Cumulative_Perc_net_change","2012Q1","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3896","HMRC","Departmental Group",-0.0462703309029724,"Cumulative_Perc_net_change","2013Q1","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3901","HMRC","N",-0.0583554376657826,"Cumulative_Perc_net_change","2013Q3","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3907","HMRC","Y",-0.00118430792005908,"Cumulative_Perc_net_change","2011Q2","HMRC-Y",TRUE,-0.0666012338754907,FALSE
"3918","HMRC","N",-0.0742705570291778,"Cumulative_Perc_net_change","2011Q4","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3920","HMRC","N",0,"Cumulative_Perc_net_change","2010Q3","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3922","HMRC","Departmental Group",-0.0666012338754907,"Cumulative_Perc_net_change","2013Q3","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3924","HMRC","N",-0.0663129973474802,"Cumulative_Perc_net_change","2012Q4","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3931","HMRC","Departmental Group",-0.0109366236679753,"Cumulative_Perc_net_change","2010Q4","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3937","HMRC","Departmental Group",-0.0123387549074594,"Cumulative_Perc_net_change","2011Q4","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3944","HMRC","N",-0.0106100795755969,"Cumulative_Perc_net_change","2011Q1","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3948","HMRC","N",-0.0636604774535811,"Cumulative_Perc_net_change","2013Q2","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3964","HMRC","Departmental Group",-0.00995513180033647,"Cumulative_Perc_net_change","2011Q1","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3969","HMRC","Departmental Group",-0.0552439708356701,"Cumulative_Perc_net_change","2013Q2","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3974","HMRC","N",-0.0159151193633953,"Cumulative_Perc_net_change","2011Q2","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3975","HMRC","Departmental Group",-0.0907178911946158,"Cumulative_Perc_net_change","2014Q1","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3991","HMRC","N",-0.0795755968169762,"Cumulative_Perc_net_change","2012Q1","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3993","HMRC","N",-0.00795755968169765,"Cumulative_Perc_net_change","2010Q4","HMRC-N",TRUE,-0.0666012338754907,FALSE
"3995","HMRC","Departmental Group",-0.0751542344363432,"Cumulative_Perc_net_change","2013Q4","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"3997","HMRC","Departmental Group",-0.00196298373527759,"Cumulative_Perc_net_change","2011Q2","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"4003","HMRC","Departmental Group",-0.0302860347728547,"Cumulative_Perc_net_change","2012Q2","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"4007","HMRC","N",-0.0742705570291778,"Cumulative_Perc_net_change","2011Q3","HMRC-N",TRUE,-0.0666012338754907,FALSE
"4010","HMRC","Departmental Group",-0.0193494111048794,"Cumulative_Perc_net_change","2012Q1","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"4016","HMRC","Departmental Group",-0.0482333146382501,"Cumulative_Perc_net_change","2012Q4","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"4031","HMRC","Departmental Group",-0.0105159842961301,"Cumulative_Perc_net_change","2011Q3","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"4032","HMRC","Departmental Group",-0.0441671340437465,"Cumulative_Perc_net_change","2012Q3","HMRC-Departmental Group",TRUE,-0.0666012338754907,FALSE
"4052","HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2012Q3","HMT-N",TRUE,-0.0809248554913297,FALSE
"4055","HMT","N",0.216216216216216,"Cumulative_Perc_net_change","2014Q1","HMT-N",TRUE,-0.0809248554913297,FALSE
"4059","HMT","Y",0,"Cumulative_Perc_net_change","2010Q3","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4061","HMT","Y",-0.169891640866873,"Cumulative_Perc_net_change","2013Q2","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4062","HMT","Y",-0.132352941176471,"Cumulative_Perc_net_change","2012Q1","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4065","HMT","Y",-0.147252321981424,"Cumulative_Perc_net_change","2013Q1","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4069","HMT","Y",-0.154411764705882,"Cumulative_Perc_net_change","2011Q2","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4075","HMT","Y",-0.169117647058824,"Cumulative_Perc_net_change","2011Q3","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4084","HMT","Y",-0.177438080495356,"Cumulative_Perc_net_change","2013Q4","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4088","HMT","N",0.189189189189189,"Cumulative_Perc_net_change","2012Q4","HMT-N",TRUE,-0.0809248554913297,FALSE
"4089","HMT","Y",-0.16234520123839,"Cumulative_Perc_net_change","2013Q3","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4092","HMT","Y",-0.183823529411765,"Cumulative_Perc_net_change","2011Q4","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4093","HMT","N",0.27027027027027,"Cumulative_Perc_net_change","2013Q4","HMT-N",TRUE,-0.0809248554913297,FALSE
"4096","HMT","N",0.027027027027027,"Cumulative_Perc_net_change","2011Q2","HMT-N",TRUE,-0.0809248554913297,FALSE
"4103","HMT","Y",-0.139705882352941,"Cumulative_Perc_net_change","2012Q2","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4111","HMT","Y",-0.139705882352941,"Cumulative_Perc_net_change","2012Q3","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4116","HMT","N",0.216216216216216,"Cumulative_Perc_net_change","2013Q3","HMT-N",TRUE,-0.0809248554913297,FALSE
"4117","HMT","Y",-0.177438080495356,"Cumulative_Perc_net_change","2014Q1","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4119","HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2011Q4","HMT-N",TRUE,-0.0809248554913297,FALSE
"4123","HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2013Q2","HMT-N",TRUE,-0.0809248554913297,FALSE
"4128","HMT","Y",-0.0441176470588235,"Cumulative_Perc_net_change","2010Q4","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4130","HMT","N",0.189189189189189,"Cumulative_Perc_net_change","2013Q1","HMT-N",TRUE,-0.0809248554913297,FALSE
"4144","HMT","Y",-0.147252321981424,"Cumulative_Perc_net_change","2012Q4","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4164","HMT","N",0,"Cumulative_Perc_net_change","2010Q3","HMT-N",TRUE,-0.0809248554913297,FALSE
"4169","HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2011Q3","HMT-N",TRUE,-0.0809248554913297,FALSE
"4181","HMT","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4185","HMT","N",0.135135135135135,"Cumulative_Perc_net_change","2012Q2","HMT-N",TRUE,-0.0809248554913297,FALSE
"4192","HMT","N",0.162162162162162,"Cumulative_Perc_net_change","2012Q1","HMT-N",TRUE,-0.0809248554913297,FALSE
"4196","HMT","Y",-0.0882352941176471,"Cumulative_Perc_net_change","2011Q1","HMT-Y",TRUE,-0.0809248554913297,FALSE
"4205","HMT","Departmental Group",-0.0809248554913297,"Cumulative_Perc_net_change","2013Q3","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4219","HMT","Departmental Group",-0.0750333481547355,"Cumulative_Perc_net_change","2013Q1","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4220","HMT","Departmental Group",-0.109826589595376,"Cumulative_Perc_net_change","2011Q4","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4237","HMT","N",0,"Cumulative_Perc_net_change","2010Q4","HMT-N",TRUE,-0.0809248554913297,FALSE
"4246","HMT","Departmental Group",-0.0809248554913296,"Cumulative_Perc_net_change","2012Q2","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4247","HMT","Departmental Group",-0.0693641618497109,"Cumulative_Perc_net_change","2011Q1","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4252","HMT","Departmental Group",-0.0985993775011117,"Cumulative_Perc_net_change","2013Q2","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4254","HMT","Departmental Group",-0.0346820809248555,"Cumulative_Perc_net_change","2010Q4","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4258","HMT","Departmental Group",-0.0927078701645176,"Cumulative_Perc_net_change","2014Q1","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4266","HMT","N",0,"Cumulative_Perc_net_change","2011Q1","HMT-N",TRUE,-0.0809248554913297,FALSE
"4272","HMT","Departmental Group",-0.0750333481547355,"Cumulative_Perc_net_change","2012Q4","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4278","HMT","Departmental Group",-0.0809248554913297,"Cumulative_Perc_net_change","2013Q4","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4280","HMT","Departmental Group",-0.115606936416185,"Cumulative_Perc_net_change","2011Q2","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4287","HMT","Departmental Group",-0.0982658959537572,"Cumulative_Perc_net_change","2011Q3","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4293","HMT","Departmental Group",-0.0693641618497111,"Cumulative_Perc_net_change","2012Q1","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4314","HMT","Departmental Group",-0.0750333481547355,"Cumulative_Perc_net_change","2012Q3","HMT-Departmental Group",TRUE,-0.0809248554913297,FALSE
"4321","HO","N",-0.213570505721668,"Cumulative_Perc_net_change","2012Q4","HO-N",TRUE,-0.129829095856799,FALSE
"4323","HO","Y",-0.0321268808458723,"Cumulative_Perc_net_change","2010Q4","HO-Y",TRUE,-0.129829095856799,FALSE
"4324","HO","Y",-0.143435259219022,"Cumulative_Perc_net_change","2013Q1","HO-Y",TRUE,-0.129829095856799,FALSE
"4326","HO","N",-0.172849237409522,"Cumulative_Perc_net_change","2013Q4","HO-N",TRUE,-0.129829095856799,FALSE
"4329","HO","Y",-0.0919072793818625,"Cumulative_Perc_net_change","2011Q2","HO-Y",TRUE,-0.129829095856799,FALSE
"4330","HO","Y",-0.147347877744022,"Cumulative_Perc_net_change","2012Q1","HO-Y",TRUE,-0.129829095856799,FALSE
"4332","HO","N",-0.165213999600994,"Cumulative_Perc_net_change","2013Q2","HO-N",TRUE,-0.129829095856799,FALSE
"4334","HO","N",-0.17793939594854,"Cumulative_Perc_net_change","2013Q1","HO-N",TRUE,-0.129829095856799,FALSE
"4335","HO","Y",-0.150989960848105,"Cumulative_Perc_net_change","2012Q2","HO-Y",TRUE,-0.129829095856799,FALSE
"4336","HO","N",-0.220197720561093,"Cumulative_Perc_net_change","2012Q3","HO-N",TRUE,-0.129829095856799,FALSE
"4337","HO","N",-0.160552787006275,"Cumulative_Perc_net_change","2011Q3","HO-N",TRUE,-0.129829095856799,FALSE
"4346","HO","Y",-0.0540870272468483,"Cumulative_Perc_net_change","2011Q1","HO-Y",TRUE,-0.129829095856799,FALSE
"4347","HO","Y",0,"Cumulative_Perc_net_change","2010Q3","HO-Y",TRUE,-0.129829095856799,FALSE
"4349","HO","Y",-0.148966581345837,"Cumulative_Perc_net_change","2012Q4","HO-Y",TRUE,-0.129829095856799,FALSE
"4356","HO","Y",-0.154227368051735,"Cumulative_Perc_net_change","2012Q3","HO-Y",TRUE,-0.129829095856799,FALSE
"4359","HO","Y",-0.118615888811808,"Cumulative_Perc_net_change","2011Q3","HO-Y",TRUE,-0.129829095856799,FALSE
"4366","HO","N",-0.0825892857142857,"Cumulative_Perc_net_change","2010Q4","HO-N",TRUE,-0.129829095856799,FALSE
"4367","HO","N",-0.211361434108527,"Cumulative_Perc_net_change","2012Q1","HO-N",TRUE,-0.129829095856799,FALSE
"4368","HO","Y",-0.122398219709573,"Cumulative_Perc_net_change","2013Q3","HO-Y",TRUE,-0.129829095856799,FALSE
"4372","HO","N",-0.0803571428571428,"Cumulative_Perc_net_change","2011Q1","HO-N",TRUE,-0.129829095856799,FALSE
"4374","HO","N",-0.167759078870504,"Cumulative_Perc_net_change","2013Q3","HO-N",TRUE,-0.129829095856799,FALSE
"4375","HO","Y",-0.144229109766548,"Cumulative_Perc_net_change","2013Q2","HO-Y",TRUE,-0.129829095856799,FALSE
"4376","HO","N",-0.145089285714286,"Cumulative_Perc_net_change","2011Q2","HO-N",TRUE,-0.129829095856799,FALSE
"4377","HO","Y",-0.142491766938577,"Cumulative_Perc_net_change","2011Q4","HO-Y",TRUE,-0.129829095856799,FALSE
"4386","HO","N",-0.111767334941302,"Cumulative_Perc_net_change","2014Q1","HO-N",TRUE,-0.129829095856799,FALSE
"4387","HO","N",-0.191479789590255,"Cumulative_Perc_net_change","2011Q4","HO-N",TRUE,-0.129829095856799,FALSE
"4413","HO","N",-0.217988648947951,"Cumulative_Perc_net_change","2012Q2","HO-N",TRUE,-0.129829095856799,FALSE
"4434","HO","Y",-0.11122955529676,"Cumulative_Perc_net_change","2014Q1","HO-Y",TRUE,-0.129829095856799,FALSE
"4440","HO","N",0,"Cumulative_Perc_net_change","2010Q3","HO-N",TRUE,-0.129829095856799,FALSE
"4441","HO","Y",-0.118020160941684,"Cumulative_Perc_net_change","2013Q4","HO-Y",TRUE,-0.129829095856799,FALSE
"4449","HO","Departmental Group",-0.129829095856799,"Cumulative_Perc_net_change","2013Q3","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4462","HO","Departmental Group",-0.150040459881566,"Cumulative_Perc_net_change","2011Q4","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4463","HO","Departmental Group",-0.149371941221717,"Cumulative_Perc_net_change","2013Q1","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4475","HO","Departmental Group",-0.112601124187682,"Cumulative_Perc_net_change","2014Q1","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4491","HO","Departmental Group",-0.0581355349157208,"Cumulative_Perc_net_change","2011Q1","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4505","HO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4522","HO","Departmental Group",-0.126736071316006,"Cumulative_Perc_net_change","2013Q4","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4528","HO","Departmental Group",-0.161327648945513,"Cumulative_Perc_net_change","2012Q2","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4535","HO","Departmental Group",-0.157223216558623,"Cumulative_Perc_net_change","2012Q1","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4536","HO","Departmental Group",-0.148343370413037,"Cumulative_Perc_net_change","2013Q2","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4538","HO","Departmental Group",-0.0399036807705538,"Cumulative_Perc_net_change","2010Q4","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4554","HO","Departmental Group",-0.158933396719827,"Cumulative_Perc_net_change","2012Q4","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4564","HO","Departmental Group",-0.100103199174407,"Cumulative_Perc_net_change","2011Q2","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4573","HO","Departmental Group",-0.125071829527986,"Cumulative_Perc_net_change","2011Q3","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4581","HO","Departmental Group",-0.16440597323568,"Cumulative_Perc_net_change","2012Q3","HO-Departmental Group",TRUE,-0.129829095856799,FALSE
"4593","MoD","Y",-0.00516028146989833,"Cumulative_Perc_net_change","2010Q4","MoD-Y",TRUE,-0.216124953038696,FALSE
"4598","MoD","N",-0.0948053300591438,"Cumulative_Perc_net_change","2013Q4","MoD-N",TRUE,-0.216124953038696,FALSE
"4599","MoD","Y",-0.224863174354965,"Cumulative_Perc_net_change","2013Q1","MoD-Y",TRUE,-0.216124953038696,FALSE
"4600","MoD","N",-0.0871341887884585,"Cumulative_Perc_net_change","2013Q1","MoD-N",TRUE,-0.216124953038696,FALSE
"4601","MoD","N",-0.0948053300591436,"Cumulative_Perc_net_change","2012Q1","MoD-N",TRUE,-0.216124953038696,FALSE
"4602","MoD","Y",0,"Cumulative_Perc_net_change","2010Q3","MoD-Y",TRUE,-0.216124953038696,FALSE
"4606","MoD","N",-0.0769060004275449,"Cumulative_Perc_net_change","2013Q3","MoD-N",TRUE,-0.216124953038696,FALSE
"4607","MoD","Y",-0.0392494136043785,"Cumulative_Perc_net_change","2011Q2","MoD-Y",TRUE,-0.216124953038696,FALSE
"4608","MoD","N",-0.0871341887884585,"Cumulative_Perc_net_change","2013Q2","MoD-N",TRUE,-0.216124953038696,FALSE
"4610","MoD","N",-0.0845771416982301,"Cumulative_Perc_net_change","2012Q3","MoD-N",TRUE,-0.216124953038696,FALSE
"4615","MoD","Y",-0.10539483971853,"Cumulative_Perc_net_change","2011Q4","MoD-Y",TRUE,-0.216124953038696,FALSE
"4616","MoD","N",-0.0321576763485476,"Cumulative_Perc_net_change","2011Q3","MoD-N",TRUE,-0.216124953038696,FALSE
"4617","MoD","Y",-0.019233776387803,"Cumulative_Perc_net_change","2011Q1","MoD-Y",TRUE,-0.216124953038696,FALSE
"4618","MoD","Y",-0.0550430023455826,"Cumulative_Perc_net_change","2011Q3","MoD-Y",TRUE,-0.216124953038696,FALSE
"4630","MoD","N",-0.0564496237057175,"Cumulative_Perc_net_change","2011Q4","MoD-N",TRUE,-0.216124953038696,FALSE
"4632","MoD","N",-0.0414937759336099,"Cumulative_Perc_net_change","2011Q2","MoD-N",TRUE,-0.216124953038696,FALSE
"4637","MoD","Y",-0.178733385457389,"Cumulative_Perc_net_change","2012Q2","MoD-Y",TRUE,-0.216124953038696,FALSE
"4638","MoD","N",-0.0134854771784232,"Cumulative_Perc_net_change","2010Q4","MoD-N",TRUE,-0.216124953038696,FALSE
"4643","MoD","N",-0.0896912358786868,"Cumulative_Perc_net_change","2012Q2","MoD-N",TRUE,-0.216124953038696,FALSE
"4644","MoD","Y",-0.151681000781861,"Cumulative_Perc_net_change","2012Q1","MoD-Y",TRUE,-0.216124953038696,FALSE
"4653","MoD","Y",-0.233620015637217,"Cumulative_Perc_net_change","2013Q3","MoD-Y",TRUE,-0.216124953038696,FALSE
"4658","MoD","N",0,"Cumulative_Perc_net_change","2010Q3","MoD-N",TRUE,-0.216124953038696,FALSE
"4659","MoD","N",-0.096083853604258,"Cumulative_Perc_net_change","2014Q1","MoD-N",TRUE,-0.216124953038696,FALSE
"4660","MoD","Y",-0.229867083659109,"Cumulative_Perc_net_change","2013Q2","MoD-Y",TRUE,-0.216124953038696,FALSE
"4670","MoD","N",-0.0820200946080016,"Cumulative_Perc_net_change","2012Q4","MoD-N",TRUE,-0.216124953038696,FALSE
"4677","MoD","Y",-0.215480844409695,"Cumulative_Perc_net_change","2012Q4","MoD-Y",TRUE,-0.216124953038696,FALSE
"4684","MoD","N",-0.029045643153527,"Cumulative_Perc_net_change","2011Q1","MoD-N",TRUE,-0.216124953038696,FALSE
"4694","MoD","Departmental Group",-0.216124953038696,"Cumulative_Perc_net_change","2013Q3","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4697","MoD","Y",-0.193119624706802,"Cumulative_Perc_net_change","2012Q3","MoD-Y",TRUE,-0.216124953038696,FALSE
"4718","MoD","Departmental Group",-0.20051157845935,"Cumulative_Perc_net_change","2012Q4","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
"4726","MoD","Y",-0.238780297107115,"Cumulative_Perc_net_change","2013Q4","MoD-Y",TRUE,-0.216124953038696,FALSE
"4732","MoD","Departmental Group",-0.168587803649793,"Cumulative_Perc_net_change","2012Q2","MoD-Departmental Group",TRUE,-0.216124953038696,FALSE
