"","Civil.Service.grad","gradeval","Group","Whitehall","Gender","Date","count","total","share","grp","sharebothgenders","gradescore","meangradescore","sorter","totalgroup","yvar"
"146","SEO/HEO",3,"DCMS","WH","Male",2013,70,390,0.179487179487179,"DCMSMale",0.358974358974359,1.07692307692308,0.666666666666667,0.666666666666667,FALSE,0.179487179487179
"147","SEO/HEO",3,"BIS","WH","Female",2013,-530,3140,-0.168789808917197,"BISFemale",0.375796178343949,1.12738853503185,0.636942675159236,0.636942675159236,FALSE,-0.168789808917197
"148","SEO/HEO",3,"DECC","WH","Female",2013,-270,1460,-0.184931506849315,"DECCFemale",0.36986301369863,1.10958904109589,0.676712328767123,0.676712328767123,FALSE,-0.184931506849315
"149","SEO/HEO",3,"DCLG","WH","Female",2013,-410,1730,-0.236994219653179,"DCLGFemale",0.439306358381503,1.31791907514451,0.636994219653179,0.636994219653179,FALSE,-0.236994219653179
"150","SEO/HEO",3,"DECC","WH","Male",2013,270,1460,0.184931506849315,"DECCMale",0.36986301369863,1.10958904109589,0.676712328767123,0.676712328767123,FALSE,0.184931506849315
"151","SEO/HEO",3,"DCLG","WH","Male",2013,350,1730,0.202312138728324,"DCLGMale",0.439306358381503,1.31791907514451,0.636994219653179,0.636994219653179,FALSE,0.202312138728324
"152","SEO/HEO",3,"BIS","WH","Male",2013,650,3140,0.207006369426752,"BISMale",0.375796178343949,1.12738853503185,0.636942675159236,0.636942675159236,FALSE,0.207006369426752
"153","SEO/HEO",3,"CO","WH","Female",2013,-310,1840,-0.168478260869565,"COFemale",0.326086956521739,0.978260869565217,0.647826086956522,0.647826086956522,FALSE,-0.168478260869565
"154","SEO/HEO",3,"DH","WH","Female",2013,-470,2280,-0.206140350877193,"DHFemale",0.355263157894737,1.06578947368421,0.654385964912281,0.654385964912281,FALSE,-0.206140350877193
"155","SEO/HEO",3,"DCMS","WH","Female",2013,-70,390,-0.179487179487179,"DCMSFemale",0.358974358974359,1.07692307692308,0.666666666666667,0.666666666666667,FALSE,-0.179487179487179
"156","SEO/HEO",3,"HMT","WH","Male",2013,270,1240,0.217741935483871,"HMTMale",0.387096774193548,1.16129032258065,0.656451612903226,0.656451612903226,FALSE,0.217741935483871
"157","SEO/HEO",3,"FCO","WH","Male",2013,940,4840,0.194214876033058,"FCOMale",0.320247933884298,0.960743801652893,0.574793388429752,0.574793388429752,FALSE,0.194214876033058
"158","SEO/HEO",3,"DfID","WH","Male",2013,240,1810,0.132596685082873,"DfIDMale",0.270718232044199,0.812154696132597,0.681767955801105,0.681767955801105,FALSE,0.132596685082873
"159","SEO/HEO",3,"DH","WH","Male",2013,340,2280,0.149122807017544,"DHMale",0.355263157894737,1.06578947368421,0.654385964912281,0.654385964912281,FALSE,0.149122807017544
"160","SEO/HEO",3,"HO","WH","Female",2013,-2900,26450,-0.109640831758034,"HOFemale",0.227599243856333,0.682797731568998,0.4165595463138,0.4165595463138,FALSE,-0.109640831758034
"161","SEO/HEO",3,"HMRC","WH","Female",2013,-6460,76700,-0.0842242503259452,"HMRCFemale",0.188917861799218,0.566753585397653,0.355645371577575,0.355645371577575,FALSE,-0.0842242503259452
"162","SEO/HEO",3,"DfT","WH","Female",2013,-250,1760,-0.142045454545455,"DfTFemale",0.403409090909091,1.21022727272727,0.644318181818182,0.644318181818182,FALSE,-0.142045454545455
"163","SEO/HEO",3,"DfE","WH","Female",2013,-1670,6530,-0.255742725880551,"DfEFemale",0.428790199081164,1.28637059724349,0.618376722817764,0.618376722817764,FALSE,-0.255742725880551
"164","SEO/HEO",3,"DWP","WH","Female",2013,-7000,108280,-0.064647210934614,"DWPFemale",0.111654968599926,0.334964905799778,0.340265977096417,0.340265977096417,FALSE,-0.064647210934614
"165","SEO/HEO",3,"HO","WH","Male",2013,3120,26450,0.117958412098299,"HOMale",0.227599243856333,0.682797731568998,0.4165595463138,0.4165595463138,FALSE,0.117958412098299
"166","SEO/HEO",3,"HMRC","WH","Male",2013,8030,76700,0.104693611473272,"HMRCMale",0.188917861799218,0.566753585397653,0.355645371577575,0.355645371577575,FALSE,0.104693611473272
"167","SEO/HEO",3,"DfT","WH","Male",2013,460,1760,0.261363636363636,"DfTMale",0.403409090909091,1.21022727272727,0.644318181818182,0.644318181818182,FALSE,0.261363636363636
"168","SEO/HEO",3,"DfE","WH","Male",2013,1130,6530,0.173047473200613,"DfEMale",0.428790199081164,1.28637059724349,0.618376722817764,0.618376722817764,FALSE,0.173047473200613
"169","SEO/HEO",3,"DWP","WH","Male",2013,5090,108280,0.0470077576653122,"DWPMale",0.111654968599926,0.334964905799778,0.340265977096417,0.340265977096417,FALSE,0.0470077576653122
"170","SEO/HEO",3,"MoD","WH","Female",2013,-5770,58440,-0.0987337440109514,"MoDFemale",0.302874743326489,0.908624229979466,0.393463381245722,0.393463381245722,FALSE,-0.0987337440109514
"171","SEO/HEO",3,"HMT","WH","Female",2013,-210,1240,-0.169354838709677,"HMTFemale",0.387096774193548,1.16129032258065,0.656451612903226,0.656451612903226,FALSE,-0.169354838709677
"172","SEO/HEO",3,"FCO","WH","Female",2013,-610,4840,-0.12603305785124,"FCOFemale",0.320247933884298,0.960743801652893,0.574793388429752,0.574793388429752,FALSE,-0.12603305785124
"173","SEO/HEO",3,"DfID","WH","Female",2013,-250,1810,-0.138121546961326,"DfIDFemale",0.270718232044199,0.812154696132597,0.681767955801105,0.681767955801105,FALSE,-0.138121546961326
"174","SEO/HEO",3,"Defra","WH","Female",2013,-460,2180,-0.211009174311927,"DefraFemale",0.422018348623853,1.26605504587156,0.579816513761468,0.579816513761468,FALSE,-0.211009174311927
"175","SEO/HEO",3,"MoD","WH","Male",2013,11930,58440,0.204140999315537,"MoDMale",0.302874743326489,0.908624229979466,0.393463381245722,0.393463381245722,FALSE,0.204140999315537
"176","SEO/HEO",3,"Defra","WH","Male",2013,460,2180,0.211009174311927,"DefraMale",0.422018348623853,1.26605504587156,0.579816513761468,0.579816513761468,FALSE,0.211009174311927
"177","SEO/HEO",3,"MoJ","WH","Male",2013,760,4490,0.169265033407572,"MoJMale",0.371937639198218,1.11581291759465,0.517149220489978,0.517149220489978,FALSE,0.169265033407572
"178","SEO/HEO",3,"Whitehall","Total","Male",2013,50730,448830,0.113027204063899,"Whole Civil ServiceMale",0.207829244925696,0.623487734777087,0.388400953590446,0.388400953590446,TRUE,0.113027204063899
"179","SEO/HEO",3,"MoJ","WH","Female",2013,-910,4490,-0.202672605790646,"MoJFemale",0.371937639198218,1.11581291759465,0.517149220489978,0.517149220489978,FALSE,-0.202672605790646
"180","SEO/HEO",3,"Whitehall","Total","Female",2013,-42550,448830,-0.0948020408617962,"Whole Civil ServiceFemale",0.207829244925696,0.623487734777087,0.388400953590446,0.388400953590446,TRUE,-0.0948020408617962
